trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14612.7026884104	-14469.0732767154	-143.62941169493	3294.68094054755	0.419394079598867	0.741317641572905	8.49324937881013	276.426933400176	-14469.0732767154
stderr.of.mean	0.0904150653301937	0.0800732946509536	0.0460234760302654	20.1133483619483	0.000958279458203441	0.0018017820812313	0.00308474579630323	0.0243168894310807	0.0800732946509536
stdev	5.91735275424098	5.44046025563693	2.75349256126065	1256.7393036131	0.038373103856376	0.0669660051859749	0.215545894747348	5.44344932700857	5.44046025563693
variance	35.0150636181233	29.598607793165	7.58172128491772	1579393.67724593	0.00147249509957222	0.00448444585056802	0.0464600327424349	29.63114057571	29.598607793165
median	-14612.3060704242	-14468.6779280792	-143.543143233749	3071.39758733124	0.417935152386427	0.74671739447997	8.48853478062414	276.38442056071	-14468.6779280792
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3080.82466756071	0.417643743760228	0.7381791036963	8.49051756276675	276.373347085477	NaN
HPD95.lower	-14646.0826099786	-14500.6016254208	-159.131564145641	820.677876740724	0.288814232048903	0.456702842734593	7.52467250986713	253.031596693105	-14500.6016254208
HPD95.upper	-14603.6309068309	-14460.8036588514	-139.25562390032	5612.64911886576	0.484851317549069	0.841922748636481	8.85332391236136	285.439594067678	-14460.8036588514
ACT	2101.20870095477	1949.60496258636	2514.39513461739	2305.26504757265	5612.71523519013	6515.35752336214	1843.32434965117	179.601591446538	1949.60496258636
ESS	4283.29655969464	4616.37109707621	3579.42945247129	3904.14976771402	1603.51979797085	1381.36701903592	4882.53735795502	50111.4713266839	4616.37109707621
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
