trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-11513.7873196352	-11352.1699778846	-161.617341750521	967.331132555562	0.44811282310095	0.676002891740032	6.9890178387005	192.198838551169	-11352.1699778846
stderr.of.mean	0.0614338829655606	0.0577831474458152	0.0410901324958201	4.76779871351533	0.00075064604040216	0.00129342537937772	0.0033712851678519	0.0190579967876824	0.0577831474458152
stdev	5.20343692566106	4.77107477748564	2.41550586379722	334.163934151261	0.0436851481372833	0.0738378302247964	0.232451174594236	4.45902034696969	4.77107477748564
variance	27.075755839333	22.7631545323597	5.83466857803875	111665.534887448	0.00190839216777639	0.00545202517230585	0.0540335485702401	19.8828624546897	22.7631545323597
median	-11513.4375998094	-11351.8542390968	-161.505183481115	908.688652915235	0.445728794696578	0.679115076184248	6.98112950764743	192.187260486943	-11351.8542390968
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	915.776432234777	0.446001617946068	0.671831109668003	6.98516393183896	192.147118340257	NaN
HPD95.lower	-11540.1284316162	-11377.1876410399	-176.927352502155	244.848180471676	0.293866838377923	0.302301047780448	5.9944897846169	172.493969008995	-11377.1876410399
HPD95.upper	-11505.8546016759	-11344.9057076815	-157.852182867155	1589.58468334455	0.523876211118951	0.792442994276584	7.38388780743064	199.588716558086	-11344.9057076815
ACT	1254.52075958294	1320.11708273012	2604.3623029482	1832.14222127122	2657.32871196268	2761.64222109393	1893.08449733234	164.406165414036	1320.11708273012
ESS	7174.13397207715	6817.65285650801	3455.77878692672	4912.33698754858	3386.89751082869	3258.96668701527	4754.19877595669	54743.080816552	6817.65285650801
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
