trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13265.7354217065	-13104.0852402672	-161.650181439308	1296.29818063443	0.39451608617784	0.679881312116043	8.10800309070978	233.641901704771	-13104.0852402672
stderr.of.mean	0.0684224187277759	0.0845904999717686	0.0435659124133676	6.93071272281915	0.000753797292853286	0.00142656902211993	0.00536195814341672	0.0218438576845742	0.0845904999717686
stdev	5.37170217870203	5.07563648486907	2.52662132095534	445.190355334858	0.0381455932836144	0.0730967178381848	0.262860855099728	4.96787565899809	5.07563648486907
variance	28.8551842966721	25.7620857265341	6.38381529950609	198194.452483177	0.00145508628695893	0.0053431301587152	0.0690958291437603	24.6797885632657	25.7620857265341
median	-13265.3707157529	-13103.707183769	-161.522127251882	1217.70311334744	0.392186456791081	0.682174410854766	8.10023105315907	233.615375552195	-13103.707183769
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1227.79704364485	0.39269598400084	0.675844563248071	8.10375247129394	233.589089629499	NaN
HPD95.lower	-13298.908509669	-13133.7598758374	-177.970848462001	383.823407810335	0.268735324678273	0.331336633312238	7.07560829590722	213.19699168732	-13133.7598758374
HPD95.upper	-13257.5404838487	-13096.3756469392	-157.725037880956	2128.56198913472	0.461538562722109	0.797240176689083	8.55373604963265	241.867224777828	-13096.3756469392
ACT	1460.21061666515	2499.79659430229	2675.81339937821	2181.25686237131	3514.49482660783	3427.93307060161	3744.87663525198	174.004208154244	2499.79659430229
ESS	6163.56291159872	3600.33293129275	3363.5006096058	4126.10736280537	2560.85168538628	2625.51800593366	2403.3101425234	51723.4617223853	3600.33293129275
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
