trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-13647.3116297118	-13491.7028237582	-155.608805953567	1665.70424157648	0.401132931749443	0.679695170538674	8.04314321085267	241.482292987298	-13491.7028237582
stderr.of.mean	0.0782341207936422	0.0588818065724204	0.0334799085211087	8.97648093978413	0.000711627921946144	0.00146029582010517	0.00311048629421365	0.0232323260237755	0.0588818065724204
stdev	5.40237050581658	4.83891737579818	2.50747861464398	593.131127782805	0.0371951006081554	0.0729428565196914	0.241106755337608	5.0635154942321	4.83891737579818
variance	29.1856070821168	23.4151213698016	6.2874490028969	351804.534744902	0.0013834755092508	0.00532066031725228	0.0581324674694293	25.6391891603285	23.4151213698016
median	-13646.9155885208	-13491.3159273637	-155.522332154037	1557.6487786206	0.398917653758233	0.682414499093934	8.03825214303846	241.46104415645	-13491.3159273637
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1571.84717416004	0.399427233734117	0.675655947734919	8.03953457268557	241.429197266972	NaN
HPD95.lower	-13677.2112563405	-13518.027976844	-170.464699699654	458.337589480153	0.271449228018792	0.369122093348991	7.10608908968008	220.56868684161	-13518.027976844
HPD95.upper	-13639.0914330601	-13484.4541230274	-151.644228160738	2782.37729976019	0.465379015394864	0.793847086667652	8.44855045467632	249.863605371099	-13484.4541230274
ACT	1887.40973403085	1332.62620382905	1604.48831717645	2061.35742677987	3294.40504194104	3607.10396703006	1497.89143069594	189.4626511509	1332.62620382905
ESS	4768.49294444345	6753.65678247953	5609.32722516685	4366.10356024449	2731.93486696985	2495.10412848186	6008.51291059088	47503.293896335	6753.65678247953
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
