trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14561.536669359	-14427.371966726	-134.164702633041	4749.98023454615	0.457059717043414	0.76743255610282	8.09008697662848	276.995850282291	-14427.371966726
stderr.of.mean	0.101777959842045	0.0710455293033665	0.0644581365883989	33.1941197349574	0.0012703598622027	0.00195912468233335	0.00332760913493912	0.025549232785411	0.0710455293033665
stdev	6.02823827690432	5.33507271020922	2.79810597157901	1899.09533785547	0.0429417299411979	0.0649116454774348	0.2055409422492	5.44753711187383	5.33507271020922
variance	36.3396567231343	28.4630008232192	7.82939702818613	3606563.1022644	0.00184399217034277	0.00421352171858819	0.042247078940689	29.6756605852426	28.4630008232192
median	-14561.1233059061	-14426.9775520691	-134.05050840986	4396.06693030769	0.455182942414981	0.772314958494071	8.08422918813561	276.956047213999	-14426.9775520691
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4416.40901182416	0.455052559758095	0.764590850498576	8.08748224953301	276.942295441065	NaN
HPD95.lower	-14598.1010199223	-14458.0430229076	-150.048589780036	901.327383354465	0.305623273206477	0.478506393520773	7.34487470311246	255.959502602444	-14458.0430229076
HPD95.upper	-14552.3412323917	-14419.3152787215	-129.78617693198	8249.11294437743	0.531074804433648	0.865599295435721	8.43871888652945	286.051591567596	-14419.3152787215
ACT	2565.48317682978	1596.00898663128	4776.05902635964	2749.61119004343	7876.56685709673	8198.25504439536	2358.90493451579	197.969296949848	1596.00898663128
ESS	3508.15007530924	5639.12864864042	1884.41975912093	3273.22642291758	1142.64249428556	1097.80678342678	3815.37206875505	45462.1001269708	5639.12864864042
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
