trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-15935.1132949619	-15772.3302096734	-162.783085288519	1985.63023725486	0.34028687092682	0.745481626546875	10.3246285103605	310.022890470042	-15772.3302096734
stderr.of.mean	0.0619553038670767	0.0518248680554235	0.0418980187700324	11.2197979866808	0.00068900484294264	0.00147381065021036	0.00340251251303936	0.0260685734973919	0.0518248680554235
stdev	5.21496974817739	4.68987905547381	2.49976644349725	703.783548091627	0.03125272432346	0.0661860453472247	0.245339177395099	5.77060898160232	4.68987905547381
variance	27.1959094744053	21.9949655549719	6.24883227203488	495311.282564439	0.000976732777638186	0.00438059259870489	0.0601913119649038	33.2999280185494	21.9949655549719
median	-15934.7516633341	-15771.9983581667	-162.675642719461	1866.02635860501	0.338886333483683	0.749979866607611	10.3208123877828	309.984496333497	-15771.9983581667
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	1874.73124328161	0.33885715673624	0.742428737825266	10.3217166206338	309.969182264403	NaN
HPD95.lower	-15964.1869091672	-15799.8405644083	-180.793487177208	533.424641462075	0.235928986854898	0.423067217684101	9.38497086137517	285.225437872481	-15799.8405644083
HPD95.upper	-15927.1794986364	-15765.276806678	-158.890179557099	3291.37547858119	0.394025782844527	0.846156175309758	10.7360978838049	319.585332744057	-15765.276806678
ACT	1270.26960152237	1098.99478938762	2528.31170720327	2287.35916482999	4374.32751278152	4462.65203877383	1731.04421881341	183.668106235494	1098.99478938762
ESS	7085.18883645938	8189.39278594309	3559.72721811093	3934.71219491188	2057.4819726466	2016.76041999297	5199.23171354302	49001.9752719632	8189.39278594309
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
