trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-17166.5213821878	-17014.611430656	-151.909951531879	3624.91861158886	0.350723126198483	0.781644218606506	10.5849337426588	349.536754336806	-17014.611430656
stderr.of.mean	0.11042289456838	0.0880916529207516	0.0500674987105301	28.0058957754299	0.000970184853398528	0.00184958996872607	0.00524471739558983	0.0290628462670032	0.0880916529207516
stdev	5.6798761800245	5.09815665349792	2.64534779929539	1402.48991919095	0.0329265475077329	0.0624836366312815	0.251160073539556	6.2187707374405	5.09815665349792
variance	32.2609934204097	25.9912012636051	6.99786497923697	1966977.97343225	0.00108415753077899	0.00390420484667003	0.0630813825403953	38.6731094848463	25.9912012636051
median	-17166.1837132535	-17014.259361842	-151.825658449334	3371.06549049178	0.348666309035046	0.786282394856958	10.5769827048663	349.51283416515	-17014.259361842
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	3387.4969077201	0.349193291440779	0.779067241622794	10.5819612398343	349.481434739338	NaN
HPD95.lower	-17194.3065362085	-17039.7567622618	-165.704836531794	906.678820432968	0.234274674750074	0.448721162932174	9.54953728521465	321.589402962996	-17039.7567622618
HPD95.upper	-17157.7839146237	-17006.8437086306	-147.747717448312	6241.53654475587	0.408261437531117	0.8765158099061	11.0134329717455	359.792023109105	-17006.8437086306
ACT	3401.59831286418	2687.1114232787	3223.95329265628	3588.73961891361	7813.74256630643	7886.07377867691	3924.51045040632	196.56659106492	2687.1114232787
ESS	2645.84444493736	3349.35869128138	2791.63473630371	2507.87210990931	1151.82960324407	1141.2650011385	2293.30514308305	45786.5192209978	3349.35869128138
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
