trace	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	treeLikelihood
mean	-14851.4702604844	-14715.7234247993	-135.746835685078	4357.8454359512	0.432442454677724	0.748047662333216	8.35721268064505	282.443613053305	-14715.7234247993
stderr.of.mean	0.0740239555934514	0.0510762523221635	0.0548579251435604	31.643401149153	0.00108973502336408	0.00186852998998104	0.00319357746776256	0.0247830051701216	0.0510762523221635
stdev	5.59068764458282	4.81467198266328	2.76493853430239	1726.30732765102	0.0388489232082848	0.064943053290115	0.203026082651014	5.4818905843378	4.81467198266328
variance	31.255788339291	23.1810663006428	7.64488509847026	2980136.9895016	0.00150923883444321	0.00421760017064271	0.0412195902366163	30.0511243786514	23.1810663006428
median	-14851.0602075094	-14715.3859720369	-135.648228859836	4030.93381810482	0.430619206735483	0.752641330651423	8.35283434226829	282.412129459566	-14715.3859720369
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	4057.40370677087	0.43071108909424	0.745140006446509	8.35475005467232	282.3904186568	NaN
HPD95.lower	-14883.5221344102	-14742.5974696396	-150.827703850857	898.050252139222	0.30503920549431	0.460219639177139	7.48454504112208	256.424781198338	-14742.5974696396
HPD95.upper	-14843.0115584354	-14708.4425118289	-131.355848132951	7656.69395926796	0.499351968920691	0.848134660927545	8.69793962387114	291.510581900099	-14708.4425118289
ACT	1577.81699421189	1012.85470021481	3542.82990617925	3023.93599932147	7081.51787847435	7450.35983400467	2226.86428577194	183.945733178788	1012.85470021481
ESS	5704.14695304731	8885.87474401927	2540.37033623952	2976.28653583261	1270.92809118756	1208.00876743188	4041.60238120668	48928.0172171878	8885.87474401927
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100
