trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-22980.370815525	-23003.1233897546	22.7525742296186	0.150203392211734	0.0100655486599572	0.0155403411397725	0.0306136166293995	0.0101100188734782	0.145226988622997	0.0205036364329582	0.0122847051282722	0.0155718477474024	0.0205197532929318	0.24427875619751	0.0183263769144885	0.0308685699268408	0.012403973021956	0.0182736533542954	0.245208821846006	0.0382029822646277	0.163407696699469	0.103184397089204	0.0932465070694325	0.571000564119508	0.0309578527577597	159.915838552308	14.3759729566431	1.26709913966876	0.258225521092645	0.00424155136652685	1.47202906571751	52.530161902314	-23003.1233897546
stderr.of.mean	0.956064595381366	0.347440143190734	1.16799885470405	0.000434800574204843	6.4004830179427e-05	8.68683190713006e-05	0.000135390916726446	6.96544159031927e-05	0.000456332168451476	0.000121839968892388	6.91084070604797e-05	9.32419634543495e-05	0.000103136455612043	0.000641700702810719	9.10914330153531e-05	0.000127107025011022	6.56052766201724e-05	0.000100131067555255	0.000634145127560417	0.000620215054631601	0.000851298026832781	0.000464214427631241	0.00060224930471522	0.00181468996547092	0.000568005263373785	0.531950806677826	0.526542939738182	0.00458442325890035	9.58904879758327e-05	2.66651282124534e-05	0.00687717422307838	0.224728969179287	0.347440143190734
stdev	12.3876627532935	7.78620920306535	11.5098712943901	0.00736865850633212	0.00387428131602886	0.0061219653959862	0.00960721949582509	0.0038830776682299	0.00705252752884892	0.00781917507963407	0.00479447194830635	0.00608814137738881	0.00779843666195698	0.00876888674405316	0.00619887686460185	0.00959975093144536	0.00479997650076215	0.00621703870902958	0.00922763295163149	0.0203718674944021	0.0213822091476838	0.0145871534419483	0.017411209241454	0.0356050479381015	0.0141745324248358	40.8502072445923	4.34059796114286	0.0930904178215962	0.00382984274594023	0.000595839578173746	0.0998099558637259	3.68079057979034	7.78620920306535
variance	153.454188489334	60.6250537538996	132.477137213426	5.42971281829407e-05	1.50100557157303e-05	3.74784603096525e-05	9.22986664409617e-05	1.50782921775057e-05	4.97381445451719e-05	6.11394989259705e-05	2.29869612630965e-05	3.70654654310737e-05	6.08156143705547e-05	7.68933747300313e-05	3.84260743824961e-05	9.21552179457861e-05	2.30397744078688e-05	3.86515703095722e-05	8.51492098900353e-05	0.000415012985209478	0.000457198868035291	0.000212785045538943	0.000303150207249694	0.0012677194386745	0.000200917369462721	1668.73943192614	18.8407906602776	0.00866582589019935	1.4667695458631e-05	3.55024802918267e-07	0.00996202728951891	13.5482192922733	60.6250537538996
median	-22979.8079267453	-23003.2855624354	22.9784355568733	0.150065324721563	0.00990753310850774	0.0154236330569113	0.0304196145476105	0.0099764334001549	0.14526680819707	0.0202674725360543	0.0121530998149165	0.0154236239144938	0.0203242675381955	0.244069651328852	0.018118038246768	0.0307562465381903	0.0122960242468122	0.0180511233936421	0.245000242286389	0.0365574408815429	0.16246966141205	0.102204516329716	0.0928616647739398	0.571785811003831	0.0299226884808843	154.501543416147	13.9145804809043	1.26424198843364	0.258259003112431	0.00425537143872525	1.46720377861017	52.3431404496288	-23003.2855624354
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.150022105897025	0.00921620674142491	0.0141279285608687	0.0289027997027844	0.0092562994874465	0.145055357479769	0.0187572467281908	0.011187192950289	0.0141746354669041	0.0187964312505337	0.244121889193	0.0171458447563749	0.0291959173299098	0.0113031942271577	0.0170890010696977	0.245034688380287	0.0310185063172974	0.16201069704481	0.102160809745541	0.0915933417832683	0.569882157038363	0.0265518798535328	154.989864457572	13.739770570488	1.26368907485176	0.258197110356811	0.00419793368108753	1.46867052424573	52.4021723880964	NaN
HPD95.lower	-23029.4179231442	-23031.6455638949	-15.2159606483963	0.125450437991233	0.00029532207891636	0.000473616779699745	0.00224648133467427	0.000341161140116814	0.120216543286994	0.000912702191130613	0.000289822057413184	0.000385462350341981	0.000847191916231324	0.217645689566292	0.00069786630133177	0.00172309170103339	0.000443610848154304	0.000321019523625315	0.216244598387263	1.06049011902587e-06	0.0879491614626769	0.0633939667852789	0.0390142817296847	0.443221283549393	5.94649918222445e-05	61.5235291395325	5.21936404585472	0.953408423759138	0.241929822842928	0.00175997075011421	1.15530979291938	40.8593931678372	-23031.6455638949
HPD95.upper	-22960.9360037166	-22990.1319420626	41.5456472975171	0.161791662467109	0.0167405164955043	0.0257909229064539	0.0466624621603932	0.0167978072410126	0.156505518439922	0.0337300588544516	0.0203394143375836	0.0258440418540188	0.0335977172308857	0.259284304951528	0.0289401732813538	0.0470527642865802	0.0204027191963427	0.0288548293761431	0.260098864641283	0.0738229904224038	0.200532529837966	0.128743256409548	0.122741081707399	0.629249360363034	0.0558647958751032	234.393141448861	22.6629478836336	1.42577639192494	0.264546943241258	0.00519820295298806	1.64233643390102	58.8190947611151	-22990.1319420626
ACT	127512.139564883	42624.9283633001	220444.723112647	74534.812963702	5842.50379373967	4310.19484295479	4251.47313913161	6888.1241010122	89624.8408699927	5197.72731796508	4447.70535939732	5021.2190808989	3744.2523791009	114638.875180019	4622.58448782889	3752.96907324836	3999.03428700572	5552.98318252462	101100.314245265	19841.6932045977	33932.3482221198	21679.6353741049	25612.4163618927	55608.0330930957	34375.0267513815	3630.0300766151	315009.949871124	51917.6783463582	13419.7671793928	42873.0584017257	101631.452951027	79797.9454920655	42624.9283633001
