trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-17980.8889783062	-18005.6679055322	24.7789272259397	0.131743037751627	0.013389648915568	0.0138651252470621	0.0178338754638689	0.0132115901410823	0.243645405311275	0.0147291676021914	0.0424930096349332	0.0138980960812223	0.0146233611577725	0.153516226838782	0.0349535574252478	0.0181662360179985	0.0424238877554534	0.0354187567463067	0.196089017909608	0.0300873693679895	0.475080806671982	0.00954210795340154	0.0470458714853939	0.374343873497603	0.0638999710236302	181.033734012805	14.8129896734007	1.4592957348467	0.0728592755264236	0.00312715569122531	1.65633897960023	60.7893277960147	-18005.6679055322
stderr.of.mean	0.981876809921014	0.215292747555919	0.997624572614924	0.000448722379914854	0.000102541098708488	9.1252247160961e-05	0.000129620967830048	0.000103309846897877	0.00059232204941064	9.01524396001667e-05	0.000181702373662048	8.47736958244137e-05	9.03898927636596e-05	0.000505421082908453	0.000195318764146576	0.000142516498522755	0.000155798391896449	0.000189109868545257	0.000523263908299941	0.000755537355644167	0.00156739041386055	0.000301088586963796	0.000558569068063473	0.0011814360125527	0.000392242588847845	0.673851199693992	0.458950806781004	0.0038665746474377	7.75705592415922e-05	1.86456195837557e-05	0.00482902496711859	0.163588095151129	0.215292747555919
stdev	10.9397481561691	5.76844058110565	10.1487640077476	0.00720336498832263	0.00580518011339711	0.00542820211739125	0.00800131099537187	0.00578944197823589	0.00821688923187693	0.00534938270105982	0.0165934064051484	0.00544709305848262	0.00534614606061152	0.00718753556783026	0.0146888835010112	0.00810859176528198	0.0165478190977944	0.0146387747001207	0.00758096603996596	0.0176859274319974	0.030291558267179	0.00804244511388603	0.0146778467363664	0.0254411871467887	0.0116509160875738	44.8932194567714	3.94222451117766	0.0799063800445097	0.00232527349990808	0.000437200031076569	0.0827668469297904	3.06780962108431	5.76844058110565
variance	119.678089720405	33.2749067377465	102.997410884953	5.18884671549923e-05	3.37001161489813e-05	2.94653782272509e-05	6.40209776446588e-05	3.35176384193599e-05	6.75172686489351e-05	2.8615895282398e-05	0.00027534113612642	2.96708227877695e-05	2.8581277701392e-05	5.1660667538825e-05	0.000215763298506279	6.57492604159987e-05	0.00027383031689333	0.000214293724720893	5.74710460991171e-05	0.00031279202912988	0.000917578502253899	6.46809234098693e-05	0.000215439184816262	0.000647254003437927	0.000135743845679685	2015.40115319384	15.5411340965299	0.00638502957181761	5.40689684937477e-06	1.91143867173352e-07	0.00685035095069935	9.41145587121743	33.2749067377465
median	-17980.352773658	-18005.7927776141	24.9232705794458	0.132009587867004	0.0130927191738299	0.0136515145324082	0.0176786303952672	0.012791514638708	0.243654939488935	0.0146192564563061	0.0424147665764806	0.0138014647062887	0.014559630737017	0.153535832874296	0.0350641840296967	0.018135927921392	0.0423269891680251	0.0356837806295	0.196165556779679	0.0285250909374571	0.475942439942848	0.00762676780154897	0.0469107613032722	0.373144008464181	0.0637755406620864	175.141971570947	14.5017673797065	1.45939170243104	0.0728733011288328	0.00313429539604116	1.65367264578137	60.7091693649495	-18005.7927776141
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.131546214905205	0.0119282813807503	0.0126293376405663	0.0156734890563218	0.0117658479665251	0.243506726827013	0.0135993056580376	0.0385991298004363	0.0126333645839797	0.0134902785936152	0.153347878457892	0.0311968425592297	0.0159837315918401	0.0385337183204498	0.0317164649766252	0.19594230586923	0.0231535892286445	0.474104831175364	0.00578196650979781	0.0445485115343388	0.373479957634041	0.062814214395832	175.790768602624	14.2765007650014	1.45710294897655	0.0728221127040287	0.00309526932479475	1.65428306123371	60.7123002952537	NaN
HPD95.lower	-18030.9764035172	-18031.4241683295	-13.0489049467303	0.109538965557319	0.000251106787280735	0.000684145176017448	0.000628010093728253	0.000283135732298913	0.215426155850436	0.000800148256617936	0.00154186630894954	0.000592069636089258	0.00048457584430097	0.131918241915039	0.000603347452231735	0.00040280408772584	0.00138377192578992	0.00128893414161033	0.173965322684054	1.17207761547722e-05	0.366641209795721	1.32434487803978e-06	0.00502795974228194	0.291128061958076	0.0258752189076761	61.7317264234605	4.53028553682815	1.17748208431012	0.0627614987113643	0.00101750917965397	1.36618622054738	49.5664527150984	-18031.4241683295
HPD95.upper	-17964.0605074383	-17995.9532118861	41.0336336899117	0.144143115474431	0.0232951030962993	0.0230655244949316	0.0307451578199289	0.0232404358346458	0.257474745297247	0.0238273711687926	0.0697991838331869	0.0229792455879324	0.0236668585503969	0.165726085377862	0.0584945288296381	0.0314136396712964	0.0697323901555654	0.0587576261503491	0.209138103125331	0.0616689849902964	0.52427119414162	0.0257012870932247	0.0721144938199676	0.417336324345268	0.0839768246565634	262.720489420887	21.816217740608	1.59053552631874	0.0766880193800965	0.00382657108435641	1.79932593754083	66.0556444183091	-17995.9532118861
ACT	149673.552176267	25881.3938666486	179536.881038637	72099.1804074962	5797.09268136456	5250.7437538444	4876.11484980227	5916.37553708063	96548.7472081068	5277.07586395756	2227.90059653769	4500.26774611578	5311.33642691395	91873.9529403627	3285.15655599154	5739.64621357253	1646.98680883016	3100.73492064888	88519.340049955	33907.9797086188	49745.8494259156	26041.0255682461	26907.5883790847	40067.4194810107	21058.8694805908	4186.12524108398	251822.931848457	43504.6414208635	20677.1876462645	33793.9516759525	63248.726947754	52831.420637168	25881.3938666486
