trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-25021.3300288796	-24991.4254294393	-29.9045994403216	0.18566932314918	0.0258467473638831	0.0146667909289065	0.0339834458311299	0.0259707736334811	0.290842792309031	0.00823745884350576	0.0115643258319293	0.0146605279824194	0.00823213706997836	0.142737712720566	0.00927897301272467	0.0340603861656404	0.0115369848941901	0.00925141594297199	0.173460204320463	0.106680255279645	0.121253750007114	0.00235592597517712	0.256077373410899	0.443299380883248	0.0703333144439173	153.588898198807	4.55268745529403	1.37070383026345	0.417944371185414	0.000998175480810864	1.96198600255362	65.945398788127	-24991.4254294393
stderr.of.mean	0.207796079692942	0.207145016906584	0.18925662236727	0.00041176615764925	0.000110700087802811	7.1815676116978e-05	0.000113797288444175	9.86611071888692e-05	0.000487726192657881	6.46550375525524e-05	6.02499374290738e-05	6.98339823540862e-05	6.17879418039329e-05	0.000400523797155723	4.93608722729735e-05	0.000110383109860332	6.30574762743404e-05	5.77421885334062e-05	0.00036153227399809	0.000520793087976285	0.000602731800022779	0.000101957167544172	0.0011746244764169	0.00126061878355882	0.000531609873367987	0.406074738677105	0.0440491867217394	0.00258700305375131	7.48173025646755e-05	9.75599271633061e-06	0.00332001831199489	0.097198016204442	0.207145016906584
stdev	9.27644153952356	8.32855749009603	6.55907129744091	0.00853696618926973	0.0114089003232159	0.00554312069302008	0.00993700279072125	0.0114058933284694	0.00926779819631717	0.0031288784516276	0.00472013318990007	0.00553518200801904	0.00312337208539437	0.00702153536825053	0.0039042008385669	0.0098896089832295	0.00470124439805289	0.00390583413314574	0.00790939163982605	0.0125753974759764	0.018382374984442	0.00205412130214939	0.0283415750175921	0.0304782522587656	0.0181528195031436	38.3754362022609	1.11039808523236	0.106314774585464	0.00416769475244888	0.000390116996330151	0.101499763923496	3.32642238189015	8.32855749009603
variance	86.0523676361983	69.3648698658347	43.0214162849131	7.28797917167345e-05	0.000130163006585076	3.07261870173874e-05	9.87440244628018e-05	0.000130094402620423	8.58920834076598e-05	9.78988036505952e-06	2.22796573303962e-05	3.06382398618977e-05	9.75545318382079e-06	4.93019589275931e-05	1.52427841878665e-05	9.78043658411736e-05	2.21016988902237e-05	1.52555402756464e-05	6.25584761121502e-05	0.000158140621678795	0.00033791171006864	4.2194143239439e-06	0.0008032448744778	0.000928923860748949	0.00032952485591371	1472.6741037138	1.23298390768768	0.0113028312951579	1.736967954959e-05	1.52191270825659e-07	0.0103022020765255	11.0650858627397	69.3648698658347
median	-25020.9397569821	-24991.1052563673	-30.1261801830676	0.185559877504876	0.025536184772193	0.0144561306717073	0.0336503700575472	0.0256534542575739	0.29081243911832	0.00810424425602358	0.0114612734482817	0.0144619133386975	0.00810316842437472	0.143081729974985	0.00908701150038551	0.0337576492318908	0.0114259627259471	0.00903697923849135	0.173688771366798	0.106218192836108	0.12043219313426	0.0018385434004801	0.256021673952886	0.442066343747508	0.0695798356616698	148.90689222807	4.35812077636171	1.36950682219412	0.417955565617419	0.000973340304122495	1.96157600855948	65.9558816964076	-24991.1052563673
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.185472726613035	0.0228270492398261	0.0134689125775188	0.0324057669388221	0.022971123180192	0.290694786689777	0.0075625754862934	0.0104234054466904	0.0134654450173732	0.00756068020758778	0.142563229992512	0.00832893819520204	0.0324986676260238	0.0103994994710101	0.00829824101833987	0.173279971151914	0.10594382362144	0.119856902104954	0.00141680884913924	0.25450129187459	0.442251008818135	0.0678785575918224	149.044425541674	4.43117709319354	1.36656235290877	0.417923588969315	0.000912231180698286	1.95935390527166	65.8611473451294	NaN
HPD95.lower	-25070.0545643275	-25029.8140675054	-55.6475396808393	0.157052677218656	0.000671841623815811	0.000434952072219025	0.00242911251804722	0.000292361379609002	0.259209650297653	0.000337321148136789	0.000281751364818259	0.00076567433351709	0.000495820135158892	0.118115669546539	0.000256448243660581	0.00106898025375173	0.000322600366493481	0.000111398571033358	0.146471195109526	0.0647374569113027	0.0565284358652515	5.70159415170385e-07	0.159990506443884	0.325434066278578	0.00739535407440494	52.8551657794383	2.08056602534995	0.969325981960999	0.399408536240881	1.9913045488435e-05	1.56449497015748	52.9999337899338	-25029.8140675054
HPD95.upper	-25006.7828207106	-24978.3893961153	-18.762779812304	0.200537454397008	0.0445764112884384	0.0240718162982476	0.0508204758995309	0.0447466138509143	0.305984360895292	0.0136189976219947	0.0194897719862954	0.0240773017210557	0.0136090191490526	0.154250461462495	0.0160138823044971	0.0506242846563603	0.0193941691230335	0.0159824679207292	0.186322056645175	0.128425390445808	0.153842530739879	0.00632995591191381	0.30384200006713	0.495384833630361	0.101706096633114	223.172009729108	6.62311585883546	1.54693690512499	0.424767121405095	0.00168185772827824	2.12913143609223	71.3779492917906	-24978.3893961153
ACT	20403.309218616	25153.483599176	33853.7047599547	94598.2086781909	3828.22182433165	6825.25015110269	5332.63353977694	3042.44050453332	112612.800132525	17362.6530769368	6625.11512245286	6472.29854461826	15912.8784087942	132306.508829771	6499.65172648318	5065.65659335007	7315.3691789375	8886.84537396386	84956.5211644705	69739.0002467904	43715.3242800592	100177.937650715	69845.5699051475	69562.6575252688	34872.7851066631	4552.96207472406	63989.2641886721	24076.6119453992	13103.9136315569	25429.7404224046	43505.0457535997	34717.5244257979	25153.483599176
