trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16163.8359600277	-16133.6140070987	-30.221952928994	0.229599710193968	0.0143365959803689	0.0192790412998238	0.0141338468175184	0.0143341273733302	0.157425045676266	0.00848291335347022	0.0340713791500081	0.0193160704374328	0.00849826445742884	0.165039040257073	0.0136550702983853	0.0141384872659218	0.0339684476259814	0.0136652478907614	0.240056711922261	0.0369458258778052	0.191741093710657	0.496307897525927	0.0629356836277603	0.103597118672672	0.108472380585178	151.687370520418	4.42564929779497	1.44188403851561	0.0604000965334838	0.00250187842384948	2.05194030085368	67.6321569285685	-16133.6140070987
stderr.of.mean	0.162323334603021	0.109605640377693	0.173307598599337	0.000375943180643183	6.31590228394536e-05	9.189447465663e-05	5.60702585917602e-05	6.17189952076424e-05	0.000367427969069257	5.07728727888235e-05	0.000100649701699072	8.77210455743655e-05	4.93911293704488e-05	0.000401141928431919	6.79955573533319e-05	5.22731731493586e-05	0.000112731413639718	7.52650877654795e-05	0.000454763121217684	0.000357702187825154	0.000624011944319419	0.00105149070666833	0.00045849386011234	0.000303037482157069	0.000493737970605301	0.477910676073037	0.0438467135758694	0.00275362292401191	6.79496144587726e-05	1.42928965030482e-05	0.00355983426762038	0.114343149992234	0.109605640377693
stdev	7.63687042435819	6.02332604406469	5.80065282907593	0.00781861785794953	0.0049539411249396	0.00672558457138367	0.00615584801962763	0.0049405881801008	0.0075539639552289	0.00350696414138588	0.00983808485722061	0.00675624374421343	0.00350420935520583	0.00789186348899965	0.00580400263247749	0.00614115065893412	0.0098681576323354	0.0058341638625773	0.00825810582356695	0.0122588491660683	0.0172078985347876	0.0271978824539974	0.0169194875000882	0.0100136410190021	0.0152497603978313	37.8290548305535	1.10097968720774	0.111472335980781	0.00291681134803395	0.000537361355976819	0.112800451434779	3.7982676445126	6.02332604406469
variance	58.3217898784368	36.280456633108	33.6475732434666	6.11307852086473e-05	2.45415326693678e-05	4.5233487826834e-05	3.78944648407534e-05	2.44094115653518e-05	5.70623714368975e-05	1.22987974889664e-05	9.67879136578735e-05	4.56468295312231e-05	1.2279483205112e-05	6.22815093290057e-05	3.36864465578056e-05	3.7713731415727e-05	9.73805350566194e-05	3.40374679754028e-05	6.81963117932303e-05	0.000150279382876413	0.000296111771983546	0.000739724809981458	0.000286269057265641	0.000100273006457441	0.000232555192191264	1431.03738937302	1.21215627164406	0.0124260816890121	8.50778844001964e-06	2.88757226897245e-07	0.01272394184389	14.4268370993513	36.280456633108
median	-16163.5378329893	-16133.3051743904	-30.3407448891804	0.229155597136388	0.0140898437045836	0.0191185512386294	0.0139898051840928	0.014152079994995	0.157316652177147	0.00829301248579385	0.0338623861166958	0.0191706387850421	0.00830597712097314	0.165266790186394	0.0135040895075226	0.0140390487909764	0.0337531621214467	0.0134669601820417	0.240254838947055	0.0366179580508711	0.191245856435827	0.495207750834352	0.0626665783837723	0.103042178525782	0.108043614886618	146.715449529734	4.24174335261313	1.4406596638692	0.0604195963052734	0.00250525125499897	2.04923541971407	67.5570231087735	-16133.3051743904
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.229466781780643	0.0133870038541766	0.0179283303784289	0.0125008339419047	0.0133880844178841	0.157244116218407	0.00765088851611557	0.0325121297910597	0.0179507162896445	0.0076764379457963	0.164849434669098	0.0121818814327005	0.012516600446184	0.0323985478666069	0.0121907636912565	0.23991420116693	0.0347090420072546	0.190970702579837	0.495563919385608	0.060512378506644	0.103113979933606	0.107393061728291	147.234600954854	4.30572638997881	1.4375642370474	0.060329378694425	0.00243930704567714	2.04884683850305	67.5256961839413	NaN
HPD95.lower	-16205.6685478781	-16164.2646107628	-52.8526664179813	0.198919454183233	0.000634517101114951	0.000945167112117999	0.000171244082317251	0.00067123373399855	0.132813147602698	0.000267146079192107	0.00212342514538427	0.000768273429507471	0.000247452127921058	0.13794796874783	0.000281651687697726	0.000335745744310098	0.00284086146262384	0.000304064596210123	0.209865760655599	0.00208094539074313	0.139265118406634	0.404425099047481	0.0110869662502696	0.0685780709414522	0.0584907305456598	59.4198980779178	2.09570124130625	0.957666692947533	0.0473432317935439	8.14162465664485e-05	1.66670417935076	54.6044665606101	-16164.2646107628
HPD95.upper	-16151.8354484789	-16124.2589627509	-20.450353819973	0.242412215695743	0.0228562729631282	0.0306509916612772	0.0243070762813669	0.0227581249980101	0.169746006613332	0.0145566940026235	0.0506001578510703	0.0306699191708229	0.0145316836503443	0.177884779765616	0.0233966081376598	0.0241883048558526	0.0505937526365909	0.023550435439377	0.253866504330032	0.057732835220857	0.22077477082158	0.543256220824619	0.0914696025844756	0.120475274735453	0.134464812782832	220.598914477409	6.4187272385215	1.62908810666287	0.0651497164345139	0.00337504601394821	2.24162500670819	73.9818648394271	-16124.2589627509
ACT	17337.6716146264	12707.2849356748	34256.3563091639	88724.6211867294	6237.76239415048	7164.37694334098	3183.82394779091	5988.80385424399	90793.4070170893	8043.78638335512	4016.64603054142	6469.29098462696	7623.90593541932	99150.9072446075	5267.02742467451	2780.46817950956	5008.1514618996	6386.89246693302	116377.572635817	32674.0895582197	50464.9488383417	57358.8449815048	28180.7369315972	35145.389967589	40227.8405569051	6124.94493972758	60866.0596350075	23417.171568433	20826.5348347608	27149.8441327484	38220.607737161	34778.3426226317	12707.2849356748
