trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-17228.8580345106	-17210.246492219	-18.6115422916198	0.159798247605755	0.00978922008789528	0.0263248871813758	0.0209183748275865	0.00970598589178808	0.22880321670553	0.0295115887031351	0.00893333571798376	0.0264967349836345	0.0294598169340992	0.163442360481905	0.00596996080773611	0.0209831049098386	0.00893257447878023	0.00598961571761538	0.244940974965341	0.181739374048637	0.0150657969584421	0.226880414997023	0.0942860857499884	0.428434405466628	0.0535939227792813	180.74558334011	4.62311796019536	1.27728246831173	0.0982904841227812	0.00149674758566871	1.8564983930829	65.8849215517264	-17210.246492219
stderr.of.mean	0.228028096022146	0.194489491141742	0.162012653616415	0.000315082393884927	5.0972817742904e-05	9.56186605464928e-05	9.08898206120249e-05	5.33433860420077e-05	0.000458026638807321	0.000105557847033768	4.41782618355316e-05	9.43902842219267e-05	0.00010303608805644	0.000422648990258497	4.79459159396266e-05	9.71593476545784e-05	4.8531719115885e-05	4.5067789118654e-05	0.000392211856931696	0.00058588831138063	0.00021671974737047	0.000742950087632349	0.000345732861343008	0.00110314810054041	0.000500138363924507	0.494682856958945	0.0369103144001978	0.00187087072299783	6.80664389939749e-05	1.43329591149061e-05	0.00425724858498546	0.143037680102375	0.194489491141742
stdev	8.57846781761058	7.22622694503022	6.32996691466847	0.0071163005563055	0.00390866868507642	0.00933770821087675	0.00940666586219222	0.00391810116098902	0.00849514430507808	0.00869558381051554	0.00343227654848562	0.00935936253919249	0.00871108613656221	0.0081088423384742	0.00261238203792155	0.00942687465972551	0.00343345825982908	0.00262195816299638	0.00811551658570937	0.0181638373843467	0.00590899959337927	0.0183733719088808	0.0102693827076918	0.0251577074629508	0.0167464689600892	45.8889573004883	0.90687035280003	0.0912597019354117	0.00314520121305334	0.00045625049642248	0.0981052784616806	3.44079857291209	7.22622694503022
variance	73.5901100977805	52.2183558610808	40.0684811407975	5.0641733607674e-05	1.5277690889697e-05	8.7192794631475e-05	8.84853626429325e-05	1.53515167077435e-05	7.21674767641005e-05	7.56131778057e-05	1.17805223052844e-05	8.75976671400396e-05	7.58830216786063e-05	6.57533240702318e-05	6.82453991205515e-06	8.8865965850175e-05	1.17886356219886e-05	6.87466460850335e-06	6.58616094529239e-05	0.000329924988524992	3.49162761945564e-05	0.00033758079530205	0.000105460221197039	0.000632910244791411	0.000280444222631232	2105.79640212604	0.822413836787651	0.00832833319734019	9.89229067059222e-06	2.08164515485759e-07	0.0096246456620439	11.8390948193539	52.2183558610808
median	-17228.3376828521	-17209.6277080591	-18.7503714264961	0.159732747286015	0.0096329272334617	0.0260689626082198	0.020700145818312	0.00951239825016607	0.228698741169241	0.0293712563910924	0.00886900789025386	0.0263264673355833	0.02934031946088	0.163075364435879	0.00577099779455719	0.0207383509168363	0.00888786973683414	0.00577749035700718	0.245033398020533	0.181473718106344	0.0145071069345269	0.22669349303169	0.0937436629506891	0.427999416138998	0.0529995080518701	174.964972086455	4.48977580645723	1.27594483781233	0.0983139113743511	0.0014957545176298	1.85391697110681	65.7884947164926	-17209.6277080591
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.159639718373354	0.00889215573475291	0.0244317013039812	0.0183427529444793	0.00880217778921456	0.228644951278121	0.0280915985268469	0.00815303462857161	0.0245960897870361	0.0280328849098948	0.163242059395723	0.00532983185292186	0.0184107610058868	0.00815387219254996	0.0053460991847509	0.24480620438075	0.180829038554313	0.013833814626973	0.226135112899598	0.0937284392276723	0.427693875969842	0.050662730193197	175.25647614705	4.54067068144755	1.27401738575703	0.0982400755962223	0.00141700351049272	1.85390759595865	65.7951213388203	NaN
HPD95.lower	-17273.636254375	-17248.7914135686	-44.5899919979502	0.138396456209663	0.000206850121606043	0.00052700214609866	0.000364559356323409	0.000206850121606043	0.195582876378471	0.00183153208563072	0.000351152594881315	0.00104915013551824	0.00261949628225714	0.138028396744583	0.000256593014886529	0.000494767313534053	0.00015240135072915	0.000190477014208157	0.217847247853568	0.118408894844222	0.000753421721403649	0.164855922012906	0.056752242348209	0.3353719971495	0.000593264860188625	64.5543921076218	2.43563157890835	0.951079756650977	0.0847503701359911	3.66478992825082e-05	1.52386926154659	53.1140260834374	-17248.7914135686
HPD95.upper	-17215.6640546409	-17199.5321015693	-7.96998241642383	0.171426979590732	0.0163945793256846	0.0421257910179465	0.0362342584157739	0.0163387634720037	0.242577637809812	0.044060966114464	0.0146864845440267	0.0422493559072733	0.044069999202734	0.177557293942612	0.0106043513678481	0.0363946737905585	0.0146780132801205	0.0106243810864766	0.258843634737383	0.211299787487914	0.0253443552770312	0.257293835488008	0.111859811867102	0.470532411213678	0.0824246056868453	264.392693932844	6.327027955767	1.43108002622247	0.10340449618289	0.00224548696584327	2.02103315092663	71.6909402955966	-17199.5321015693
ACT	25455.0124454509	26096.672226071	23599.9474023683	70624.5596259743	6126.82688025294	3777.64165126403	3363.37352868527	6677.68477536565	104726.357333882	5308.83956752363	5968.54878672825	3664.19089799575	5040.22763560714	97871.8962915998	12135.1711435619	3826.92331101163	7197.8675522444	10643.808103263	84144.3853447129	37482.668474297	48460.1881183144	58905.7362999616	40832.7554233026	69269.4216884218	32132.8972191132	4186.52207618275	59678.9433119249	15140.6845093646	16872.7253066042	35553.3942242436	67840.5428360064	62258.4724889433	26096.672226071
