trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-14161.8689331392	-14136.0144277764	-25.8545053627819	0.201641359215884	0.0226803394137425	0.0188466446689375	0.00771250199832816	0.0225875348625009	0.188130746406869	0.0123806910205581	0.0205654950281316	0.0189730595084348	0.0124009463720403	0.188887168803233	0.013303162393087	0.00773625969307272	0.0205880589333394	0.0133518022475907	0.23021422943425	0.122070598560074	0.182598410376101	0.0634973573333218	0.0445986732480447	0.433743982825415	0.153490977657043	128.448584694699	4.4516670988197	1.25518336558215	0.0451957649466974	0.00250551966009292	1.84640156122198	57.9916228629637	-14136.0144277764
stderr.of.mean	0.145572718354309	0.109317653636124	0.12143628014269	0.000387442200286571	8.16161892674963e-05	7.83158859171151e-05	4.66789776618487e-05	8.28265511104863e-05	0.00037499089693592	5.50875490473007e-05	6.18169055014442e-05	7.5824532143956e-05	5.34510099487277e-05	0.000368422639234191	5.72877627154418e-05	4.70816352984287e-05	5.86911757530884e-05	5.85133667141129e-05	0.00034832266582515	0.00036722775783849	0.000518598514304895	0.000361449132404304	0.000282027850985041	0.000715578397910019	0.000447601404243323	0.240234708406487	0.0186272576985986	0.00133185630377182	4.67615147128492e-05	5.95276170265973e-06	0.00188555198084743	0.0541804067766811	0.109317653636124
stdev	7.5029608216578	5.79997939437166	5.84436434364239	0.00841774717675841	0.00841818956685269	0.00717791110643817	0.00308439026679265	0.00838962367909526	0.00765999162868523	0.00447133447051802	0.00771964729296104	0.00718620857321537	0.00446296822674526	0.00801240304289191	0.00510890138238091	0.00308168222115912	0.00771357812666635	0.00512244310328592	0.00792364197215956	0.0137783279408652	0.016988518712937	0.0169535345897862	0.0131649026766472	0.0242805856377905	0.0178851994067317	31.2480843795698	0.80274024705157	0.0850757266635437	0.00264262372614174	0.000388255825454025	0.0898806808306566	2.82599161247254	5.79997939437166
variance	56.2944210913318	33.6397609751359	34.1565945812385	7.08584675318242e-05	7.08659155834675e-05	5.15224078519285e-05	9.51346331788523e-06	7.03857854768359e-05	5.86754717515278e-05	1.99928319472427e-05	5.95929543277207e-05	5.1641593657754e-05	1.99180853929377e-05	6.41986025217436e-05	2.61008733348936e-05	9.4967653122082e-06	5.94992875161856e-05	2.62394233464015e-05	6.27841021029687e-05	0.000189842320846028	0.000288609768059812	0.000287422335087077	0.000173314662485593	0.000589546838914077	0.000319880357818557	976.442777392716	0.644391904236416	0.00723787926732999	6.98346015796728e-06	1.50742585998986e-07	0.00807853678658236	7.98622859376516	33.6397609751359
median	-14161.5005669545	-14135.6523336637	-25.9175675762927	0.201498057674039	0.0225113024537664	0.0186722273545817	0.00755741452539718	0.0224641706353431	0.188028364950041	0.0122472207674092	0.0204633967051898	0.0188241430872402	0.0122709674153391	0.188564360186852	0.013131004465804	0.00757722456931889	0.0205350188150404	0.0132130997351137	0.229739889801468	0.121595579872131	0.182204084417563	0.0624509107179934	0.043918603439655	0.433092052356292	0.153087021802314	124.48358567052	4.3558332445754	1.25482229553945	0.0451940466385446	0.00250646347026636	1.84339369861443	57.9149324026694	-14135.6523336637
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.201465428603939	0.0208460815803632	0.0172485386910906	0.00701476724529588	0.0207612090442906	0.187974754661733	0.0114612935243268	0.018845397458772	0.0173810350070037	0.0114887533255261	0.188717779001435	0.0121669977868648	0.0070349513525611	0.0188827082699351	0.0122099636624121	0.230078306283065	0.121290995630328	0.181808470324035	0.0611471055042553	0.0425426648308541	0.433064369486166	0.152444896037975	124.847569154771	4.38242322128773	1.25229174330746	0.0451181784805262	0.00247439249948937	1.84422157023969	57.9229532166568	NaN
HPD95.lower	-14201.4275285277	-14163.9155539217	-49.630106169362	0.167713939407997	0.000636799337673223	0.000278288783841063	0.000136751889711635	0.0009536496850003	0.164058729168992	0.0004721231330071	5.40764030949881e-05	0.000415658975926686	0.00054669208107325	0.15599781010374	0.000432412671509473	0.000238042492423533	0.000519326760389946	0.000245789826354967	0.203612436285982	0.076550625036441	0.122791192853074	0.0115610932250817	0.00547033987380282	0.345044705902187	0.0967579370016277	46.8019704514984	2.26957377356314	0.930709531031902	0.034129039476476	0.000788950052920073	1.5072576569932	46.9267409728296	-14163.9155539217
HPD95.upper	-14150.1845579542	-14127.1550342806	-16.1567217540613	0.215849446256191	0.0368046408876048	0.0309602646323419	0.0131056233188024	0.0365697713063139	0.201022513753054	0.0200361152405946	0.0334518544070471	0.0309956979347405	0.0199963975040214	0.202453241943044	0.0219944241613057	0.0130996259225586	0.0334066457556864	0.0220203437157199	0.243890803226509	0.145758176736871	0.211207663611989	0.0926022481615934	0.0674739721083857	0.473521019055727	0.183636042188359	185.52165133054	5.92214112678033	1.39605952138225	0.0495640401521626	0.00314613166880624	2.00093983161552	62.8065297089156	-14127.1550342806
ACT	16133.7996615922	15225.435902611	18503.9471474274	90795.457806865	4028.62884132847	5102.06059771994	9816.26009549457	4177.30540068183	102713.349960345	6505.40918303141	2748.28418735306	4771.57633444264	6147.60952257149	90616.8743031413	5389.03145091729	10003.9014688852	2481.28064449197	5592.3960606335	82823.9267404295	30445.2819933756	39938.6650244598	19481.2084517242	19669.3824155805	37225.2961390147	26843.3887561586	2533.18403636642	23077.555475491	10503.7757244958	13419.8763647229	10074.9538883403	18861.9394173274	15753.7815510551	15225.435902611
