trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-25075.3259946275	-25057.1875906393	-18.1384039882008	0.169303437688688	0.0189374977845635	0.0103659142613942	0.0126430277416608	0.0190625519469038	0.202648672027312	0.0147496421886791	0.0247356990260223	0.0104171120997832	0.014752271718509	0.208227906023626	0.0488278171655916	0.0126664806805654	0.024776024149937	0.0487463455517952	0.159139599944969	0.030349258245789	0.107665316981021	0.163422657067738	0.144153146968261	0.232440818008813	0.321968802728379	134.519973857387	7.13841827754901	1.43173896599354	0.239305781511158	0.00202570704149916	1.82362340084701	59.8987725964056	-25057.1875906393
stderr.of.mean	0.323657231581719	0.151738713103135	0.388990307072729	0.000405797110247326	7.71547661413276e-05	5.91423412328031e-05	6.30103324474218e-05	8.46785540367284e-05	0.000492017213685223	6.81985733222614e-05	8.99770453921533e-05	5.81579370319518e-05	6.43279498585607e-05	0.000458420025408437	0.000137869824271233	6.18920180822752e-05	8.99796389560708e-05	0.000146772108476996	0.000421677881591369	0.000304488061701253	0.000559196400463576	0.0006598708300405	0.000528464948580573	0.00059870470455962	0.0007835600857616	0.425838312505606	0.125322096454931	0.00325314853416784	5.67689124684757e-05	1.14181754402835e-05	0.00356471050061214	0.107601464203323	0.151738713103135
stdev	8.99537662174565	6.02357607115781	7.7062587234346	0.00826488692027111	0.0075723610278234	0.00440888123194488	0.00502972069950768	0.00761959600078621	0.00890886790706074	0.00548349729740308	0.0085698069980967	0.00441083444203441	0.00547360477058714	0.00828208505448503	0.0179794610161707	0.00502930555424434	0.00856894500708653	0.0180292539229724	0.00719431448699989	0.0132261787929936	0.0233959364241025	0.0262393677673982	0.0211182835796082	0.0229598270131686	0.0256025569468006	32.9449694942296	2.04057894050684	0.100787713614167	0.00336628488726818	0.000465373318803833	0.100839021369102	3.42983491497763	6.02357607115781
variance	80.9168005670481	36.283468685025	59.386423512512	6.83083558048684e-05	5.73406515356986e-05	1.94382337173958e-05	2.5298090315056e-05	5.80582432151972e-05	7.93679273854568e-05	3.00687426106269e-05	7.34415919846272e-05	1.9455460475037e-05	2.99603491845943e-05	6.85929328497242e-05	0.000323261018432001	2.5293914357953e-05	7.34268185344731e-05	0.000325053997019017	5.17581609378565e-05	0.000174931805464233	0.000547369841160646	0.000688504420832777	0.000445981901348751	0.000527153656474627	0.000655490922214169	1085.37101497572	4.16396241244	0.0101581632155713	1.13318739422501e-05	2.16572325854494e-07	0.0101685082306782	11.7637675439996	36.283468685025
median	-25075.231516231	-25056.9665878903	-18.5437899849862	0.169241363590859	0.0187540525826442	0.0102102119535357	0.0124657922779395	0.0188095961331681	0.202602407551445	0.0145588476350826	0.0244542052849693	0.0102659126142072	0.0145736851061057	0.207797438685971	0.0487040690169059	0.0125325460840793	0.0246392657183115	0.0485481940239856	0.159037694969804	0.0294605597547756	0.106509289905625	0.162498442033873	0.143455421667871	0.232292856727	0.321153640850624	130.319988600141	6.73757145528941	1.43048067312294	0.239321936510777	0.00202843432034374	1.82266763526853	59.8453249038167	-25056.9665878903
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.169102147689346	0.0171542493423355	0.00926578038979044	0.0114789047701725	0.017275033350297	0.202452770957482	0.0135820150975569	0.0230421856066422	0.00931952354570277	0.0135899941071009	0.208063549457807	0.0449406714234515	0.0115040090602821	0.0230732825536258	0.0448464185173813	0.158977432496952	0.0270038329611345	0.105075015114621	0.161280569565582	0.142593001323023	0.231305447916806	0.320950730417273	130.705976125751	6.87394819020797	1.42818378136317	0.239282097213128	0.00196758016017842	1.82083625654733	59.8005847872875	NaN
HPD95.lower	-25118.046317974	-25088.2645412678	-45.9801114968238	0.144760613009058	0.000407690262188877	0.000314843482289041	0.00038463947686037	0.000259535721679464	0.172027884974928	0.000420239393642587	0.000597004974700638	0.000188711124883525	0.00059116921691784	0.183804650262321	0.000776533487489996	0.00025643238571383	0.000973920898000531	0.00195671309095155	0.135923499202682	0.000238192559703462	0.0328963293706284	0.0779964501889715	0.0731429432379289	0.132971213706711	0.233555078491321	50.8022302589262	3.06961768080998	1.060015027251	0.225401924695846	0.000152483578022923	1.48069042146972	47.4391865754705	-25088.2645412678
HPD95.upper	-25060.6636585533	-25047.6142042079	-4.81609086293398	0.18262523325996	0.0316859124283152	0.0178565924580122	0.0211749462385734	0.0318997381875891	0.217767761833418	0.0241175388131064	0.0393423905037053	0.0179748913399552	0.024056574777666	0.222430830635451	0.0784611919091797	0.0212098677297389	0.0392668982204098	0.0783658548494395	0.171771990400006	0.0534972329548697	0.148415087783045	0.208112275527683	0.180332623843825	0.270896912265236	0.366263986307472	194.858070060531	11.0574012879715	1.60236772675865	0.244857881332463	0.00278329246758123	1.99085007305123	65.6091945243335	-25047.6142042079
ACT	40120.6090459207	19666.1607080067	78963.425064504	74710.1584885183	3217.35130720704	5576.68116536753	4863.7516694245	3827.52967143038	94525.9704558695	4793.70054833286	3416.30756854451	5387.80738439907	4280.43730175852	94947.4660570311	1822.30344762889	4693.41366347852	3417.19191917217	2053.84254182751	106467.828354281	16425.0745817321	17704.4915497476	19599.5778596529	19406.656965727	21072.8709688379	29027.7596312166	5177.8186376067	116891.812242103	32287.0368260479	8813.63383749672	18656.3230053324	38728.1610788976	30501.803411885	19666.1607080067
