trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-21862.1248826191	-21893.4304388538	31.3055562347441	0.202941152937906	0.0305593875770831	0.0131000929969162	0.0217466216803732	0.0307950295323204	0.218474307775275	0.0132490343327373	0.0168626633713595	0.0131177688327488	0.0133481150717507	0.18247216495641	0.0121780536647872	0.0217273738448578	0.0168792467434187	0.0121315154309151	0.180417471251141	0.331050709270887	0.255732025722434	0.0509489763092459	0.0323882470016709	0.296002044371399	0.0338779973243634	166.664896271805	14.9495033250246	1.24566560089105	0.257488404555683	0.00257422703060565	1.44414163716932	52.1493661864755	-21893.4304388538
stderr.of.mean	1.00350498440471	0.23183722592281	1.03307952607916	0.000521952796802313	0.000147510013572165	9.17416744612682e-05	0.000119050467273825	0.000139798200624421	0.000572019657117326	0.000102155635348942	9.6687030195359e-05	8.15076822277837e-05	9.10146008950379e-05	0.000481446974136097	7.52595508928222e-05	0.000119721727013876	0.000103534983226223	8.28005604444728e-05	0.000468434322341684	0.00142433693010729	0.00114739780086582	0.000452826862837845	0.000762876228278232	0.00121607096377192	0.00085949802925997	0.560750295264249	0.543177792366967	0.00535478954726773	0.000102176188464313	2.62803502993735e-05	0.0062898438340502	0.217203294763089	0.23183722592281
stdev	12.4181695698603	6.40424096850373	11.6993177329569	0.00843385309973537	0.0112164381301559	0.00511301912852025	0.00901272443508624	0.011190109909204	0.00851643761651443	0.00524425266944324	0.00729704181279119	0.0051078252325348	0.00525606707235475	0.0080096062889733	0.00480868668665777	0.00900499809456358	0.0073363681161279	0.00483019796193586	0.00750642948679958	0.0299490491914864	0.0296924324353194	0.0150901302876415	0.0184109178927967	0.0303574223175546	0.0204064742837785	43.0322153686993	4.73568145680642	0.0865300672373537	0.00387019217895489	0.000507677078919842	0.0910035312932857	3.34401236683924	6.40424096850373
variance	154.210935465803	41.0143023826616	136.874035416679	7.1129878107916e-05	0.000125808484327615	2.6142964608614e-05	8.12292017428005e-05	0.000125218559780065	7.2529709675982e-05	2.75021860609625e-05	5.32468192176229e-05	2.60898786061192e-05	2.76262410690919e-05	6.41537929043607e-05	2.31234676504397e-05	8.10899906830937e-05	5.3822297135338e-05	2.33308123514893e-05	5.63464836402941e-05	0.000896945547474074	0.000881640543926009	0.000227712032097994	0.0003389618976553	0.000921573089766363	0.000416424192694511	1851.77155953812	22.4266788603402	0.00748745253610095	1.49783875020436e-05	2.57736016460583e-07	0.00828164270784803	11.1824187095738	41.0143023826616
median	-21862.1346557296	-21893.1511922147	31.1100290442519	0.20290329461804	0.0304193938144431	0.0129467116961421	0.0215400098831852	0.0306640537008475	0.218839017646425	0.0130392071847452	0.0166047567014888	0.0129499871059939	0.0131545711301203	0.182501825889428	0.0120295038903141	0.021655481757071	0.0166498929061661	0.0119747960222702	0.180884348332821	0.330541343903303	0.25467265443817	0.0507820454822185	0.0306721572711135	0.294793183347202	0.031980842864385	160.568134680333	14.1714021530193	1.24425850446615	0.257490189859244	0.00259762170000842	1.44232795996359	52.0916598100632	-21893.1511922147
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.202765943836958	0.0281482819785498	0.0119381644877846	0.0195533360178316	0.0283909339805798	0.218307806601909	0.0120460771405817	0.0150028129189131	0.0119625208680357	0.0121609902811247	0.182296414270958	0.0110756908647812	0.0194850912139885	0.0149770642855641	0.0110178796776782	0.18025988555249	0.329690993823447	0.253998539145341	0.0485365573282012	0.0254001936193436	0.294443980671855	0.0258164664152915	161.428697385441	14.2435085823878	1.24266247085344	0.257459304424635	0.00251909021908037	1.44128269436408	52.0426055480487	NaN
HPD95.lower	-21908.1905365965	-21924.3557930365	-10.3833641428091	0.178085718654728	0.00133467791757019	0.000164107598159116	0.00119995119437589	0.000750084481702953	0.189978676476414	0.000349594470846128	0.000654771357615484	0.000420448941298099	0.000541806180676258	0.15707559122893	0.000288142838908417	0.000636250547416721	0.000627406027234816	0.00056262463073653	0.155083773997811	0.231895251929973	0.158110004562834	0.00479194616758987	2.33366355213566e-05	0.172046295670414	1.23063676798485e-05	65.2375283570781	4.08605140507977	0.95096210278946	0.240101869480214	0.000294859062947231	1.15527330120979	41.4820192418595	-21924.3557930365
HPD95.upper	-21841.9163246944	-21883.4967950756	51.1512223726809	0.21670334782817	0.0492566855746167	0.0217288039352675	0.0367348994683253	0.0492336440584205	0.231959948787736	0.0221459328682615	0.029121711579262	0.0218269653302153	0.0223103903013172	0.195393085568449	0.0203764949536534	0.0365860749969314	0.029178313909262	0.0203284077763683	0.192444256977786	0.381576162720678	0.306046619906211	0.0769181062773319	0.065462221260241	0.348421482249606	0.0710498603989069	245.825395354154	24.4011987124388	1.38873595653293	0.263718579261369	0.00337195186072946	1.59757159674135	57.758866785823	-21883.4967950756
ACT	131537.034941915	26397.0360657479	157061.806854609	77149.7539360779	3483.83218771236	6484.89041929694	3514.58600233526	3143.82678936815	90872.006844848	7643.31211144735	3536.44512594822	5129.19464888544	6039.82690683453	72777.7687838752	4933.94647616838	3560.43324193845	4011.77120741348	5919.1704158992	78443.1003082423	45559.9819046438	30078.80818435	18138.5487885689	34584.4946160951	32323.0403797224	35733.6985740072	3420.39106947868	264998.367662664	77139.1560706272	14039.7212613075	53977.3226808258	96224.8820256228	84980.8791145264	26397.0360657479
