trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-21179.1104438042	-21188.0691434419	8.95869963770636	0.24737141371606	0.0185071945521131	0.016046264939585	0.015468796344761	0.0185378534366358	0.159080198627689	0.00984436798984469	0.0155320176426541	0.0160218935883613	0.00983346535097873	0.203432540493175	0.0350313872163807	0.0154326639595543	0.0155640497315226	0.0351627762386489	0.169133116172034	0.00987480437687538	0.261559413576346	0.0684328793282526	0.0361013339448848	0.436623321824133	0.187408246949508	164.626723950673	8.88720221037552	1.24537970347607	0.214325906482592	0.00224397953689652	1.56766013928562	55.8842163180391	-21188.0691434419
stderr.of.mean	0.563078913508378	0.156715155629995	0.632466927993548	0.000566320871054541	8.21259580540535e-05	8.32050710755872e-05	8.35304578632961e-05	8.9032500063583e-05	0.000395991451327813	6.23688296927166e-05	8.54986352437693e-05	8.66821209824901e-05	5.9122442867026e-05	0.000421671054932012	0.000131146059001604	7.97542695721924e-05	8.24491794339676e-05	0.000125571695126918	0.000533325917410185	0.000256282049389955	0.00100225687904236	0.000471313796122353	0.000488607278597409	0.00135438602564935	0.000611711710722008	0.53927980366334	0.216517062575942	0.00287211612669638	7.79966398272947e-05	1.56748512334059e-05	0.00538168090437343	0.139142340916036	0.156715155629995
stdev	10.5088504165593	6.78663527760199	9.73375605942367	0.00945298295373427	0.00725017830250084	0.00604650783721631	0.00563604750376384	0.00724196749773258	0.00760276352675028	0.00403572194501193	0.00670155622668693	0.00605010796319578	0.00403352257592901	0.00801954105265553	0.0126087768411809	0.00562029957916484	0.00668179909547007	0.0125828688388223	0.00791344023740459	0.00771059024994985	0.0259558807395201	0.016482006361176	0.0168028968765355	0.0317647797610699	0.0183997991089058	42.4103076406007	2.58584093506442	0.0828135977426326	0.00363172295064622	0.000426646680182137	0.0896376549438551	3.13764538040972	6.78663527760199
variance	110.435937077618	46.0584183911918	94.7460070243669	8.93588867235907e-05	5.2565085418054e-05	3.65602570255183e-05	3.17650314646826e-05	5.24460932382151e-05	5.78020132436844e-05	1.62870516174509e-05	4.49108558594464e-05	3.6603806366325e-05	1.6269304370529e-05	6.43130386952274e-05	0.000158981253430699	3.15877673595604e-05	4.46464391522247e-05	0.000158328588215004	6.2622536390974e-05	5.94532020026217e-05	0.000673707744964193	0.000271656533689846	0.000282337343443487	0.00100900123326928	0.00033855260724809	1798.6341941704	6.68657334145481	0.00685809197107856	1.31894115902505e-05	1.82027389710438e-07	0.00803490918383363	9.84481853320648	46.0584183911918
median	-21178.930174566	-21187.8501573114	8.62931153469419	0.24705053508494	0.0183469763459593	0.0159212372580618	0.0152933534239663	0.0183401850398207	0.159215412823967	0.00961810200492737	0.0154072710626812	0.0158243962455021	0.00964873044816775	0.203534416729711	0.0347723710150481	0.0152629764727472	0.015431209761362	0.0349645367961977	0.168797617881295	0.00834006354439609	0.261046941791304	0.0677368826466846	0.0348073292330772	0.435929874470785	0.186983526348127	159.122742658409	8.43229651985182	1.24270682781695	0.214369410301881	0.00225048386768436	1.56555950957048	55.816493805337	-21187.8501573114
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.247190522553887	0.0168377059024153	0.0147245886456751	0.014305687310293	0.0168778001880786	0.158897624063767	0.00889567122257978	0.0137880922775472	0.0146961297155319	0.00888141359149176	0.20327446020345	0.032411285783371	0.01426778474037	0.0138271326130807	0.0325505746695416	0.168947613690392	0.00642210239235882	0.260271188889405	0.0663319329971154	0.0315748442614707	0.435463597218635	0.186506164139449	159.48367014933	8.55150889038246	1.24262661842147	0.214295122061436	0.00220043670618481	1.56510379469521	55.7963874104574	NaN
HPD95.lower	-21223.2637250867	-21225.1703428895	-26.6157393470456	0.2193187494009	0.000646494573204502	0.000431942289627535	0.000820458610175184	0.000514652808064654	0.135930009265476	0.00034919315088093	0.000350471382611912	0.00027208346491979	0.000295617313099197	0.176673260868061	0.0016937385037679	0.000468740887254709	0.000461453674298194	0.00086371647822283	0.143631418734628	7.25883157459695e-06	0.176617410938034	0.00782902065573154	0.000360242007777511	0.308240170515747	0.119709241945456	61.6691422523011	3.51051858843806	0.915213484114393	0.197523869171663	0.00045987162962781	1.28599363692099	45.3469156177028	-21225.1703428895
HPD95.upper	-21161.9841543119	-21177.3861714422	25.6647066152538	0.262883081744936	0.0306493968031646	0.0262018332203048	0.0251206809332862	0.0306779476198455	0.171639844852769	0.0168393378971534	0.0266689937019867	0.0263452107432157	0.0168360362786865	0.217077187111102	0.0562343489640152	0.0250007732196928	0.0265979504258518	0.0561490133274633	0.182796032840031	0.0247281529327087	0.306264645983623	0.0970874797632387	0.065903961799496	0.488465531084612	0.218104904470108	241.274521575614	13.9888611988187	1.38496244333486	0.220264174836992	0.00293645724758748	1.71806594995822	61.1328409262335	-21177.3861714422
ACT	83642.7345071633	15535.065597786	123002.755673341	104565.27898279	3738.20951661114	5516.84099447013	6399.41904454268	4403.35915912007	79036.6949388159	6958.13470916378	4742.06113710448	5980.43706895168	6259.44563471606	80546.8695862788	3151.84380706916	5866.63499316353	4435.94307231273	2901.51145863813	132328.941857946	32185.5727722055	43439.6849471175	23823.2092545895	24634.9483315584	52965.5329493489	32200.8653037755	4710.70146042196	204258.790474352	35042.9614945477	13437.7476390817	39325.135663626	105015.893100051	57294.2463757893	15535.065597786
ESS	348.326727619179	1875.43462990927	236.864612020351	278.629773510147	7793.83816517921	5281.10199826382	4552.75702328727	6616.5395433749	368.626244082626	4187.18539059463	6143.95284194711	4871.71751229666	4654.56554785169	361.714864272803	9243.79562675477	4966.21999390646	6567.93820954293	10041.3182630252	220.171034325024	905.219248580846	670.700076104795	1222.96705236668	1182.66941776682	550.074706656155	904.789350383823	6184.85383647943	142.637680034918	831.40804194112	2168.14608984508	740.87474863942	277.434197243292	508.515284569857	1875.43462990927
n.samples	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135	29135
chain.length	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000	32371000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
