trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-19782.7804251338	-19789.6730288731	6.89260373925298	0.216734202904575	0.0182316881076809	0.0286275644697635	0.0210696549755664	0.0181952840701209	0.187399141456951	0.0167850921774021	0.0176662928922328	0.0286367807650868	0.0167334838100128	0.140476932770676	0.0191058855732737	0.021221553556403	0.017608734258383	0.0191064952334441	0.212401212978428	0.0817257878381102	0.59032834440033	0.154878579538488	0.0113178105493568	0.141034994792496	0.020714482881219	154.390560793238	9.59825603602527	1.31989123345746	0.154999910088829	0.000624543764241596	1.62220271683612	56.8222319110733	-19789.6730288731
stderr.of.mean	0.664731508876781	0.225591164264367	0.7459089427168	0.000525740854308788	8.68186564468232e-05	0.000117365581088321	9.06152804418094e-05	8.50868704835125e-05	0.000424104050740967	7.75387806514368e-05	9.69898551260018e-05	0.000114414870166046	8.73456675284711e-05	0.00035070681417897	7.49874953845793e-05	9.1917357846225e-05	8.44586030649334e-05	8.56046498001286e-05	0.000472094587908329	0.000506043797711841	0.00145309388993718	0.000774535223139376	0.00030423057438052	0.000639999034082673	0.000293604809705007	0.530780630976927	0.275253764726135	0.00421880585958373	5.87552698535923e-05	8.24126992610037e-06	0.0041553478596506	0.114441549427487	0.225591164264367
stdev	11.356826617585	7.67855502387034	9.93147686353315	0.00817759758682685	0.0067065393821053	0.0116474299504721	0.00859784698291025	0.00671223763680008	0.00766258964199298	0.0068755420854232	0.00712475818501278	0.0116370317251489	0.0068898550414031	0.00700362091136656	0.00679306046679895	0.00862425698825637	0.00709711705111831	0.00678368220228277	0.00851208075673396	0.015102454128313	0.0288828944858215	0.0177914576623789	0.0082908926359579	0.0185473833091135	0.00859144881058246	38.7821432084862	3.09211730156682	0.084568857783938	0.00306906468190477	0.000252747611313213	0.077654782256613	2.63337020779176	7.67855502387034
variance	128.977510821887	58.9602072546044	98.6342326908943	6.68731022920763e-05	4.49776704837294e-05	0.000135662624451155	7.39229727415388e-05	4.50541340928755e-05	5.8715280021578e-05	4.72730789684255e-05	5.07621791949066e-05	0.000135420507372123	4.74701024915478e-05	4.9050705870131e-05	4.61456705055868e-05	7.43778085994888e-05	5.03690704372742e-05	4.60183442215681e-05	7.24555188091606e-05	0.000228084120697799	0.0008342215938791	0.000316535965752222	6.8738900700981e-05	0.00034400542761518	7.38129926648588e-05	1504.05463184353	9.56118940664888	0.00715189170687994	9.41915802171525e-06	6.38813550245348e-08	0.00603026520732198	6.93463865128519	58.9602072546044
median	-19782.6840184675	-19789.218961596	6.25041867761749	0.217070914728526	0.0181410357848273	0.0285730560530558	0.0209790010401237	0.0180576547917712	0.187507874575456	0.0166955059908274	0.0174333750344534	0.0285187739735165	0.0166073545004476	0.140429289553146	0.0189316589137944	0.0210303060693851	0.017414448506227	0.018949329777617	0.213120341719078	0.0807465729401072	0.590014239765481	0.153597633547011	0.0096282495285427	0.140273354298052	0.0198588465597125	149.169068871087	8.96617618377421	1.31940321660968	0.154983502191489	0.000613780030578231	1.62131649986335	56.7963539603873	-19789.218961596
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.216579150349114	0.0167853621391108	0.0257702211961262	0.0189618725952764	0.0167476092047778	0.187241453968745	0.015110086892002	0.0159662655862413	0.0257663141688762	0.015050465888692	0.140302190737138	0.0177203533107578	0.0191482678552116	0.0159180689000005	0.0177172512966485	0.21222970564617	0.0803150695590996	0.589621372488132	0.153861502964208	0.0076871419770878	0.139822825788147	0.0187834294806486	149.792885817146	9.15466189354089	1.3171712928753	0.15496951369577	0.000564387624848396	1.62034394569108	56.7611746744614	NaN
HPD95.lower	-19829.7380473871	-19831.7498921019	-25.235576281139	0.188819863029574	0.000454336575230682	0.000883928675078832	0.00030863230460642	0.000202930382503762	0.159006139857212	0.000990388666267807	0.000421944602631306	0.000575148190799922	0.000266574431430688	0.117967466696925	0.000668335237948146	0.000429221500549304	0.000513158578557459	0.00013760011794281	0.185664999328988	0.0354388882102222	0.479744932265366	0.102647225401291	1.50741804522264e-05	0.08453086423984	0.0011082817697816	61.2206213911806	3.5395781073648	0.964881535545832	0.140980550146584	1.5710175270177e-06	1.35867253507349	47.9717664753322	-19831.7498921019
HPD95.upper	-19764.2702762915	-19777.8045620686	24.2205509384301	0.22945918209663	0.0294274169763226	0.0478350706592441	0.0353656491567272	0.0295166936124359	0.200472948560755	0.0281364939099185	0.0296532891939618	0.0476343707399061	0.028238201130865	0.152286911818973	0.0305374655149525	0.0357663129698988	0.0296660166937484	0.0306489746582757	0.225366976174453	0.107351342813028	0.638358809615467	0.185870294558037	0.027150428293526	0.17315769649428	0.0359780075971584	225.433203685169	15.6179178914234	1.46109702003131	0.160048114734238	0.00105411125982652	1.75199099246706	61.1915601513642	-19777.8045620686
ACT	95377.903001355	24030.0348224195	157041.04910029	115069.761382112	4665.50214401373	2826.77031934467	3092.3787824893	4473.62610593861	85283.0914933804	3540.73378703721	5159.19085079315	2691.22332372505	4474.36900035886	69809.1543850564	3392.46961116932	3162.42996229466	3942.69409392925	4433.35952443172	85635.8875636983	31257.2230922147	70465.2758238688	52762.8824155913	37486.2815447647	33148.4001392339	32513.4270359239	5214.77712409888	220609.313951871	69283.1111924019	10203.5382751465	29599.4327592253	79716.3838887592	52579.0642508131	24030.0348224195
ESS	291.901993269914	1158.59174594391	177.284857427437	241.948880970983	5967.41768422989	9849.04921686541	9003.10148215043	6223.36318250688	326.453925537643	7863.05937541174	5396.38885344198	10345.1095100736	6222.32989674456	398.815889481104	8206.7057898873	8803.67322974594	7061.41519903055	6279.8877119195	325.10902604111	890.706123121168	395.102405752159	527.662605327511	742.698364647166	839.889704572737	856.292385580844	5338.86671231629	126.20047404741	401.843963425436	2728.56329336406	940.592349403139	349.250663939435	529.507331419833	1158.59174594391
n.samples	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841	27841
chain.length	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000	30933000
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
