trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-23914.3176225748	-23917.515334255	3.19771168026467	0.197010520312422	0.0243006196122978	0.0361991333322725	0.011383434230458	0.0240416300122265	0.161783256050673	0.0127704378796885	0.0241528961944889	0.0362059577110087	0.0127777311401198	0.204235261244337	0.0145516537272507	0.0113822701700066	0.0243202432557167	0.0144928834494552	0.190392071677578	0.0325494768774448	0.368713328930169	0.0434006350990125	0.00588138605399816	0.329100302379684	0.220354870659691	156.785902375695	8.75666379117588	1.37037268649701	0.270736523588458	0.000417318962946629	1.69776729005803	59.1028878837637	-23917.515334255
stderr.of.mean	0.538429950152856	0.331798007513043	0.771405534955921	0.000479012964123443	0.000100521401933721	0.000123680285252265	5.49905520192262e-05	0.000102135707355103	0.000562764666640792	7.00374021825522e-05	0.00010159156783111	0.000124747511251094	6.63431893899232e-05	0.00050025694750222	6.99845378451588e-05	5.97871601525307e-05	0.000118149153957024	8.61723682429013e-05	0.000488453845600947	0.000269979732517573	0.00096025197472039	0.000376009897705767	0.000173565063435557	0.000974653933529318	0.00097448710466642	0.476157783638096	0.276064961301421	0.00460655864113488	5.92613340227444e-05	3.55505610624902e-06	0.00349330069855467	0.0776654175093461	0.331798007513043
stdev	10.4524437456307	8.23382234188562	9.9291249121856	0.0085025308515295	0.00955632003876055	0.0137507915508676	0.00422290610159622	0.00952289330269433	0.00804810755943934	0.00507562298299225	0.00961956312884314	0.0137574145715675	0.00505703094667067	0.00832230292821439	0.00564194089394653	0.00424047755546537	0.00965638510735578	0.00568254040251807	0.00862634309456306	0.00938352637920172	0.0255693903462515	0.0136497911941473	0.0051708197095521	0.0261664694168068	0.0250740045753866	39.006327233412	2.77921120865975	0.0846935410262176	0.0035626476489532	0.000194352666141658	0.0745153154740577	2.49808341691287	8.23382234188562
variance	109.253580255575	67.7958303577348	98.5875215217847	7.2293030881211e-05	9.13232526832164e-05	0.000189084268275412	1.78329359428986e-05	9.06854968545005e-05	6.47720352883046e-05	2.57619486654792e-05	9.25359947897984e-05	0.000189266455693979	2.55735619955848e-05	6.92607260289659e-05	3.18314970507862e-05	1.79816498984056e-05	9.32457733415625e-05	3.22912654262502e-05	7.44137951851159e-05	8.80505673091745e-05	0.000653793722678977	0.000186316799643822	2.67373764686925e-05	0.000684684121740685	0.000628705705446506	1521.49356424002	7.72401494234001	0.00717299589155961	1.26924582705918e-05	3.77729588363707e-08	0.00555253224019835	6.2404207578551	67.7958303577348
median	-23914.1982864055	-23917.1326487843	2.56738370168093	0.19622491163663	0.024202438047345	0.0360063058425764	0.0111713083748035	0.0239077779532285	0.161376661389572	0.0127120444154746	0.0239090095204437	0.0360883785698358	0.0127242000999759	0.204509665534667	0.0144136168424764	0.0111938831581213	0.0242457391258316	0.0142867664901638	0.190809293262898	0.0321302812359465	0.368283792657788	0.0424636530194371	0.00448572757539474	0.328455086378586	0.219509867355302	151.24115568858	8.22950248924873	1.36924612033193	0.270700962930284	0.000395470097543599	1.69608621151755	59.0774237724798	-23917.1326487843
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.196827742111094	0.0220694758664122	0.0331150686727278	0.0104970345509379	0.0218001933247917	0.16158292891228	0.0115749166681281	0.0218747988611709	0.0331135424715233	0.0115973423721792	0.204065048593728	0.0132647634899832	0.0104827848330907	0.0220212363143405	0.0131917090115374	0.190196019969747	0.0311583337646289	0.367824558185514	0.0411043912981677	0.00362290913229606	0.328060570206871	0.218925602383354	152.216235057605	8.38530445559165	1.36774160376535	0.27071307621835	0.000367457020670234	1.69613260680049	59.0500356586522	NaN
HPD95.lower	-23960.4976929454	-23951.5765985713	-36.1582848059733	0.169945305664976	0.00125043959113368	0.000931298824370194	0.000374187485469919	0.000591951434612811	0.137481932083127	0.00023297907578735	0.000386610103561148	0.00160727974427569	0.000331126928490702	0.177115177953036	0.000564187380784786	0.000432916918777039	0.000577622348564011	0.000345858645541722	0.163387550217721	0.00716935933716376	0.280875887367297	0.00720480274787513	2.21801655593545e-06	0.236499291866272	0.13947189351442	53.72111459732	3.59383789081842	1.01228703495581	0.256645059660482	3.70439257616042e-06	1.40333725832895	49.142857734797	-23951.5765985713
HPD95.upper	-23897.3831742457	-23904.671893154	20.4283896336104	0.212790956756833	0.0402200708243138	0.0589505473979251	0.018637670027362	0.0399212111973406	0.175323279067804	0.0212766909224537	0.0401034426954399	0.0589716330134721	0.0211780348977176	0.21750433265878	0.0240656914929921	0.0186378825138969	0.040270779624322	0.0240219126475912	0.204457608221352	0.0489615618499419	0.41088862231154	0.0672553887574372	0.01612224068277	0.373546655940185	0.261895425290578	227.817774997574	13.7646708082605	1.51104702633845	0.276554576489678	0.000772566128731832	1.82303362231182	63.2839417570348	-23904.671893154
ACT	71005.6030429183	43452.4673637596	161515.21194936	84931.3409185668	2960.77620154763	2164.78833041237	4537.56843504574	3078.13203097163	130838.627504759	5095.08256752216	2984.5200871973	2200.18910474664	4605.44232937845	96687.2252067097	4117.34266701814	5319.32090956866	4005.91708482737	6153.48111146466	85795.2987136094	22151.3421842663	37739.7961839739	20305.6276074254	30149.1942978576	37126.2002014048	40417.9861173362	3987.50770579756	264027.613954979	79163.0475591116	7404.0097484143	8953.27227686752	58809.939344307	25864.9336476562	43452.4673637596
