trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-26311.6311926234	-26314.3212179645	2.69002534119616	0.172810740474107	0.0120892488852069	0.0147568960201838	0.0290462720634616	0.0121821733112591	0.196421738577111	0.0234792408369779	0.0171133198803489	0.0147274376673832	0.0233785485614793	0.198990543648479	0.0118753780008922	0.0293370409471626	0.0172462765075321	0.0119136310857096	0.214631513532706	0.0313894008742288	0.134184791180458	0.13613742174765	0.0399321670016996	0.476545646635701	0.181810572560263	146.941776895607	9.60108047276504	1.40513728618854	0.514046793353432	0.00108120972526352	1.71098216849765	57.92784988399	-26314.3212179645
stderr.of.mean	0.801349778392188	0.252960664982154	0.904578165216896	0.000452875368112661	7.87297560622638e-05	9.42916164771101e-05	0.000160149864998513	8.04364714134278e-05	0.000463098340375885	9.19053720287535e-05	8.2123404298376e-05	9.06496566524416e-05	9.6515193004823e-05	0.000541988206914631	6.96132780499784e-05	0.000160103936174731	8.49718592317611e-05	6.9061521194517e-05	0.000564108501204041	0.000378077696612263	0.000799026418897888	0.000569726335831949	0.000329326689236901	0.0013734506216338	0.000849949147426405	0.398806680554187	0.320313349099479	0.00437462924227234	6.22606591084061e-05	1.35212124797906e-05	0.00478325927057542	0.13028479480724	0.252960664982154
stdev	12.1223158669469	7.74677270592222	11.1296137707059	0.00808110517619108	0.00475187116338891	0.00686880169507492	0.0141593931507961	0.00474616308370508	0.00852194341263525	0.00798793958838775	0.00649516264232142	0.0068149124714788	0.00800390529049463	0.00814111803531814	0.00430132187106435	0.014207778911037	0.00651053037796213	0.00428746009040034	0.00830276858087652	0.0130997901401724	0.0219101541005859	0.0167680729929145	0.0111948545895719	0.0330284239886274	0.0251881234806448	36.9106537896545	3.34755508189969	0.099996175060945	0.00403338005789838	0.00043850214754011	0.0995603213244585	3.37713283394352	7.74677270592222
variance	146.950541978032	60.0124873572215	123.868302685085	6.53042608686623e-05	2.25802795534471e-05	4.71804367262641e-05	0.000200488414398813	2.25260640171249e-05	7.26235195281573e-05	6.38071788677322e-05	4.21871377502078e-05	4.64430319939172e-05	6.4062499899208e-05	6.62778028649822e-05	1.85013698384965e-05	0.000201860981584909	4.23870058023677e-05	1.83823140267757e-05	6.89359661075903e-05	0.000171604501716559	0.000480054852711421	0.00028116827189571	0.000125324769281659	0.00109087679117254	0.000634441564476209	1362.39636317974	11.2061250263525	0.00999923502681915	1.62681546914524e-05	1.92284133397288e-07	0.00991225758222942	11.4050261780994	60.0124873572215
median	-26311.5191783583	-26313.9527412937	2.16958727408269	0.172678187694698	0.0120198651180475	0.014461242409416	0.0288180483837564	0.0121082100423574	0.195575341986336	0.0233660421616217	0.0170026703116059	0.0144440901697026	0.0231707643638703	0.198804931840573	0.01168289882857	0.0293279190404148	0.017095874768739	0.0117518906409043	0.214773153185982	0.0303950315086273	0.132814061252778	0.135488624249672	0.0394551432086798	0.47738353007393	0.180264651354321	142.093465027256	8.88980631108283	1.40359314252522	0.513996836953924	0.00106173871168643	1.71085840568518	57.9277769700701	-26313.9527412937
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.172621527762606	0.0109990861443436	0.0128522169229706	0.0247872444390461	0.0110970984482329	0.196236937272461	0.0219274102641283	0.0156681755325913	0.0128421155042362	0.0218180718058878	0.198823641673121	0.010990328323839	0.0250698141366341	0.0158036655712926	0.0110381304754438	0.214470833447212	0.028389842006509	0.132392678959711	0.135105041728053	0.0382442654156624	0.475393495133877	0.180067666856131	142.59148897133	9.07586643989307	1.40157354752248	0.514030969447429	0.000975525793719465	1.70808110797272	57.8291303049456	NaN
HPD95.lower	-26360.7311549739	-26348.164711243	-37.6195176307268	0.148292030425587	0.000441474672348698	7.29574719444542e-05	0.000382407550080226	0.00042363678980218	0.171346071367577	0.00115400201210773	0.000537804682674448	0.000254103854705402	0.00171571044900571	0.170206898204065	0.000354694645506116	0.000366230430799704	0.000438449359972434	0.000456497540340321	0.186566414922016	0.000961158541683924	0.0723904095458086	0.0890694445975722	0.00308392585733544	0.356366059410886	0.106564982045178	59.7030772132058	3.33346430560573	1.04340280924307	0.497746152938849	2.04880701168119e-05	1.36691833208858	45.5010515488701	-26348.164711243
HPD95.upper	-26291.7691969026	-26302.2913286808	21.9458196171326	0.186425212164532	0.0200301913020912	0.0263432331489402	0.0513506997809613	0.0200996466872433	0.210625902114482	0.0369707060031767	0.0280056189853549	0.0262357746302616	0.0369291737271359	0.212570358215895	0.019244521082087	0.0516541941897277	0.0280638059141094	0.0191990784423901	0.228193248826303	0.0541139678147873	0.173414535566725	0.164722894727206	0.0594972696682418	0.530986260820207	0.225035465916735	214.58009345738	16.4726254451526	1.57155854498486	0.520672711114868	0.00184254379195526	1.87300013079455	63.4459289001824	-26302.2913286808
ACT	115409.471102085	28160.0072072143	174461.82648509	82943.867611612	7249.6476249901	4976.82770667723	3378.56495743805	7585.58550341278	77989.7552870202	3496.07428469923	4222.03887403882	4672.83195359891	3840.21805816467	117052.305290167	6917.49232155863	3353.66777875592	4498.68829901994	6852.36518694681	121912.383859178	21998.9443383395	35123.6640365714	30488.4032299913	22855.2166872385	45668.7157555859	30072.0239360371	3083.11535643091	241803.739892073	50545.6897776423	6292.99714986889	25110.5500720375	60959.818487513	39306.0661540573	28160.0072072143
