trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-26101.2464414392	-26117.9790844345	16.7326429952786	0.185343205470241	0.0195648107595932	0.0192284858129607	0.0176514374116942	0.0193871184186527	0.138748481801511	0.031357959471665	0.0213739377476874	0.0193853524231965	0.0313451587579214	0.191022082356361	0.0214003008561339	0.0177071195225946	0.0214459432946475	0.0214991485700885	0.223539457325051	0.0619699109155853	0.120994560291815	0.317793801061554	0.304133076875192	0.102862537015566	0.0922461138402879	177.407932276253	10.9961862296967	1.27222747791419	0.289474143139703	0.00138462244455394	1.54279566626568	57.0324008473375	-26117.9790844345
stderr.of.mean	0.747998053563929	0.496923392144855	1.12802616699598	0.000479043032225645	9.65818259120822e-05	9.39189942603087e-05	8.86677769267919e-05	8.67643726075195e-05	0.000431351740190441	0.0001265685449062	9.92184373668895e-05	9.60288924211247e-05	0.000129891743544027	0.000506850108045667	8.19061397591989e-05	0.000101214414351113	9.1428124762808e-05	0.000102666036162772	0.000504753365017627	0.000599029788276726	0.00068381032334609	0.00123503327779181	0.00137854697421593	0.00055109985712181	0.00059903134906412	0.908111945017944	0.426801830534466	0.0042374241876826	9.53712604874742e-05	3.60173375555423e-05	0.00853603486054322	0.283587749468863	0.496923392144855
stdev	12.3134939850579	9.63914654687115	11.6320393102396	0.00860873663093902	0.00764364528491349	0.007510409971144	0.0071428230404413	0.00759597747092639	0.00704280201063669	0.0113044582525347	0.0077224860284638	0.00748280640977037	0.0113228808692551	0.00871549687304459	0.00725394434191582	0.0071706205026622	0.00771297711336836	0.00732498404447524	0.00843713678450004	0.0163321616867293	0.0192518346571015	0.0285277306206008	0.0280046061503385	0.017664719320162	0.0155351839261217	46.2872666871231	3.81336402687992	0.0983676882979514	0.00351524866342323	0.000631186457584333	0.11240088489414	4.18842965992329	9.63914654687115
variance	151.622134120057	92.913146152058	135.304338514959	7.41103463808713e-05	5.84253132415802e-05	5.64062579346592e-05	5.10199209870591e-05	5.76988737388213e-05	4.96010601610283e-05	0.000127790776383299	5.96367904598186e-05	5.59923917661005e-05	0.000128207631179343	7.59598857440501e-05	5.26197085156125e-05	5.14177983931996e-05	5.9490015951344e-05	5.36553912518168e-05	7.11852771203636e-05	0.000266739505361469	0.000370633137664376	0.000813831414361565	0.000784257965635579	0.000312042308660106	0.00024134193961843	2142.51105736485	14.5417452015019	0.00967620210108291	1.23569731656988e-05	3.98396344237859e-07	0.0126339589249857	17.5429430161251	92.913146152058
median	-26101.1134456142	-26117.8196195099	16.0417447940288	0.18577352735014	0.0192730099680602	0.0189697192006983	0.0174687148463322	0.0191300162940121	0.138383525706042	0.0312672942064437	0.021186030428823	0.019132630732441	0.0312042774373915	0.191291173047472	0.0212688677026146	0.0174997621724328	0.0213491963747528	0.0213277772921655	0.224144672211278	0.0620747202423705	0.120293449416432	0.317202818625194	0.302374875606001	0.102119323670029	0.0919748148504023	171.043713024655	10.0944686125339	1.27245330320435	0.289460375230835	0.00133648411506849	1.54486638930727	57.1163590382539	-26117.8196195099
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.185142672317079	0.0178346338232931	0.0175077942532471	0.0159308890673936	0.017654299181725	0.138570036114871	0.0289746474300425	0.0197590304536966	0.0177044973894295	0.0289646558530261	0.190823205998671	0.0199859147481037	0.0159727575078411	0.019838917401164	0.0200857528322434	0.223379318217307	0.0595670860374758	0.119432628167966	0.316511409628391	0.30285860356248	0.101318532161536	0.0909058617645366	171.736019308223	10.4026268830571	1.26839893964326	0.28945279649544	0.0012165940892891	1.5386352405709	56.8760795903728	NaN
HPD95.lower	-26152.4960190597	-26154.1561517545	-21.2228756241023	0.157473726800559	0.00090062163261441	0.000280351886889289	0.000301089292174726	0.000881014051823205	0.112473429702136	0.000767993318328997	0.00118390007570247	0.000725697238683681	0.0015672431575166	0.163164727855296	0.00116281782404453	0.000505344788974196	0.000766080405472595	0.00109253018861523	0.19348812894468	0.00621129247369102	0.0438781037681651	0.225109082049237	0.219912420105828	0.0459562068817906	0.0352144603901487	67.8711189710397	3.82153759121089	0.902668964728654	0.274593622038841	6.34167920253907e-06	1.11614210272721	40.8795021942908	-26154.1561517545
HPD95.upper	-26081.1911584573	-26102.5529536439	36.9689784372569	0.199186100153417	0.032605350561572	0.0318887013844792	0.0296106843724611	0.0323233279865335	0.150885928271624	0.0502951180129393	0.0343221723215461	0.032086052871722	0.0504285392694364	0.205535245011805	0.0335363957827394	0.0297432875625051	0.0344060836123905	0.0339061731779393	0.236197613350592	0.0887443562464241	0.153231438924653	0.366624103361728	0.352528199290705	0.132150773119785	0.118262014560297	262.233847334672	18.3746949686619	1.43263400991352	0.295265711073445	0.00249791112105007	1.72230265721975	63.6995160844209	-26102.5529536439
ACT	91097.5394212469	65609.9992254254	232164.034497772	76443.1418620452	3941.46877254303	3860.53855255752	3804.17226222396	3220.94895208736	92606.2858000481	3094.71302086413	4075.10515226384	4065.7730873137	3248.75928016177	83491.6608561922	3147.40618929655	4918.57810617525	3468.83670103574	4849.62926273417	88356.1089625021	33210.6834772165	31145.5049295317	46269.1142812953	59820.8413058062	24027.8786983909	36705.7936971842	9502.19680190376	309246.17202402	45810.7358908287	18171.5200633247	80385.2161601216	142377.45177993	113172.47034843	65609.9992254254
ESS	271.006222087289	376.284107475386	106.338606896655	322.958991462618	6263.65485170934	6394.96268820959	6489.71663169825	7664.82187927902	266.590974756351	7977.47637133296	6058.24857949618	6072.15392246881	7599.20876586791	295.694201634378	7843.91925133686	5019.33678129546	7117.08337052263	5090.69841476525	279.414748905222	743.375246008915	792.666551910392	533.57407816169	412.698976829732	1027.47314109145	672.591368100396	2598.13604313623	79.832839444436	538.912975745114	1358.60951169558	307.121149625614	173.398243130237	218.14492450321	376.284107475386
n.samples	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688	24688
chain.length	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000	27430000
