trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-34633.3466032558	-34658.3759021441	25.0292988882983	0.170933175960662	0.0364666401507446	0.0343128344968996	0.0128307734373249	0.0363576172781431	0.155036831650481	0.0208158993385285	0.019189481800776	0.0339900174950222	0.0207563840964845	0.16996979709071	0.0256431397015574	0.0127738108436949	0.0192884009552421	0.025670736810269	0.20596445889346	0.0197610224886077	0.208468117204805	0.298642294546313	0.184307298183662	0.0684305965449523	0.22039067103166	187.404508148732	13.3849166539107	1.31896179405314	0.516037909139384	0.00324454036155194	1.54022959831436	56.335030264349	-34658.3759021441
stderr.of.mean	1.06072930446535	0.237187710842293	1.12049630083711	0.000503539503394583	0.000233040276526312	0.000222062616050156	8.16813516994781e-05	0.000228899217725927	0.000555676458305653	0.000105977062418838	0.000115797630740292	0.000240162927307181	0.000105800238169434	0.000682018402861005	0.000151716746901659	8.65753830804206e-05	0.000104365155915281	0.000149467824136916	0.000557636491460195	0.000417612055295573	0.000820183764467834	0.0012984106323612	0.000858672842702914	0.000650371157587833	0.00104995147457459	0.62274698555279	0.425968859850471	0.00548965935044254	6.10834938616854e-05	3.51137021708916e-05	0.00780840853484327	0.263804452787283	0.237187710842293
stdev	13.0750464821424	6.24911279185086	12.1895975119599	0.00843507842232263	0.0166024363585322	0.0162220453153241	0.00514790048101978	0.0166328066442013	0.00824596491640816	0.00752398405827279	0.00721705844809542	0.0163373501318584	0.00750286719455311	0.00874399925573956	0.0105285637954466	0.00511140061521556	0.00726381530577373	0.0105373739482515	0.00844557499687054	0.010877422246802	0.0232072034159301	0.0317588931527714	0.0247585016402741	0.0192800679408978	0.026106747386652	48.4420824103138	3.99244101658862	0.0980951045407147	0.00330548293643428	0.000681854128348456	0.108533190117281	4.00368293471396	6.24911279185086
variance	170.956840510184	39.051410685274	148.586287503579	7.11505479907328e-05	0.000275640893039111	0.000263154754212429	2.65008793624837e-05	0.000276650256863386	6.79959374026342e-05	5.6610336109143e-05	5.20859326432255e-05	0.000266909009330933	5.62930161391013e-05	7.64575229843739e-05	0.000110850655594788	2.61264162492261e-05	5.27630127963926e-05	0.000111036249725289	7.13277370277648e-05	0.000118318314735224	0.000538574290388356	0.00100862729428915	0.000612983403471454	0.000371721019805635	0.000681562259110461	2346.63534824763	15.9395852709392	0.00962264953485374	1.09262174430582e-05	4.64925052345832e-07	0.0117794533570339	16.0294770417198	39.051410685274
median	-34633.1759008664	-34658.2515202913	24.9346680349515	0.170829172289437	0.0363857899943584	0.0345118192134528	0.0126766448060197	0.0362251131365826	0.155102216721676	0.0206604848404298	0.018924504248016	0.0339292738530228	0.0205449321852247	0.169886730381806	0.0253850803721662	0.0125973999888962	0.0190807547749506	0.0254752392549258	0.205687839055207	0.0190400791690515	0.207191443190263	0.297560865087919	0.183280861679624	0.0673740092216339	0.219221051476739	181.024445405764	12.853943626297	1.31764699460132	0.516039808492831	0.00326253274719251	1.53612221171641	56.1912645281891	-34658.2515202913
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.170724492899087	0.0318737065086624	0.029549814819956	0.011621780495904	0.0317819016841798	0.154816696849327	0.0192341909944076	0.0176507971599204	0.0291212656948099	0.0191887183856083	0.169745201442655	0.023074527309278	0.0115737598169915	0.0177104122668788	0.02304737577762	0.205790759058012	0.0156517073191564	0.207179658384932	0.296955392495451	0.182642566958412	0.0655569088759564	0.218845961318254	181.50642009862	12.8129678467024	1.31530511874871	0.516027321601522	0.00316649404607322	1.53642353167642	56.193227422281	NaN
HPD95.lower	-34684.1768548222	-34685.3311158331	-15.3682332038999	0.143105043570241	0.000153361312848543	0.00060872027755917	0.000579785520227687	0.00114363467586933	0.127901678822521	0.00112794478805867	0.000612919042186737	0.00047321598880188	0.00128981311573164	0.144036709881307	0.00093909810189164	0.000228465643543091	0.00047881689443572	0.000469650986076417	0.176592678667631	1.52740491592834e-05	0.130760765013939	0.195710831548538	0.0923167702052695	0.0148443572027054	0.137771407874699	73.6261078208999	4.28549502984162	0.929887849954456	0.503274322500075	0.000604667775112319	1.1292404893051	41.2282650546854	-34685.3311158331
HPD95.upper	-34611.9231503026	-34648.3334241221	45.2477234730418	0.184891922780988	0.0623599547158257	0.0592967447757714	0.0214580257661332	0.0623287979923674	0.168278723984813	0.0335526256596647	0.031484098268658	0.0592396476046249	0.0334721673744454	0.18500557222857	0.0431535403356093	0.0213232236900067	0.0315329422681583	0.0430801005381485	0.22005877044634	0.0389290007490101	0.247493132621433	0.351705829916431	0.22588062200716	0.101775386869584	0.264633843476428	274.918411551707	21.0648080909181	1.48454465497942	0.521455687530607	0.00433281683076515	1.72981290262336	63.228618599023	-34648.3334241221
ACT	128884.851098704	28211.5445010537	165470.791856815	69785.9617349644	3858.31381867381	3669.60151049275	4930.20263819998	3708.82858825567	88928.353861139	3885.14510381109	5041.48088792741	4231.82720711429	3894.01836145159	119138.241497344	4066.38037624853	5618.0839536912	4042.59923301865	3940.12375316602	85373.5123757788	28865.1156392931	24459.9711938644	32732.006802142	23555.1547599931	22283.56382214	31674.6733362882	3236.36042908292	222924.554985218	61330.3363041169	6687.39726840977	51933.7300941548	101362.926525754	85020.5896277676	28211.5445010537
