trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	NInfinity	b	t50	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-22652.0248640296	-22635.8423952834	-16.1824687461786	0.234922175258911	0.0127718767780756	0.0105172792442666	0.00433004283754062	0.0127520594033432	0.190167112454718	0.0214909793682546	0.0176644570006943	0.010478598349583	0.0215223048478558	0.216437743088434	0.0190755797255627	0.00435700863111425	0.0176392222076387	0.0190736084710259	0.186799952332981	0.0199549143578715	0.621538630942636	0.0318473953666627	0.236847486016098	0.0645924234885516	0.0252191498281796	175.423709942925	5.48507589943716	1.48802695343063	0.729900896550413	0.00186459915502379	1.99811157172654	69.1503653982346	-22635.8423952834
stderr.of.mean	0.343145765498713	0.158649784067429	0.366137759220933	0.000412546783798179	6.24131846501327e-05	6.27021488838324e-05	3.93816770836782e-05	6.3179637509606e-05	0.000378944704743676	0.000107279153100992	7.84866812359931e-05	6.41812029050691e-05	0.00010902289293206	0.000368400283090674	8.61683338072718e-05	4.01072347419405e-05	7.44110728323059e-05	7.90588954194742e-05	0.000389974794323339	0.000347992783536777	0.00181695446413987	0.000501502127059397	0.00109849473059651	0.000422273711104663	0.000233240165085808	0.517036992320356	0.0787248000211948	0.00290826716584685	5.58675922724351e-05	1.1462660229536e-05	0.00411912809903191	0.121300436902551	0.158649784067429
stdev	10.9739357519461	7.32846865473406	9.08162602420228	0.00861943893840542	0.00504745176069397	0.00422540121691732	0.00195287729837264	0.00503153744654056	0.00821854722503157	0.00757103110032436	0.00673779118830528	0.00423989314375413	0.00759030540123041	0.00794943777053348	0.00726660539204475	0.00196934098971562	0.00672697442117472	0.00726902878754064	0.00811003615279632	0.0121968547692845	0.0363161402617925	0.0187142595682769	0.0266818395070075	0.0141915904696224	0.00883431171659108	44.3142457576655	1.57764522262897	0.114894498454157	0.00397446751951294	0.00045667306777626	0.114318682272499	3.83696721603649	7.32846865473406
variance	120.42726588784	53.7064528234196	82.4759312434682	7.42947276128996e-05	2.54767692765327e-05	1.78540154439264e-05	3.81372974249923e-06	2.53163690759399e-05	6.75445184900742e-05	5.73205119220787e-05	4.53978300972043e-05	1.79766938704533e-05	5.76127360839476e-05	6.31935608675844e-05	5.28035539236938e-05	3.8783039337741e-06	4.52521848631389e-05	5.28387795140946e-05	6.57726863996634e-05	0.000148763266263018	0.00131886204351418	0.000350223511188844	0.000711920559477708	0.000201401240057477	7.80450635058985e-05	1963.75237707077	2.48896444848402	0.0132007457750323	1.57963920636633e-05	2.08550290832181e-07	0.0130687611165206	14.7223174169388	53.7064528234196
median	-22651.9205390915	-22635.4953542406	-16.5835929739669	0.234864945895932	0.0126446437407518	0.0104360728529685	0.00412206563655697	0.0125748359434373	0.189913450543785	0.0213200864784682	0.0174449809371469	0.0103920440315087	0.021407187551202	0.216478347710566	0.018879282431046	0.0041473559479517	0.017412599959099	0.0188257042990651	0.186732500899416	0.0184840558272963	0.622238279367849	0.0289635099796087	0.235802049476045	0.0639172771194947	0.024537898471218	169.62883114383	5.20088104385424	1.48679852303504	0.729849254438126	0.00186542767219868	1.99611725875907	69.0959917772729	-22635.4953542406
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.234763989373505	0.0116116941546693	0.00951332910519436	0.00385165314397052	0.0116019477204216	0.189990425076068	0.0199519501131107	0.0161772755690973	0.00947051605379732	0.0199831733449992	0.21629160676835	0.017472295241235	0.00387691565385363	0.0161464545132333	0.0174867881877135	0.186623888575712	0.0152487491932757	0.620469668724393	0.0259092833242356	0.23535006671578	0.0630215781947286	0.0236188165990255	170.150277051489	5.28112816288885	1.48357305897287	0.729890074119132	0.00180175312039712	1.99484231556788	69.0438488354368	NaN
HPD95.lower	-22702.9180354797	-22671.217715249	-47.5899718192866	0.204143004053508	0.000365025887300217	0.000289287785705569	0.000130814879178699	9.43847355060895e-05	0.164063253472049	0.000789732193959829	0.000406525293894074	0.000145103788962153	0.000950832160339518	0.186450049432762	0.000751165301251459	0.000130814879178699	0.00028354751671985	0.000436958635970694	0.161039488530866	1.77099157088884e-05	0.490336236266327	3.35591623687459e-05	0.154560224008483	0.0237195555636364	0.0015414380399865	65.9722155862817	2.27452893177522	1.06323827871085	0.71279137027277	1.74468141985093e-05	1.53837950597744	53.2962201998634	-22671.217715249
HPD95.upper	-22634.2947982824	-22624.3717497956	-0.492409902337206	0.24920565163985	0.0213494738340529	0.0176158640665313	0.00785946484715339	0.0213732841869574	0.204357974324422	0.034295392239824	0.0291657982586533	0.0176371594316074	0.0342713764263788	0.22938739223678	0.031356586760785	0.00789360730125085	0.0290050685709055	0.0314084081977309	0.200528002661942	0.042035053722107	0.68011020746123	0.0672633636874303	0.28236667353709	0.0897764478102521	0.0410585861173275	256.145458331505	8.4575014955373	1.68039579624428	0.736420068953473	0.00260968552795633	2.18761124654893	75.4950678462601	-22624.3717497956
ACT	36824.4136331712	17650.4539783702	61216.0339835983	86276.3563145571	5758.5310247043	8293.39446327517	15315.8773028385	5938.21913307505	80069.1013355676	7561.77918412363	5110.46260466601	8629.96950323847	7769.98681292716	80885.46029896	5295.84927025353	15620.9332909776	4608.28105301119	4455.0449023119	87082.4970422267	30658.3056284973	94274.0350389308	27046.0371163486	63836.3136097831	33344.8930271548	26252.1345009151	5126.9595157355	93779.4794205151	24130.8995456044	7441.58393034806	23728.1247957855	48896.7006130718	37640.2008321519	17650.4539783702
