trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-13136.6910795729	-13060.2055811372	-76.4854984357718	0.192609933553435	0.0113143873424816	0.016853899655956	0.0148950950839007	0.0114496896917265	0.231921887298683	0.0216445135900942	0.0110350144106413	0.0168361285484321	0.0218823527836516	0.233569818234543	0.0148787131879292	0.0149634335681848	0.0109174474401676	0.0149086274879972	0.160319058122177	0.129217673431664	0.134031689457761	0.120796227660329	0.186648680179977	0.295200726766186	0.134105002504082	3001.2114229971	0.460330499111134	0.670313040621715	0.0367504494860978	0.00206248190369772	7.18076045333899	231.904731972721	-13060.2055811372
stderr.of.mean	0.235411646812206	0.217761104121737	0.144783872851981	0.00128197478542741	0.000137486267468607	0.000176868232667811	0.000145139274544485	9.91339061032489e-05	0.00095971812736729	0.000194737616007534	0.000107443369645392	0.000177573247235055	0.000210790339525162	0.00102345690264354	0.000143479420045409	0.000129519085195728	0.000110832845217769	0.000175786755956288	0.000871777499238307	0.000691305562229249	0.000894656139948999	0.000989758353748878	0.00116322633689228	0.00214142965653222	0.000906738494667145	24.0637477231994	0.00148430398247519	0.00270127723144185	0.000792810108737033	5.01691098416387e-05	0.0153758442404438	0.517872537525064	0.217761104121737
stdev	6.45862738778569	5.6844939296897	3.84373930913956	0.00996690370274204	0.00434176319195514	0.00545991636222498	0.00479981917072967	0.00428356269331012	0.00884012158169713	0.00617923995295519	0.00449605444643216	0.00548940543774068	0.006176646949707	0.00942193910203003	0.00555740761692363	0.00479657813900023	0.00449119261798224	0.00556626887126169	0.00791249862507547	0.0105174150775026	0.0102111626437814	0.0109393871228938	0.0114808688239305	0.0192258137796832	0.0115130582396825	1187.20096586806	0.0441956873444569	0.0753822344871744	0.00885309960981811	0.0012504482600883	0.324953177214078	10.7614948992389	5.6844939296897
variance	41.7138677342554	32.313471236679	14.7743318766246	9.9339169419733e-05	1.88509076150165e-05	2.98106866824921e-05	2.30382640717041e-05	1.83489093475182e-05	7.81477495791873e-05	3.81830063961976e-05	2.02145055852824e-05	3.01335720598969e-05	3.81509675413248e-05	8.87729364423624e-05	3.08847794206408e-05	2.30071618435349e-05	2.01708111318182e-05	3.09833491471769e-05	6.26076344918211e-05	0.000110616019912479	0.000104267842537757	0.000119670190624535	0.0001318103489523	0.000369631915491056	0.00013255051003032	1409446.13335807	0.00195325877984899	0.00568248127627934	7.83773727013616e-05	1.56362085115784e-06	0.105594567381524	115.809772466345	32.313471236679
median	-13136.2869103011	-13059.885121329	-76.3370470734121	0.193546507399364	0.011248978950757	0.0167272513696161	0.0148685081604072	0.0114121002368584	0.231379565598194	0.0215832602412182	0.0109340274980769	0.0166529562741666	0.0217658670962127	0.234818396179042	0.0148097752265981	0.0149354633742447	0.0108168720258329	0.0148078658981572	0.16078308745058	0.129497289478387	0.134012173642552	0.120345441063508	0.186171496247043	0.294734564055228	0.13369553393831	2782.20372251475	0.458379695701086	0.673913409723076	0.0367669723730723	0.00184500692312362	7.19331885205438	232.68871897504	-13059.885121329
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.192350200957686	0.0103271568245561	0.0158607374113175	0.0140233124699449	0.0105045668256959	0.231752771412416	0.0206641961252299	0.00994852317437368	0.0158284146950025	0.0209230852525742	0.233379000682629	0.0136711899900344	0.0140970171962477	0.00980910461171355	0.0137104976363027	0.160122231374694	0.128788100039464	0.133642415813445	0.120299954716312	0.186296866490118	0.294577597958922	0.133605048910576	2795.60851583415	0.458218979140988	0.665913896059095	0.0355948143503248	0.00166057391514247	7.1733374905639	231.651041359696	NaN
HPD95.lower	-13173.2681945224	-13088.1975076867	-97.1789078367079	0.166744214692984	0.000185986144159676	0.00105222594129313	0.0002031052493741	0.000446423122595515	0.206183041243405	0.00164940845828635	0.000139516272785925	0.00105222594129313	0.00260832502714155	0.202298011174364	0.000751977425645166	0.0002031052493741	0.000139516272785925	0.000498694254388865	0.128121879238888	0.0970198028533235	0.103685626085082	0.0849088848756571	0.157744876955952	0.241003878666219	0.0938341151492416	669.461094202006	0.304737166996548	0.310159726032595	0.0057269409777201	1.59027048758081e-05	5.79123277624334	184.582416471249	-13088.1975076867
HPD95.upper	-13126.7480090693	-13051.3804824137	-70.4596541121943	0.208863412990309	0.0186841619008624	0.0260047871872103	0.0229393499063841	0.0185802548876903	0.246787002059551	0.0319887375929717	0.0185144380738238	0.0260335038493254	0.0322523387584809	0.248629112244434	0.0241616979994798	0.023013197792624	0.0183347653234857	0.0241734763890291	0.174194961459877	0.145944286084407	0.15062300407625	0.138464403658507	0.205612734283333	0.328137126957806	0.153704002985714	5236.09111519294	0.536583066858594	0.787214571609635	0.0513185451645858	0.00439773783082057	7.69266532194646	248.167147149614	-13051.3804824137
ACT	11956.8819225638	13207.466416599	12769.5336814092	148895.287114014	9024.6192456815	9444.30930113085	8229.29542452572	4820.32911970506	106075.094927119	8938.65318542678	5139.71012922648	9417.74584849373	10481.8601166973	106194.259880942	5998.97746533375	6562.16276816557	5480.95341706661	8976.07456092999	109251.277871757	38883.4314070781	69088.2855396005	73674.1066613219	92389.2523830733	111655.641815878	55824.5477651879	3697.60536879253	10151.4581752503	11556.938761239	72175.560636571	14487.1796901091	20150.1774897853	20842.1762205543	13207.466416599
