trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-18666.9166282753	-18568.7163118939	-98.2003163813609	0.183229876788778	0.0109243644096966	0.0190989977910244	0.0562710774177098	0.0110141323209556	0.175425172497849	0.00761313163654525	0.023078738635436	0.019097588607401	0.00754003384826854	0.17251376653159	0.0140888538490914	0.0559075955616224	0.0230020573216334	0.0139658062147182	0.20722880656768	0.13643598278088	0.0965952474369545	0.0319978238105149	0.282379643367999	0.450258575931559	0.00233272667209193	3896.69556490769	0.332437744201021	0.773178513960918	0.0918915668774102	0.000747326839427281	11.1304802596798	370.439925220374	-18568.7163118939
stderr.of.mean	0.283961625084853	0.279511568690154	0.187442821715507	0.000900359050694476	0.000173618566088518	0.00017562802891948	0.000945013501112167	0.000203001475126547	0.000761481995937948	0.000112448083723353	0.000187468546181622	0.000169070810100758	0.000102514610849799	0.000970569519101357	0.000431156364434602	0.000904110903400661	0.000182511704513359	0.00035854360395366	0.000918017793267523	0.0010702316632668	0.000782748970898333	0.000318122646240198	0.00162130181229014	0.00179619650094653	0.000150355460109558	29.7394152649948	0.000989004752192312	0.00198028055772019	0.000369775689950667	1.43379161061754e-05	0.0261923512535919	0.835994667946399	0.279511568690154
stdev	6.62875203193161	6.20676492236851	3.45417728388781	0.0082968346487937	0.00389323276744783	0.00564441184391418	0.0187627508187241	0.00396070356720106	0.00659202486060626	0.00264703316488253	0.00654967999088293	0.00563836222417336	0.00263377765674702	0.00920108815426607	0.00792831222354832	0.018610954951318	0.0065473628187386	0.00758939450707036	0.00751906049710177	0.0100024415220415	0.00832527838293716	0.00295632785278525	0.0156034923538818	0.0152535445740546	0.00150411664231169	1483.26556329958	0.0306373393632715	0.062314033948546	0.00493850907854712	0.000436133237620827	0.323943540598565	9.79669869084709	6.20676492236851
variance	43.9403535008374	38.5239308015441	11.9313407085265	6.88374651894236e-05	1.51572613815295e-05	3.18593850637187e-05	0.000352040818285531	1.56871727472392e-05	4.3454791762851e-05	7.00678457598802e-06	4.28983079829723e-05	3.17911285709852e-05	6.93678474517983e-06	8.46600232225755e-05	6.28581347140657e-05	0.000346367644199988	4.28679598802006e-05	5.75989089839497e-05	5.65362707590763e-05	0.00010004883640186	6.93102601534008e-05	8.73987437315383e-06	0.000243468973637649	0.000232670622072669	2.26236687367898e-06	2200076.73127042	0.000938646563260264	0.00388303882694055	2.43888719188923e-05	1.90212200957625e-07	0.104939417495534	95.975305239245	38.5239308015441
median	-18666.4876652612	-18568.3079664574	-98.1024421937502	0.182578242196565	0.0105277002469691	0.0189605442737498	0.0552676793562695	0.0106158176853473	0.17537808117988	0.007484780171984	0.0230087528031371	0.0189753382680613	0.00736277448711687	0.172763819024163	0.0135012419517392	0.0545959240433224	0.0229610697591143	0.0137549608580104	0.207554591019486	0.136470021545435	0.0962416049773431	0.0316953134510789	0.282247961954259	0.449762322564891	0.00215803410567391	3626.11095425927	0.331120679537371	0.777733746510192	0.0919125292199389	0.000675767230076326	11.1267611834482	370.43236359258	-18568.3079664574
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.183042459173186	0.0101988404586678	0.0181895550011235	0.0529745709698255	0.0102517470175417	0.175301276453766	0.00709549941668717	0.0220431843844945	0.0181935755272801	0.00702086534407	0.172270094439087	0.0114208242431998	0.05266144553176	0.021971241623273	0.0114142842938573	0.207092917327186	0.1360666623564	0.0962381777908491	0.0318632926996993	0.281946432528729	0.450000280310677	0.00174069650400425	3648.36827559925	0.33103380795213	0.770588423450965	0.0917580567195812	0.000611495183290026	11.1257694992313	370.31027460198	NaN
HPD95.lower	-18703.9605489804	-18603.1862437267	-115.086604688594	0.158458345465177	0.00143740455191431	0.00187652854503624	0.0119717333239806	0.00142881257483209	0.1574329445743	0.000636470943244753	0.00101902230190115	0.001030934082453	0.000636470943244753	0.150114606185219	0.000270932390232896	0.0137338554180166	0.00233058115685919	0.000421906617811656	0.184502591043198	0.104699444987498	0.073087303605704	0.0242678645558106	0.24276279593266	0.406643612027168	3.47161248341549e-05	929.252855414604	0.229199954788499	0.501574166763766	0.0705228109023048	5.80768792567073e-06	9.84971579510539	328.482595642805	-18603.1862437267
HPD95.upper	-18656.8180218999	-18559.2844211598	-92.6884773290585	0.197215355328852	0.0176559815102063	0.0285461595289069	0.0851426549108242	0.0178011830407908	0.186661123625361	0.0120487381606069	0.0337920133646707	0.0287351382681321	0.011928067925102	0.186770119275691	0.0270447849952967	0.0844668621024374	0.0339734770426406	0.0258473236588749	0.218018530523475	0.153121072290797	0.111686209481105	0.0376706890301496	0.306467339733913	0.476019002178782	0.00531717809722184	6689.0992905008	0.385191743900395	0.866477415265742	0.0999554740946785	0.00156387368099745	11.6690147366485	386.591109587105	-18559.2844211598
ACT	16515.7487998829	18252.0433031638	26502.7468747938	105986.148103073	17898.3954656082	8713.50279642212	22831.0304859229	23642.6535273203	120094.775717137	16241.5645221104	7373.25356406966	8092.33459098324	13635.0214691637	100142.267848685	26616.4801538605	21239.7111944894	6993.4445529982	20086.8673329259	134158.300786896	103035.304427239	79559.1237155421	104214.102338026	97168.7510832741	124798.294549878	89932.7522007223	3618.00807608887	9378.58182431024	9089.16993987725	50457.7067708176	9726.93935965372	58837.3132262176	65537.5228769236	18252.0433031638
