trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16648.5467576565	-16543.6982773058	-104.848480350724	0.211807115324744	0.0166391909193485	0.0329288443927883	0.016211639586715	0.0168194051362686	0.111874704828822	0.0224307559860051	0.0129740319445123	0.0327218928667851	0.0215670495780272	0.177539278281263	0.0424313212948018	0.0162957400339386	0.0131758366461526	0.0418810018325538	0.212702191347274	0.0260182071330332	0.203901127001393	0.328755666033834	0.0887008395411904	0.26198842433748	0.0906357359530699	2580.92097677448	0.363503288135767	0.757648860933572	0.0183936647819147	0.00113039072752685	9.83491081522478	311.457611354591	-16543.6982773058
stderr.of.mean	0.252665215063929	0.264732204051223	0.209647402919586	0.000997803301087005	0.000170239853181704	0.00021609406861062	9.25061575396271e-05	0.000141392083501306	0.000906333999673613	0.000274813332289627	9.36323286839009e-05	0.000231962897865508	0.000282985700112377	0.000777516746349355	0.000347162236175872	9.12406955986318e-05	0.000101363627634832	0.000261043093628541	0.00121593263643433	0.000400196362022321	0.00112915937857942	0.00101447101774216	0.000555112006714337	0.00119182793485932	0.000589645101428349	18.1264427791164	0.000952909704616823	0.00184625739607997	0.00023611674038234	2.27688484646507e-05	0.0127216617449759	0.359449745213353	0.264732204051223
stdev	6.29730163799956	5.90558187705191	3.19625139876487	0.00787191859449381	0.00517309336474731	0.00855802444528234	0.00613390165991801	0.00513574422384627	0.00784934381849318	0.0113488069229906	0.00424460169770951	0.00852738493385048	0.0113053713107584	0.00756402913063569	0.00981445711559581	0.0061480445725431	0.00426192642642874	0.0097814908411377	0.00909368087344968	0.00512544801825757	0.00985765789593234	0.0126000317321566	0.00768022127779636	0.0136978363898993	0.00607638027157246	952.062011457579	0.034271555081065	0.0651455290701271	0.00377026814034332	0.000700472853805496	0.291982683618832	8.36875934846905	5.90558187705191
variance	39.656007919952	34.875897306564	10.2160230041064	6.19671023583375e-05	2.67608949603927e-05	7.32397824060502e-05	3.7624749573545e-05	2.63758687327703e-05	6.16121983809171e-05	0.00012879541857532	1.80166435721985e-05	7.27162938100601e-05	0.000127811420474119	5.72145366891054e-05	9.63235684738693e-05	3.77984520659767e-05	1.81640168642916e-05	9.56775630752608e-05	8.26950318281445e-05	2.62702173878604e-05	9.71734191932372e-05	0.000158760799651353	5.89857988759159e-05	0.000187630721764449	3.6922397204755e-05	906422.073660651	0.00117453948767447	0.00424393995782678	1.42149218500879e-05	4.90662218918416e-07	0.0852538875332551	70.0361330325882	34.875897306564
median	-16648.167716077	-16543.4004814844	-104.720033857153	0.211344490627295	0.0165614291859427	0.0327916819075134	0.0161611991631038	0.0167534943631137	0.111133983182663	0.0222243201344126	0.0128633267741742	0.0324310426408953	0.0207145260587054	0.17702349402355	0.0419513455798974	0.0162706091992952	0.0130126558511826	0.0412115926634579	0.212570419211016	0.0258444361507062	0.203383023128039	0.328913402477094	0.0884373054582433	0.261694721346254	0.0907703951584187	2411.97982395653	0.361358029718532	0.762107693771216	0.0183801740927534	0.00100176784094399	9.83208486067425	311.619163913294	-16543.4004814844
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.211661387631353	0.0157563831626391	0.0317511077267074	0.0148267202563027	0.0159510131400948	0.111601138284944	0.0189470327464899	0.0121909354214022	0.0315536182390644	0.0180402368763132	0.177377951582331	0.0412648559535169	0.0149170601667804	0.0124067941353369	0.0407155304499741	0.21250946065865	0.0255077960763584	0.203663815752112	0.328513561527757	0.0883665249130491	0.26163160126889	0.0904314911959775	2424.28407674348	0.361906152542462	0.754762878637496	0.017984315804557	0.000904466703359947	9.83057864054766	311.344880648649	NaN
HPD95.lower	-16687.7938699132	-16575.3267462401	-121.990149865457	0.191134664176405	0.00172237776515671	0.00840830212089835	0.000628838170106262	0.00166980363833074	0.092147852742476	0.000665278583138085	0.000766842157885222	0.00753853170249149	9.56822856016046e-05	0.158128271351185	0.0121545471911517	0.000674965693892818	0.00100131362287125	0.0133911481633631	0.186585016130549	0.0114026562363251	0.174957596426011	0.28722661174635	0.0634281723096355	0.21750390953543	0.0745794333295963	650.701614648535	0.247916782248334	0.469963894306396	0.00380641634049008	6.3121595036356e-06	8.65003637044489	275.41403323538	-16575.3267462401
HPD95.upper	-16638.8579306331	-16534.5178672355	-99.8372123396437	0.225485588825683	0.0252945183834603	0.0470337762299407	0.0264977537154442	0.0253017166082342	0.125102021652812	0.0401790722467435	0.0201648654406426	0.0469483980149318	0.03967245745998	0.189571120184354	0.058943651618838	0.0266380366155096	0.0203204808894798	0.0587670680518748	0.226915289048739	0.0342438920638036	0.221928441256663	0.350317081756096	0.101110643670236	0.284244806387264	0.100850543195388	4383.65448688712	0.422853340583929	0.857499860840892	0.0246947623168655	0.00247715885102224	10.3172368251804	324.939695666611	-16534.5178672355
ACT	14488.5334706045	18085.506249033	38720.3808909309	144600.965783731	9746.85147323358	5738.27235062372	2046.96386044151	6821.59489388888	119992.015608007	5277.37178753572	4379.45705297433	6659.59509818548	5638.99654233009	95094.5499493576	11260.946631146	1982.19177494018	5090.9039418482	6409.98213993283	160909.661575868	54868.7562087415	118087.932008126	58341.6248327449	47017.1484068132	68134.2816091175	84748.8881344012	3262.39997456555	6957.90327283774	7228.65960741393	35298.1213001874	9509.15714147499	17085.0402245208	16603.3877587283	18085.506249033
ESS	621.18778399899	497.641585260087	232.438312664119	62.2409397559682	923.385364465204	1568.4337462689	4396.80454253784	1319.35421847796	75.0058239658361	1705.41329327162	2055.07209937988	1351.44852912337	1596.0463767692	94.6436994001547	799.231209844044	4540.4789353803	1767.87857378676	1404.0756750212	55.9326264927633	164.029597568427	76.2152393301345	154.265501274633	191.421647313171	132.093562703619	106.197263446418	2758.73592145872	1293.50749027147	1245.05793449857	254.973909899058	946.466639061553	526.782488172482	542.064073355676	497.641585260087
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
