trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-18591.6581205989	-18522.7820986375	-68.8760219613885	0.180270095887973	0.0412966119973684	0.0153549602585765	0.0164877573465908	0.0413389493212994	0.207524714556036	0.0114000089457897	0.0124896262241423	0.0153361020894312	0.0114224052403749	0.152034444323946	0.0200669527194354	0.0164779240362915	0.0125657678073584	0.02007367603447	0.225860003210917	0.22551465268082	0.164207022211489	0.0588559102188526	0.0855375560135096	0.451575338858745	0.0143095200165833	5528.23191147298	0.486987508676785	0.738748252534443	0.405476557088387	0.00238548834917789	7.39926829712172	257.262699826173	-18522.7820986375
stderr.of.mean	0.285202432560048	0.243850558907429	0.136119791728662	0.000913188107297879	0.000271210957389259	0.000174709560175826	0.000139300028670323	0.000275987869380424	0.00109846345088323	0.000129387500811634	0.000149561061248225	0.000155445123269401	0.000129051997754834	0.000954438889238133	0.000159550696131844	0.000146300711250473	0.000150788326155621	0.000161955153283323	0.00121688861464607	0.00178000888011292	0.00177998598403384	0.000779688891287559	0.000859970394616438	0.00253825922381615	0.00057634383769437	48.8812193598014	0.00155995930780482	0.00265855074971486	0.000388049053570775	8.54194340998946e-05	0.0220185147764234	0.819968175947076	0.243850558907429
stdev	7.43683611851	6.5723591968642	4.03030483633144	0.00944037339236357	0.0147536982743204	0.00571649861815708	0.00447855022942843	0.0147887314742087	0.00882765174278903	0.00352987340621245	0.00487136257682788	0.0056591819967373	0.00352127576786686	0.0100792848977787	0.00659367578151776	0.00448230122518502	0.00487356091191177	0.00656141517274329	0.0104151830487323	0.0168016625562585	0.0178226428121156	0.0105701778613305	0.0140215163145432	0.0252529426777398	0.00676751583480694	2337.16092911439	0.0456754381117002	0.0687827420531451	0.00681352283792577	0.00128055885163453	0.354974670605968	12.3988191880304	6.5723591968642
variance	55.3065314535749	43.1959054126054	16.2433570737566	8.9120649787246e-05	0.000217671612769686	3.26783564513918e-05	2.00574121575134e-05	0.000218706578616252	7.79274352919662e-05	1.24600062638859e-05	2.37301733549191e-05	3.20263408721956e-05	1.23993830333663e-05	0.00010159198405059	4.34765603117738e-05	2.00910242732951e-05	2.37515959621143e-05	4.30521690691058e-05	0.0001084760379386	0.000282295864654379	0.000317646596808257	0.000111728660020161	0.000196602919759001	0.000637711113885214	4.57992705743627e-05	5462321.20857885	0.00208624564669575	0.0047310656043495	4.6424093462936e-05	1.63983097249955e-06	0.126007016771815	153.73071725747	43.1959054126054
median	-18591.3708003259	-18522.4823313347	-68.8002943922052	0.179891000350885	0.0409949853399953	0.0151398663368863	0.0163306076936935	0.0410657054610808	0.206914335193121	0.0112882023116273	0.012444765880074	0.0151230604175693	0.0112872510633838	0.152720303111452	0.0197894466504448	0.0163040091943353	0.0125246916165122	0.0197939681577074	0.225883428858347	0.22520671753563	0.163874993331012	0.0580675983458003	0.0848294490439113	0.450467463582724	0.0144085794245376	5065.93096132521	0.484995900927398	0.743394199788037	0.40552985942109	0.00225111700713363	7.4063934752944	257.678812379848	-18522.4823313347
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.180022457651076	0.038279868433109	0.0141334473493872	0.0158364063496876	0.0383269001113162	0.207336928023345	0.0108089391947154	0.0113761557475226	0.014142661501569	0.0108340100909117	0.151696356562287	0.0188736005827699	0.0158309308857804	0.0114561140002454	0.0188952599473953	0.22562082618974	0.224890280804551	0.163244868287055	0.0578747235639441	0.0843681623888992	0.45087588224307	0.0120813238384416	5104.74540753042	0.484856587571161	0.73543060613377	0.405419277299443	0.00197442460364313	7.39070384222456	256.961569309994	NaN
HPD95.lower	-18628.1997428848	-18556.5028634443	-85.9750323239025	0.152184054525732	0.00227411854143792	0.000456255618987801	0.00100066150571156	0.00185893710680709	0.180363880463992	0.000935344318854205	0.000408887737638294	0.000665500798765539	0.000935344318854205	0.121659212285241	0.00116507158598005	0.00100066150571156	0.000529142511565606	0.00162685113158179	0.199602316573959	0.181714439833702	0.111656770711691	0.0247454117493811	0.0481156568841398	0.377040866432694	5.41063688022161e-05	1084.79845359167	0.336369908566577	0.437727743420886	0.375620168837934	4.88522106784933e-06	5.82980689977542	202.671787561482	-18556.5028634443
HPD95.upper	-18579.9437692833	-18512.4756358068	-62.3804721400406	0.196546050206746	0.0656670302031483	0.0251458762908225	0.0241890281641166	0.0659296016637836	0.221942047309713	0.017411982121894	0.0206449163884322	0.0250055547764436	0.0174353237165946	0.168291956521907	0.0313860682282687	0.0242117017216997	0.0207033224523047	0.0313167647791858	0.24367286274519	0.25572268093837	0.196602089263835	0.0769555445186639	0.109114086860339	0.493425443523127	0.025321067016457	9976.39291880893	0.565545372427331	0.843679651126752	0.416610647373533	0.00466873260239023	7.97368795366281	276.953618271072	-18512.4756358068
ACT	13236.48090945	12389.3190925672	10266.1893427881	84214.0703729479	3041.27140037643	8406.50826874315	8707.02962550409	3134.44497490182	139355.254466015	12092.2995612472	8483.57053020317	6790.3067033208	12088.4855882563	80701.0751410883	5269.68601136269	9588.11658218022	8615.59257089379	5483.23696924894	122859.954656488	101014.177274329	89770.0501538969	48968.9297545704	33854.7450052522	90926.499030513	65275.0564664859	3936.85424769248	10497.928376769	13445.3914003964	29192.5702913133	40045.7843464882	34627.7139788097	39361.8815634108	12389.3190925672
