trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16652.836576329	-16558.9034289405	-93.9331473885446	0.201607286390648	0.0232734217499462	0.0315352780151167	0.0181839687786905	0.0232135294271772	0.234060548121454	0.012463766300812	0.0133116021963918	0.0316474615145491	0.0123971840478552	0.187997139231632	0.0109107739351586	0.0182206428136368	0.0132779725906273	0.0108665288544475	0.157032896031856	0.081419978787024	0.376030451969009	0.0346298400928703	0.0969836620896681	0.197826419757849	0.21310964730358	2754.44556975289	0.380948105689049	0.734773039549972	0.168234261226841	0.00394603033321651	9.15644290159036	293.229137064346	-16558.9034289405
stderr.of.mean	0.325130503723927	0.301439763185941	0.178412477385238	0.000683086039203087	0.00018333530666244	0.000237630993375584	0.000244488494003736	0.000232881541171743	0.00119246659997196	0.000133782250018203	0.000170130779420826	0.000264468991005841	0.000125080467763194	0.00106216763775471	0.000137464430189154	0.000200794123305079	0.00014801437938972	0.000117747263023696	0.000852244535411902	0.000703115603122822	0.00247711226487398	0.000746683284863005	0.000898326661506142	0.00169187831719581	0.00147434869255339	25.2829044922596	0.00130147815205112	0.00261390147581673	0.000777316925428006	0.00012266805123671	0.0300927417711357	1.09285790557538	0.301439763185941
stdev	6.60317943127383	6.14742684788973	3.65944159082041	0.00864087538765584	0.00604701458972864	0.0137739654642315	0.00935452386988754	0.00607455693985474	0.0106575021550547	0.00541489145942399	0.00484932514060379	0.0138410305319297	0.00538809531552196	0.00916559120197817	0.00390420975703798	0.00929769121266153	0.00484856967049944	0.00388323261102233	0.00866079634869902	0.00792784776468045	0.0217438190739136	0.00876893227233762	0.0113463491961917	0.0166431702594816	0.0173069588236044	1069.16618132336	0.0372342249050017	0.0687231536647234	0.00847659835362837	0.00177631515854284	0.423872684608222	14.2956348743079	6.14742684788973
variance	43.6019786015978	37.7908568501555	13.3915127566262	7.46647274649964e-05	3.65663854483911e-05	0.000189722124609841	8.75071168322957e-05	3.69002420155374e-05	0.000113582352184995	2.93210495173429e-05	2.35159543192919e-05	0.000191574126185811	2.90315711291497e-05	8.40080620817796e-05	1.52428538269506e-05	8.64470618860033e-05	2.3508627849687e-05	1.50794955113073e-05	7.50093933936383e-05	6.28507701799487e-05	0.000472793667919087	7.68941731968442e-05	0.000128739640081921	0.000276995116286092	0.000299530823721937	1143116.32328557	0.00138638750427625	0.00472287184962519	7.18527196487351e-05	3.15529554246908e-06	0.179668052756981	204.365176459529	37.7908568501555
median	-16652.449370493	-16558.5221955847	-93.7829278336074	0.201120291011792	0.0231878054375481	0.0313207819481976	0.0176099297761146	0.0230378643466877	0.233787134552586	0.0122727751129512	0.0131660619073764	0.0313297308725557	0.0122474255310338	0.187890785158745	0.0107440914864426	0.0176377100567604	0.0131864169142961	0.0107514958123452	0.157601702521823	0.0812512518606913	0.375174557717875	0.034444010917674	0.0970895630494444	0.19726482647077	0.212846915012294	2556.2488807199	0.378981396528592	0.739836020670796	0.168318134869992	0.00381769986028417	9.15920158220798	293.530968785578	-16558.5221955847
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.201422127896728	0.022429773266094	0.0278780362841179	0.0153688894562281	0.0223650608903795	0.23381904498543	0.0110781815765157	0.0122916833878195	0.0279744602380376	0.011010668359698	0.187773982660419	0.0101139756276622	0.0154205763190675	0.0122490417953057	0.010070072662773	0.156793359059635	0.0810363952128067	0.375411951650165	0.0334592542371786	0.0963105688700319	0.197126600028262	0.212400023776205	2572.53617970553	0.379141744466698	0.731436556802209	0.168019694158128	0.00347364446035212	9.14659299434453	292.87835757067	NaN
HPD95.lower	-16689.8210421031	-16588.3195040407	-114.40697398907	0.174570758388803	0.00206118816861277	0.000425952592010878	0.000738452003927845	0.00206118816861277	0.200495950317434	0.000238001762607038	0.000466700276185669	0.000891636410950844	0.000238001762607038	0.157959494782633	0.000382808664290125	0.000467951032748506	0.00038779882091794	0.000446656061694275	0.133685796909528	0.0554775969678185	0.315506725798295	0.00946200665648041	0.060232685854593	0.150563734178146	0.144750357099414	662.697492666839	0.248387837247347	0.43574536479157	0.132413934735918	8.40306661358965e-05	7.35846560327894	231.863295838982	-16588.3195040407
HPD95.upper	-16642.7438939246	-16549.5125819623	-88.1334161112441	0.215316276941033	0.0334075315032694	0.0540898616082385	0.03334275243576	0.0334448109382157	0.251931365714601	0.0214799118894918	0.0215428089234466	0.0543258596674522	0.0213891490787493	0.202713969666124	0.0176304895944866	0.0332272796328596	0.0215056302796305	0.0175491424906118	0.172766230819471	0.0951644601243252	0.412202059562109	0.0494049250619229	0.114519522114162	0.226954807081589	0.241605906030279	4750.66232666674	0.444963615856311	0.840226805135798	0.18215144658843	0.00712706887416679	9.84907381264119	316.197038703807	-16549.5125819623
ACT	21819.8492467874	21639.9797603964	21392.5875255223	56244.2129590273	8272.80323921272	2678.74082738845	6147.74698001446	13227.6723198984	112674.100163149	5493.63738375858	11077.6001427751	3285.90628227403	4850.1030171244	120866.980660769	11157.2431261769	4197.53444042326	8387.3167669119	8274.79682176191	87147.5749462922	70792.1947321356	116805.21609214	65256.2234797619	56415.5462252081	93005.5031439153	65313.2667937074	5032.75757521927	10995.9216838685	13020.1136676576	75682.5134653898	42920.5617376863	45362.3103254534	52597.246756514	21639.9797603964
ESS	412.473060570073	415.90149804443	420.711145356423	160.018240570925	1087.91418576716	3359.8248505341	1463.96721095682	680.399376575208	79.8772742535159	1638.27704147491	812.459367011	2739.0008195156	1855.65130642032	74.4628512336226	806.659844032986	2144.1396438173	1073.06069987788	1087.65208304941	103.274244929324	127.134072252664	77.0522096624559	137.919412434145	159.532267295118	96.7695426159179	137.798956350276	1788.30390009554	818.494370799632	691.245885383979	118.919147738345	209.692036534962	198.404797626675	171.11351933807	415.90149804443
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
