trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16296.4460731835	-16216.6602205497	-79.7858526337758	0.196378250083231	0.0114363475994666	0.00930299450181354	0.0307556485237317	0.011150394833787	0.178092417700925	0.0128757156039992	0.0177557257132746	0.00931089073204384	0.0128885699840264	0.186588280301449	0.0244344055910683	0.0305817888083843	0.01747386316027	0.0248843241039525	0.226090382758577	0.027176894960286	0.234460429978209	0.170850385566126	0.0271808537907574	0.229457445702422	0.310873990002199	4338.17143329553	0.448728996915744	0.779469335862006	0.138734894088825	0.00217928125909742	8.34640211136701	280.76647659335	-16216.6602205497
stderr.of.mean	0.204329394854277	0.20407073719138	0.119385162719855	0.0012116056547286	0.000161525249065372	0.000122966767795477	0.000179611809539289	0.00014777849069657	0.00107236777187674	0.00018729766349988	0.000160128560681175	0.000130978288625944	0.00018432716398815	0.00106835446128057	0.000186460379555706	0.000238668543010206	0.00017670692616759	0.00018892559637238	0.000845059791123393	0.000680801573343496	0.0017840270748025	0.000887106438644988	0.000568044956031996	0.0019673596776109	0.00158374706119749	34.8587819917028	0.00164322775641419	0.00234735452128111	0.000627140210662629	5.8137541928559e-05	0.0142029975135154	0.469992912472918	0.20407073719138
stdev	6.95994461585019	6.37249279712528	3.50297172188103	0.00979784767669514	0.00629547585341502	0.00351326066203045	0.00914660733170693	0.00624522275426623	0.00990321351144165	0.00450943234276247	0.00755710917553	0.00351455709916929	0.00448025314051378	0.00901496511924492	0.0101653137660712	0.00916248250601638	0.00753211415310608	0.010188052223049	0.00905197771908761	0.0084511647179943	0.01771616567937	0.0103128439898018	0.00806118131551935	0.0171573393763828	0.015606921571011	1729.12352084731	0.0437920155891954	0.0630727517397766	0.00751602249822896	0.00098920076504598	0.310851626346976	9.92784673289146	6.37249279712528
variance	48.4408290557021	40.6086644494135	12.2708108842981	9.59978190957203e-05	3.96330162209316e-05	1.23430004793707e-05	8.3660425680435e-05	3.90028072504046e-05	9.80736378532004e-05	2.03349800539522e-05	5.71098990908797e-05	1.23521116033213e-05	2.00726682030836e-05	8.12695961012027e-05	0.000103333603962677	8.39510856730562e-05	5.67327436154209e-05	0.000103796408099573	8.19383006268586e-05	7.14221850906718e-05	0.000313862526378889	0.000106354751157992	6.49826442016783e-05	0.000294374294476377	0.000243576000923687	2989868.15034739	0.00191774062936434	0.00397817201202749	5.64905941938839e-05	9.78518153567551e-07	0.0966287336025599	98.5621407517836	40.6086644494135
median	-16296.0249162952	-16216.2885940126	-79.6397477164081	0.195021576609443	0.0112021456008857	0.00922240715300055	0.0307583669597201	0.0107147779727125	0.178975638636904	0.0126966250813843	0.0175463229046941	0.00921672112915016	0.0127429291385313	0.185723116685471	0.0242230956940003	0.0305513523097949	0.0171908812754569	0.0247600205469882	0.226144803167796	0.0267244954952145	0.233706682527744	0.17084481534793	0.0270206185496578	0.230272948208821	0.310069310017906	4011.74750446456	0.446343460117984	0.784439200126816	0.138837393992666	0.00213566516339053	8.34539359640556	280.861599982775	-16216.2885940126
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.196136553158357	0.00932138036709107	0.00852947752499018	0.0292401917034704	0.00903740435737702	0.1778132911233	0.0119965559882869	0.0158381845317824	0.00854544562254849	0.0120233955098891	0.186371040367227	0.0219001538831105	0.0290557750080981	0.0155562327404754	0.0223636876762268	0.225908536666515	0.0257730899263912	0.233800272334951	0.170539243402008	0.0259098774063056	0.228812187607189	0.310483165325953	4031.22268900556	0.44661450172053	0.776837039046441	0.138529973773578	0.00190713221845032	8.34061026698357	280.590505319258	NaN
HPD95.lower	-16335.2235474819	-16252.5493380613	-98.188081776827	0.165800678846747	0.000225911133962781	0.000359310428472613	0.00207666524289133	0.000220960797614959	0.150439206955927	0.000252462708475829	0.000490386711530469	0.000447681143858049	0.000252462708475829	0.15655530407432	0.000898961502767547	0.002064205139636	0.000314819555774781	0.000714471702528731	0.197670516907008	0.00185159443128347	0.187340313576011	0.136922262663707	0.00479503086866267	0.183066544709316	0.261461275778937	768.964021480595	0.298265878263958	0.446369026256913	0.107530398858756	1.03767790337785e-05	7.15173937184001	241.104282521372	-16252.5493380613
HPD95.upper	-16285.7608914315	-16206.8431500078	-74.3022352646515	0.211708512238192	0.0219135665948914	0.0152147362440822	0.0460218283216282	0.0213359983668424	0.193954445856846	0.0205222046481583	0.0303938593035615	0.0151869342392549	0.0204567194099451	0.202533785633407	0.0409597958342178	0.0458364697620649	0.0301787142385169	0.0413845965559392	0.241559651370097	0.0409956503040049	0.264847633722995	0.188422062739262	0.0418321951093102	0.257101012564336	0.337011043672463	7631.75457106129	0.524065801728796	0.875228030127256	0.150758776752005	0.00385924061832792	8.86017629211964	296.934714703427	-16206.8431500078
ACT	7756.97942607809	9229.65079093218	10453.6982023839	137627.026175752	5924.69807073809	11025.4742393674	3470.50133604394	5039.28703200464	105530.435790023	15526.1392878666	4040.81266396048	12499.7096659857	15234.0748785207	126399.438239889	3028.12682668952	6106.69959334163	4953.54220255445	3094.8655596455	78438.7082133528	58405.0604807475	91265.3503417588	66594.3027779999	44690.0196810858	118334.166940308	92678.6411480286	3657.75732782222	12672.0875388165	12465.6900408421	62660.7605132242	31087.582707375	18788.6788681672	20170.4226852598	9229.65079093218
