trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-18487.8760814353	-18383.1194034153	-104.756678020009	0.156677255868108	0.0154702826670806	0.0208815564844158	0.0174507040003822	0.0154734193327204	0.20890814166011	0.0152917841108147	0.0385378219916425	0.0208883654755401	0.0151757311080348	0.14489661155944	0.0256001282479685	0.0175620769670414	0.0384473658037163	0.0258532793387856	0.222885475384199	0.0966410970733155	0.423991457371324	0.261905283078591	0.0802541474168325	0.123588731202357	0.0136192838575795	1879.87431708666	0.374518675599003	0.733042482365949	0.162890960932407	0.00290994992521013	9.13554592495153	277.002936135757	-18383.1194034153
stderr.of.mean	0.247632922864018	0.260764430489954	0.11429125583934	0.000855600991447067	0.000166350098862855	0.000151509051177669	0.000145027879184751	0.000163079208861504	0.000998620128462227	0.000190479957944572	0.000253629623652445	0.000163345759076356	0.000148898906481406	0.000766595725483042	0.000238747410983221	0.000151686943581503	0.000203784245743841	0.000201045404449945	0.00123209998449356	0.000621160794406552	0.001787259960464	0.00143087342546746	0.000851983371332005	0.000878201277348019	0.000416161439009582	12.534576037932	0.00106098732157021	0.00184071977121136	0.000320017949054078	7.63147587381812e-05	0.0157963146026512	0.539588905255553	0.260764430489954
stdev	6.35037509733856	5.96736600295733	3.17869151810794	0.00761960771270774	0.00446905270615067	0.00733754566881094	0.00596344646601669	0.00445703780501681	0.00913312664981154	0.00518372313850469	0.0111775925700906	0.00730947553355836	0.00509274218725084	0.00765211512716093	0.00791154710238203	0.005976139650676	0.0111363546879534	0.00782213844622666	0.00975092628489851	0.00993806653223107	0.0185118884544901	0.0144793883906287	0.00954113720359466	0.00816851982510026	0.00457002148009538	693.025330570458	0.037579426851623	0.0696676496020597	0.00567642565933232	0.0011989946428866	0.357678291618338	10.2359615168766	5.96736600295733
variance	40.3272638768977	35.609457013251	10.1040797672913	5.80584216955552e-05	1.99724320903526e-05	5.38395764418861e-05	3.5562693753047e-05	1.9865185995349e-05	8.34140024014978e-05	2.68709855766689e-05	0.000124938575662944	5.34284325756883e-05	2.59360229858044e-05	5.85548659193251e-05	6.25925775532095e-05	3.57142451243819e-05	0.000124018395735901	6.11858498719372e-05	9.50805634135247e-05	9.87651663990513e-05	0.000342690014151482	0.000209652688166674	9.10332991378182e-05	6.6724716133056e-05	2.08850963285332e-05	480284.108812292	0.00141221332249649	0.00485358140107536	3.22218082659264e-05	1.43758815367076e-06	0.127933760295013	104.774908174978	35.609457013251
median	-18487.55896961	-18382.7927365277	-104.692346977937	0.156121211853861	0.0152794381646914	0.0209436866218676	0.0173866003598653	0.0153272104995981	0.208197170067143	0.0150173329032387	0.0382509015198461	0.0208495294608654	0.0149660876442289	0.143692429208965	0.0256257177942304	0.0175604419289543	0.038205334349478	0.0258827589942154	0.222863148753576	0.0966890242524805	0.424760012702039	0.260558509198063	0.0802763118667889	0.123519209838702	0.0130095470970482	1753.16519980866	0.37224191037642	0.737055684420068	0.16291864343161	0.00288304592268946	9.1267234115333	277.001484415312	-18382.7927365277
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.156492292965947	0.0147759202951259	0.019372525801488	0.0162844026261651	0.0147892766198089	0.208707933044327	0.0143129881280748	0.0367666382679415	0.0194183025879534	0.01422466835746	0.144696824498324	0.0242444809083359	0.0163812771938905	0.0366813883777272	0.0245313818524805	0.222671584244749	0.0961311745463266	0.4235841942	0.261508729992178	0.0796735214718359	0.123317269364919	0.0128630439193001	1766.91749061945	0.372653694475475	0.729609684107039	0.162791870064596	0.00260445873786497	9.12856223315955	276.813502280465	NaN
HPD95.lower	-18519.0527488309	-18416.8608405125	-121.606042707381	0.134532869907762	0.00192174312869526	0.000618459785425914	0.000775741684845233	0.00192174312869526	0.182388561519904	0.000191269644984206	0.0021470169803491	0.000664877954493784	0.000897451132081312	0.120584834236893	0.00162840600594773	0.00148601547430819	0.00319608632014929	0.00250675701821303	0.197114667616753	0.0672931805148022	0.355764995769066	0.21645031908184	0.0508624297646899	0.0982018330843203	0.00439130990098279	473.785959860693	0.241379874411451	0.413283094759283	0.13982259563312	8.45217405328241e-06	7.8029671841829	236.903892790462	-18416.8608405125
HPD95.upper	-18477.9248604274	-18373.8488232922	-99.6426478398346	0.16968418049762	0.0230316116489356	0.0328860367211788	0.0272496952517743	0.0230951874228118	0.223744771948961	0.0241666390716736	0.0571438952413488	0.0328344322019173	0.0239590000130137	0.158903959537993	0.0386170834227799	0.0272493449354961	0.0569526750328334	0.038575400424678	0.238428392189576	0.11412930064667	0.452812397964358	0.285984686456055	0.0959678337613896	0.136197239030888	0.021370464454554	3183.02639078173	0.440009250138554	0.840655633793864	0.172211482024519	0.004943976801676	9.73909507914985	293.840884624373	-18373.8488232922
ACT	13685.495301446	17185.9625260634	11635.1437384786	113480.134593081	12469.7481692622	3837.23177124749	5322.93118621958	12048.8907223187	107597.99541114	12152.2721388494	4633.89206098469	4494.54572159208	7693.46785537647	90325.9015842325	8195.90686709273	5798.25666008392	3013.68330929102	5945.38267541352	143695.334292382	35159.8313327466	83891.2203617429	87891.0210798574	71763.6408468442	104026.480039615	74632.7938906745	2944.17479557784	7174.0201753896	6282.8334298946	28604.9554305085	36460.7077980516	17553.7089645264	25009.8589957654	17185.9625260634
