trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16440.7017984883	-16325.8127475058	-114.889050982541	0.227580857335943	0.0177271733066582	0.0274650540943945	0.01324267957382	0.0176697315026667	0.198899899550699	0.0049001667094449	0.0145598705652418	0.0277896696478148	0.00483456357014535	0.212936242384643	0.00971030078517559	0.0133294549568897	0.0147874384662638	0.00965602297530225	0.184910874574898	0.3153279039487	0.340864964803455	0.0282091745417432	0.114383710299529	0.136061476971575	0.0651527694349978	2020.21710752576	0.283727680887534	0.780762860250809	0.0587022943814093	0.00118220673050661	13.0360378892879	383.731056461307	-16325.8127475058
stderr.of.mean	0.321442892954598	0.266605967571231	0.185070357209093	0.00100421403501469	0.000122384428658447	0.000244490497532122	0.000195063731558982	0.00010292668909352	0.00110422741901955	7.43405623952367e-05	0.000171462463397338	0.000237341685859166	8.27445362121346e-05	0.000955079370877263	0.000175178821954407	0.000189410207003468	0.000167529807960034	0.000182029519283823	0.00116020019446737	0.00127878697704135	0.00139755753647576	0.000444144727840665	0.000970248089768873	0.00115091295046018	0.000798188896879028	12.814688516427	0.000883384199394579	0.00169644687111556	0.00065563907021284	2.96194368652909e-05	0.0285746221773403	0.786765626527712	0.266605967571231
stdev	6.23495337459967	5.67971476104228	3.10965289169368	0.00808989694250529	0.00602146644906308	0.0127442946120686	0.00414362143084342	0.00599684349208743	0.00916831481172902	0.00237271920857349	0.00646850629099845	0.0126875066548987	0.00234663184467784	0.00824014266170862	0.00391675836718319	0.00410007477995213	0.00644137235169911	0.00390250321553875	0.00916759191634524	0.0130936461190645	0.0130505479437954	0.00536059101696917	0.0116682626941333	0.0113080155783167	0.00869221533920334	697.215989073974	0.0260431764039388	0.0588775637532005	0.00751027259407294	0.000638787445900662	0.38385246154328	10.1839983348036	5.67971476104228
variance	38.8746435834318	32.2591597668016	9.6699411068189	6.54464325403564e-05	3.62580581971924e-05	0.0001624170451592	1.71695985621449e-05	3.59621318685914e-05	8.40579964869697e-05	5.62979644273359e-06	4.18415736366865e-05	0.000160972825118099	5.50668101445611e-06	6.78999510853105e-05	1.53409961068995e-05	1.68106132011995e-05	4.14912777732337e-05	1.52295313472903e-05	8.40447415446387e-05	0.000171443568691292	0.000170316801633303	2.87359360512106e-05	0.000136148354299302	0.000127871216319453	7.55546075030818e-05	486110.1354204	0.000678247037206675	0.00346656751351219	5.6404194437283e-05	4.08049401040291e-07	0.147342712232835	103.713822083282	32.2591597668016
median	-16440.3788786494	-16325.4956992655	-114.783256595227	0.22790386431109	0.0177409047993555	0.027118360064408	0.0130387231462637	0.0176254967773696	0.199544516284762	0.00474817518368484	0.014374775783501	0.0277594022587411	0.00467090265053996	0.212568738834643	0.00947144449951344	0.0131065138049989	0.0147228049407558	0.00942319134781834	0.184365829866347	0.315048293665614	0.340671059421113	0.0281312372181755	0.11368018928113	0.136138386305563	0.0645909249702402	1904.46831854591	0.281924858930302	0.784152294258892	0.058831789902814	0.00110295422814246	13.0307167303133	383.750519432161	-16325.4956992655
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.22743736439867	0.0165641281742588	0.0239111170428151	0.0125329100099592	0.0165165330090368	0.198687626571724	0.00424443514780017	0.0128468036487932	0.0242812247932815	0.00417798501193688	0.212776613375284	0.00881673203698542	0.0126493332688267	0.0130927451024528	0.00877273897079312	0.184684702002475	0.315056407257441	0.340613429562366	0.0276951866048959	0.113793064420234	0.13558956021596	0.0645728947909252	1912.17147500783	0.28254670807653	0.778483667613139	0.0582075600379977	0.000991297575823748	13.0303877964573	383.595778699911	NaN
HPD95.lower	-16473.7995734769	-16356.8664812237	-130.081954018392	0.20803324708845	0.000435391036002479	0.00072945918754231	0.00106903851213181	0.000835844505563212	0.168820589178921	0.000169023042630636	0.000471920026905583	0.00072945918754231	0.000131055510246817	0.187331314662583	0.000401530058794529	0.0015098090464968	0.000471920026905583	0.000281069560165069	0.156841364744113	0.280923053653741	0.293203723248534	0.0143190931000143	0.080475240078971	0.102450937952122	0.0417446505504124	544.60196810069	0.197843734400774	0.517456588980059	0.0266948669433897	8.77103685806679e-06	11.5206478239157	338.321190002357	-16356.8664812237
HPD95.upper	-16431.0396096533	-16317.0397850136	-109.956420427948	0.241402516625788	0.0276067309943099	0.0473611073524409	0.020394944635778	0.0274892328574615	0.212719137344163	0.00891465435244163	0.0253974503353225	0.047552037991281	0.00875069592944718	0.22649155234191	0.0164584882681796	0.0203418153981244	0.0253546290698258	0.0165255308708337	0.199806452862566	0.337608554508793	0.360992258824287	0.0378951987007435	0.135052944931969	0.155032620234379	0.0793260111037878	3343.14880423892	0.329391124923642	0.87175692262572	0.0708648717314729	0.00236695322195839	13.6722927219547	400.419939593732	-16317.0397850136
ACT	23921.2431303348	19830.2957066071	31878.098389046	138678.49017389	3717.83658828939	3312.33972307402	19945.0635404008	2651.26467714472	130551.097974093	8834.89722141164	6323.71978772542	3149.47372131726	11190.029763351	120907.148088363	18003.3014149384	19207.2730928678	6087.93323612462	19581.2140360143	144144.418758776	85845.5368398162	103210.625370471	61782.6003661345	62229.4132298503	93229.7816310606	75891.4621450037	3040.35252113554	10355.0895286149	7471.76790139013	68589.9932021926	19350.1064842836	49874.07372195	53715.1292583607	19830.2957066071
ESS	376.238807948357	453.856066150408	282.328634856482	64.899033647646	2420.7895603451	2717.14279103215	451.244488731227	3394.64410233559	68.9392899766035	1018.69889082444	1423.22878022988	2857.65203852399	804.29634150542	74.4381133977489	499.913865383163	468.577707854947	1478.35064067312	459.629315294075	62.4380747967881	104.84062807824	87.2012931584756	145.673700146382	144.627749690605	96.5367486927751	118.591732793391	2960.21594122203	869.147482996588	1204.54758750275	131.215933692676	465.118887449533	180.456484268278	167.552421901678	453.856066150408
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
