trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-18113.0130651509	-18022.6413780018	-90.3716871490607	0.142270363648466	0.0178825525205188	0.0154785798239518	0.00904665240325647	0.0176390389683781	0.213634226504168	0.0185907929458289	0.00735272523674655	0.0155553878277646	0.0184675471487575	0.210056226207692	0.0310356260595604	0.0092174504785514	0.00739483124798428	0.0308944164543944	0.235483582523979	0.0102006084102412	0.156845286869355	0.216162063723111	0.0456587141847745	0.462204349050183	0.108928977762335	3162.02059874241	0.375132893216867	0.715422293188116	0.435163280272219	0.00246392118189512	9.10033415944451	299.646357898396	-18022.6413780018
stderr.of.mean	0.320432142240865	0.215441082438756	0.172449119062003	0.000847093599195619	0.000204441719828066	0.00018069798505307	0.000160324122236231	0.00022671386709487	0.000928361432576211	0.000352345536449599	8.5941556100881e-05	0.000182792836725561	0.000332417317438801	0.00105540778641873	0.00041296839571311	0.000159980490854267	8.98109561760825e-05	0.000346286385495844	0.00121984908500864	0.000471077236419444	0.00183681308051498	0.00236220041549956	0.000745804364300923	0.00266398537388106	0.000986113218202715	26.3158790907765	0.00114051440759006	0.00223170268749541	0.000536182170087187	0.000115370676106485	0.0289011962781409	1.02271145011665	0.215441082438756
stdev	6.89042540906065	6.35621632357318	3.9923805767918	0.00861607020710604	0.00773352234862926	0.00564312469574606	0.00356897673061297	0.00780107916297127	0.0099348278773969	0.00878740197548025	0.00267654211209301	0.00560080257922851	0.00865761928162287	0.0108161100636003	0.00912933857335326	0.00357343151570234	0.0026969311067101	0.00912192818260823	0.0106423605543943	0.00489990372661478	0.0156261971917854	0.0197604642557126	0.0071731168450789	0.02235341929301	0.00888475343659644	1247.24934615574	0.0353895187547819	0.070246033833678	0.00773871496022775	0.00137100030474766	0.393389097039636	12.9784875984206	6.35621632357318
variance	47.4779623178286	40.4014859520581	15.9391026699444	7.42366658137804e-05	5.98073679167482e-05	3.1844856331739e-05	1.27375949036568e-05	6.08568361069445e-05	9.87008049535027e-05	7.72184334786742e-05	7.16387767780732e-06	3.13689895314927e-05	7.49543716255281e-05	0.000116988236907915	8.33448227869158e-05	1.27694127974147e-05	7.27343739434056e-06	8.32095737686623e-05	0.000113259838169729	2.40090565300934e-05	0.000244178038676561	0.000390475947601295	5.14536052731547e-05	0.000499675354089113	7.89388436291122e-05	1555630.93148593	0.00125241803769506	0.00493450526936224	5.98877092356528e-05	1.87964183561818e-06	0.154754981669661	168.441140342357	40.4014859520581
median	-18112.6798109697	-18022.2936834735	-90.2840537634541	0.143102723242531	0.017497442793051	0.0151766861596001	0.00878684502980327	0.0170982387285151	0.213160122711279	0.0179544301838417	0.00734362050694095	0.0153046368605893	0.0178646483842066	0.210466052001215	0.0305964607104556	0.00898322363124903	0.00736050701663695	0.0304444443929565	0.235019172099742	0.00996164709757541	0.156128300694445	0.215565211009545	0.0455333037905789	0.460495860330277	0.108735857084947	2926.5445205897	0.373255205285669	0.71889600384532	0.435066895663565	0.00228614071568229	9.10768528542106	300.19248052791	-18022.2936834735
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.142004975449822	0.0159433110833439	0.0143089819838096	0.00826800725835977	0.0156719750345455	0.213404231626049	0.0162655899054034	0.00677862115941072	0.0144071546696723	0.0161789559047296	0.209775710068915	0.0296214144292159	0.00845052253144377	0.00682135895450149	0.0294682747183878	0.235244016972955	0.00872573804773374	0.156059508887341	0.215252242485937	0.0450817183306089	0.461669128141676	0.108564647373381	2947.10694299831	0.373474898446215	0.711863190236755	0.435094407143437	0.00202124256999135	9.09179235003224	299.36299786917	NaN
HPD95.lower	-18150.4351025837	-18055.325552031	-108.462552552438	0.115632691301156	0.000436501450643667	0.000616839990858889	9.00228197111656e-05	0.000947044739540978	0.187761727410817	0.000912497099666454	0.000266350176811585	0.000656489259992253	0.000749725184540265	0.176689507134417	0.00453302119678981	9.00228197111656e-05	0.000266350176811585	0.0047946469309578	0.208962762455386	0.000322568938987085	0.112096178662999	0.160580798894228	0.0241501813152465	0.394344614386237	0.0821315427705375	577.785241190758	0.255748470266082	0.411414239521168	0.400024603532009	4.53506067790732e-06	7.4451091059179	242.335244294231	-18055.325552031
HPD95.upper	-18102.3004380517	-18012.802616082	-83.9944821544056	0.155360150070519	0.0309759067785782	0.02509226879402	0.0152786213083877	0.0310228084160369	0.231092263777635	0.0332551506646959	0.0118243796992686	0.0250734440202057	0.0328211104889401	0.227953714848007	0.046819513459946	0.0154533626082687	0.0119054728554913	0.0463499963978101	0.253624362110463	0.0188352056470749	0.184704373345163	0.247592579689344	0.0572982623475382	0.503870571767526	0.124070753869592	5491.32099951126	0.436779341547602	0.82502188788191	0.447859338977836	0.0049049448454025	9.73849243784048	320.054109305245	-18012.802616082
ACT	19463.5737256258	10339.5637592531	16791.9294766195	86993.5094820434	6289.65567810144	9228.04779279174	18161.5461363423	7601.325131789	78587.9562801044	14469.6848023242	9278.99142989096	9586.5054908628	13268.2248507755	85692.1227674612	18416.0936601356	18038.7164791123	9980.71017850279	12970.0021043876	118243.909990804	83186.2702019673	124355.739752792	128612.0631224	97291.8675202444	127825.721480339	110867.769384437	4006.56049192872	9347.48436343556	9083.88369572615	43204.555799153	63732.1078210735	48576.8679930923	55885.684290087	10339.5637592531
