trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16668.8750613104	-16569.8122073102	-99.062854000182	0.239209852496636	0.0253763365583785	0.0162668708427891	0.00884995001999181	0.0252226870928288	0.172723529277347	0.0303781950297869	0.0106703249240489	0.0162656412530403	0.0303872271731718	0.207593531919182	0.010781733694824	0.00889779980044926	0.0106668502466815	0.0107677976405739	0.17594167203027	0.0415242329112561	0.224323180950448	0.303145777856616	0.276825881547609	0.123694405466829	0.0304865212672427	1696.37142989642	0.388220463454101	0.666753035920539	0.228843481738856	0.00373527790469679	8.26619269896844	246.434398878567	-16569.8122073102
stderr.of.mean	0.281003376345593	0.265008972890814	0.167308454421727	0.00131764901017766	0.000240962513004575	0.000172953527973287	0.000143416773902644	0.000312322727469282	0.000848656985581225	0.000232750994773762	0.00016064862701527	0.000159254290185053	0.000256357808600318	0.000970169710183629	0.000156969825829035	0.000148165239786143	0.000184571376094348	0.00012283277326489	0.000924276195375498	0.000674215169604843	0.00153231970545237	0.00338983618076305	0.00177541455645873	0.0014129823033889	0.00077912119414088	12.9558029028438	0.000989437369370511	0.00196976999917908	0.000530474842328334	9.3617067484596e-05	0.0230477645411435	0.737690974703915	0.265008972890814
stdev	6.35421937813434	5.75000698632218	3.64270692574834	0.0117363325567814	0.00938899916740663	0.00526883078708867	0.00351362284113007	0.00944218962530929	0.0093064405068306	0.00883688782784285	0.00402986497023637	0.00527419774284524	0.00888977995295154	0.00903871972069293	0.00471747242887119	0.0035138521645725	0.00408701052752418	0.00467591539335867	0.00993216681321013	0.00702033204393449	0.0168552021908087	0.0260442407674076	0.0170588274238224	0.0162107499647715	0.0106193008419864	625.411538787627	0.0367605024666785	0.0737880232931716	0.00783031373564005	0.00139592616209372	0.368652873062022	11.8562091789123	5.75000698632218
variance	40.376103905458	33.0625803427539	13.2693137468949	0.000137741501883366	8.81533053655624e-05	2.77605778629734e-05	1.23455454697109e-05	8.91549449202984e-05	8.66098349071774e-05	7.80905864818771e-05	1.62398116783382e-05	2.78171618306338e-05	7.90281876118991e-05	8.16984541892433e-05	2.22545461171598e-05	1.23471570344709e-05	1.67036550520935e-05	2.18641847658486e-05	9.86479376054326e-05	4.92850620070933e-05	0.000284097840893043	0.000678302477150698	0.000291003593075756	0.000262788414420341	0.000112769550372612	391139.592848708	0.00135133454160268	0.00544467238151364	6.13138131985532e-05	1.94860985001769e-06	0.135904940816883	140.569696094124	33.0625803427539
median	-16668.4702605235	-16569.4308850466	-98.9426426424457	0.240203732219111	0.0250108986709095	0.0162972367592994	0.00869220094683389	0.0248861407842697	0.172086748973952	0.0301561259024285	0.0104332473038407	0.0162614714269316	0.0301279695732372	0.208991960908537	0.0105796795727987	0.00879125469400508	0.0104614292487601	0.0105625484623596	0.174921889670854	0.0413900886747299	0.223556373515234	0.302836031622375	0.276786259243305	0.122247392849323	0.0307169471000042	1583.70811674864	0.38660947582654	0.670895969375258	0.228920614214021	0.00372799335977354	8.26494028271198	246.407550935433	-16569.4308850466
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.238919878483362	0.0234348773913608	0.0152876021682597	0.0080452112016668	0.0232403342928042	0.172472790651304	0.0289692130797885	0.00980736295690216	0.0152950908743351	0.0289676406146694	0.207394830079932	0.0095617460433667	0.00808676709727717	0.00976933036285287	0.00958130765950328	0.175665200974221	0.0409206977730124	0.223692247665717	0.302024652827764	0.276297788017032	0.122631978220593	0.028322364974033	1594.18290181809	0.386490210549279	0.662521238110436	0.228709217842013	0.00342548326627909	8.25795325484421	246.148363571318	NaN
HPD95.lower	-16702.5166665476	-16604.0006546223	-115.85959130706	0.208014048078849	0.00073563899664373	0.000701235000973438	0.000222726559173402	0.0009642056138469	0.147144778901611	0.00169131367186014	0.000788055191581857	0.00077362984681964	0.00242327365560662	0.1771253869092	0.000509020641974778	0.000287297339694147	0.000426647766041059	0.000420853427807372	0.149054124119557	0.0207055234328006	0.180842074844441	0.229604330796404	0.216880267164598	0.0780698187911187	0.00488907216994377	421.788311056621	0.262566679515735	0.364084376643572	0.196456971224312	7.18293399798285e-05	6.69851834584212	202.007406623588	-16604.0006546223
HPD95.upper	-16659.1498468519	-16561.0699529308	-93.2776304187289	0.256299894388063	0.0413241238715834	0.0249997049456152	0.0148471982026589	0.0410759655220932	0.188770022433809	0.045194473148646	0.0175936519719927	0.0251209745701751	0.0453131010803287	0.221958919744172	0.0187176560377685	0.0148371309993813	0.0177715459612727	0.0188308072941704	0.194317776341431	0.0537710822010603	0.252278930473466	0.348711640502637	0.305747136075187	0.150650310094307	0.0471242745905712	2867.01071013718	0.451724911715686	0.782623074272024	0.241690741739731	0.00608942287275511	8.87475261847969	265.895234319767	-16561.0699529308
ACT	17601.1553575085	19117.3161557032	18985.8401921302	113442.862250054	5927.92739682057	9697.79184141186	14994.5046787196	9847.00708997244	74841.0168282736	6243.48275533235	14302.6185788945	8205.63082037923	7484.34137329424	103686.948327715	9964.51398255257	16001.77627546	18355.2243425891	6210.65972177634	77939.5753598363	83008.820263505	74382.9416246978	152467.236170727	97486.3276505397	68376.9524034335	48446.3092892491	3862.24122320911	6520.12991514604	6413.59887166886	41306.059640677	40478.8048819954	35177.4926192515	34841.7326274393	19117.3161557032
ESS	511.33575138638	470.782610210431	474.042755491571	79.3359742648393	1518.25408739439	928.056628475716	600.226562520139	913.993451793604	120.256249599751	1441.51915728658	629.262393480931	1096.82000043771	1202.52398322106	86.800702934704	903.215150860221	562.443809054021	490.3290655575	1449.13751568824	115.475353290646	108.423417793795	120.99682808204	59.0297314101114	92.3216641441531	131.624760736603	185.774729428094	2330.27909958505	1380.35593111313	1403.28389412637	217.888127753948	222.341050488947	255.848252102952	258.313789851887	470.782610210431
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
