trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-17038.7624800415	-16961.6436921244	-77.1187879170901	0.225088602145691	0.0105185948109437	0.031718261319248	0.0285818188709846	0.0104548334852767	0.175325030177772	0.0108949624350494	0.0121640257814125	0.031644005644193	0.0108348194275967	0.19738235302194	0.0210382924059103	0.0283288338956745	0.0120797760382728	0.0211009049383692	0.172844885601666	0.272067314633947	0.0631309676361172	0.246629493582721	0.014542611623135	0.224665593344237	0.178964019179843	4655.59973664584	0.477898926103496	0.754712001684753	0.190607006342653	0.00385784619362236	7.62147331435233	261.811538982407	-16961.6436921244
stderr.of.mean	0.390438924604012	0.344272992504494	0.153235839373566	0.00101273920179423	0.000143442675443201	0.000241946108498939	0.000233238604418061	0.000121456329678276	0.00112497572822575	0.000158990586978393	0.000158586989077492	0.000294102028056094	0.000127512848226198	0.00105864663607138	0.000164794329283873	0.000317880069256662	0.000162068223448113	0.000206178914839715	0.000921340300751935	0.00202754702058226	0.000573623951334349	0.00149996263201507	0.00082278528129894	0.00206149489174408	0.00113079183366591	40.9056385389289	0.00160324762819209	0.00250831037860727	0.000607307628847023	8.28298765779296e-05	0.0175006703558707	0.631293566031766	0.344272992504494
stdev	7.53664727047134	7.01280629603851	3.63275066089846	0.0097814538827541	0.00414799187482687	0.00948418309012014	0.0113179997152359	0.00410650067182043	0.0102650349860482	0.0042577237411451	0.00469688719873439	0.00960145469489468	0.00422075781670658	0.0105432122201705	0.00696059285700387	0.0114126743424379	0.00465864951454045	0.00701354613152241	0.007863983675839	0.021455592982514	0.0067113262371901	0.0151156111838239	0.00993707064711778	0.0197332065968856	0.0139669315905506	1910.96268659097	0.0464928782516077	0.0674722944613003	0.00753167177688455	0.00143974561495662	0.353624572017816	12.0236938611728	7.01280629603851
variance	56.801052079503	49.1794521457573	13.1968773642582	9.56768400604452e-05	1.72058365936297e-05	8.99497288869208e-05	0.00012809711755408	1.68633477676617e-05	0.000105370943264794	1.81282114559106e-05	2.20607493576349e-05	9.21879322581151e-05	1.78147965472897e-05	0.000111159323919553	4.84498529209733e-05	0.00013024913564654	2.1703015299328e-05	4.9189829338993e-05	6.18422392538623e-05	0.000460342470231303	4.50418998619963e-05	0.000228481701460541	9.87453730458097e-05	0.00038939944259537	0.000195075178055121	3651778.389543	0.00216158772811882	0.00455251051987241	5.67260797547193e-05	2.07286743578683e-06	0.125050337934784	144.569214067205	49.1794521457573
median	-17038.4486239594	-16961.339771051	-77.0575351985798	0.224866857909932	0.0104669231681061	0.0316927761040983	0.0286801757845082	0.0104016500742427	0.175795247380796	0.0108941576677829	0.0120526765042784	0.0316031875627222	0.01084227864133	0.197508924738527	0.0209694914386667	0.0282308405300455	0.01195012332242	0.0210627577684113	0.172710505161422	0.272155841802947	0.062910465029402	0.245507037580703	0.0124369483901024	0.224684176331759	0.179183209796553	4280.17060345299	0.475086289840032	0.759114410606492	0.190739300326806	0.00391340477270722	7.61227888922884	261.368430421527	-16961.339771051
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.224876643281761	0.00955735220763391	0.0301385000769141	0.0258819803963848	0.00950606827580174	0.175023705472795	0.00990525917656823	0.0111025556879516	0.0300197368098241	0.00986102738212185	0.197098946558421	0.0197371529109558	0.0256220228994496	0.0110219093647114	0.0197698802277284	0.172665984600086	0.271223175402127	0.0627734897755807	0.246167340402329	0.0105921818718791	0.223798450839568	0.178413428131408	4309.67872176387	0.47565700479073	0.751573257653413	0.190457476715736	0.00351651481711758	7.61328217192788	261.535910765816	NaN
HPD95.lower	-17075.7896589242	-16996.6678712935	-94.8288837064642	0.19844841218076	0.000423817572831782	0.00216258473404435	0.000617021576237282	0.000348521482172112	0.144246871530556	0.000432475232608413	0.000445131121533653	0.00414810872989668	0.000582067602503344	0.162597123992538	0.000949348923204758	0.000668980481875671	0.000461635245405233	0.00117426114012727	0.150223507073151	0.209996896091786	0.039866059662746	0.199285886379946	3.2396523966062e-05	0.165512371656772	0.136076487852304	846.649148231537	0.324041194013949	0.408918903930658	0.157532232616206	7.2218449120652e-05	6.22356330095248	215.042944773498	-16996.6678712935
HPD95.upper	-17026.868270995	-16950.636203907	-71.2949240463441	0.241399767790526	0.0173968854789051	0.0473741327212345	0.0466063019147657	0.0171777414355739	0.192866710936148	0.0179428871301094	0.0199636757412649	0.0474451928176818	0.0177038519137604	0.214424498958829	0.0325354661082136	0.0468054630748628	0.0198626751915424	0.0327009757350638	0.18654080471424	0.307897790114613	0.0751910213025707	0.272048177109246	0.0342027168387993	0.259100292324073	0.201791954610369	8310.4619738278	0.558884489855137	0.856650637941554	0.202731577986021	0.00614560896952347	8.21326226241865	282.238884173637	-16950.636203907
ACT	24154.1826113313	21690.2587084294	16013.7126653129	96478.5857338723	10762.7553716528	5857.06350885495	3822.11737942358	7872.97765444126	108095.582591914	12549.6142437892	10260.2361435968	8444.31594240182	8214.28062668582	90739.9752326822	5044.69103436876	6982.23171500535	10892.2644238648	7777.78067975185	123537.110546764	80371.7333812149	65747.6693169627	88624.12589295	61701.9348189696	98222.664209626	58993.7256655845	4123.86507893295	10702.1456089634	12438.1016462664	58516.3476560565	29788.2512946006	22042.8126091185	24810.151464943	21690.2587084294
