trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-17450.6601538591	-17362.2833962515	-88.3767576076151	0.231612701538823	0.0136707823581934	0.0108146355684427	0.0095314407217567	0.013522320585843	0.17039837683189	0.0104990329675138	0.0297292974246883	0.010806203695865	0.0104785456065633	0.182311465744489	0.0343105529229756	0.00960581259098236	0.0295427078936558	0.034114428255812	0.199051695292506	0.0230068204065872	0.216724874191443	0.220489174474465	0.10203480447171	0.367316771935795	0.0704275545199995	5305.68644989975	0.361112348833987	0.831946127455727	0.0650868268313759	0.00214832166563533	11.2863078027475	382.916106992558	-17362.2833962515
stderr.of.mean	0.345232000454705	0.278591259188325	0.0925870921670472	0.00125012587222588	0.000216701694327646	9.91935648927089e-05	8.18844006013263e-05	0.000157718474121559	0.00103006927481108	0.000118933814103632	0.000109726903272815	0.000105512511309369	0.000118501373571638	0.000968305161800552	0.000277245267127361	0.000114314604999297	0.000144786395144385	0.000225157698045435	0.000740788360175133	0.000406211508734035	0.00126316837806019	0.00120230868373037	0.000802213325584097	0.00172752402871454	0.000508114505120853	45.7968552792882	0.0013645599525864	0.00211003908000557	0.000432343040253517	4.42008967975293e-05	0.0227698655053714	0.780084310295617	0.278591259188325
stdev	7.3053834080912	6.40618606505806	3.09381432981575	0.00982189690058991	0.0049555025367612	0.00326771408776292	0.00417399977989369	0.00475503825489272	0.00779489805240096	0.00370295871883346	0.0109355337769244	0.00326884420469077	0.0036927192006532	0.00897144572061728	0.00696867176561238	0.00420686810044449	0.0109340049287121	0.00693161552738249	0.00701664678166496	0.0051901085106184	0.0131856476665337	0.0129560134619523	0.0092894930765127	0.0141986633840465	0.00534976010346446	2079.86414138926	0.0343845767889925	0.054005450522484	0.00626612584199514	0.000957013013213938	0.352340183242988	11.0965307351369	6.40618606505806
variance	53.3686267392141	41.039219900144	9.57168710737327	9.64696587258178e-05	2.45570053918467e-05	1.06779553593642e-05	1.74222741625526e-05	2.26103888054932e-05	6.07604356473242e-05	1.37119032733848e-05	0.000119585898986255	1.06853424345404e-05	1.36361750948728e-05	8.04868383179821e-05	4.85623861768432e-05	1.76977392145375e-05	0.000119552463781101	4.804729381945e-05	4.92333320586492e-05	2.69372263519935e-05	0.000173861304385966	0.000167858284826289	8.62946816185775e-05	0.000201602041893463	2.861993316462e-05	4325834.84663688	0.00118229912095812	0.00291658868613646	3.92643330677193e-05	9.15873907460821e-07	0.124143604727702	123.132994355839	41.039219900144
median	-17450.2179176484	-17361.8836881394	-88.2736944808087	0.231650866644235	0.013112766168864	0.0107726364457963	0.00931686939127303	0.0129934146555649	0.169758699226298	0.0104239549894256	0.0296459263191116	0.0107929600728974	0.0103868095773546	0.182281876063524	0.0340824803263786	0.00945258651574397	0.0294997281339193	0.0339470479732841	0.198772466786848	0.0226300565503151	0.217098784279813	0.221272912694505	0.102059187009857	0.366014065182633	0.0703089249934916	4922.04943123654	0.359744063342379	0.837609918144674	0.0650708853842373	0.00206009054874956	11.2855888201777	382.882553685383	-17361.8836881394
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.23140584480715	0.0127393998719136	0.010268953876487	0.00845063037774567	0.0126491220499793	0.170220743125695	0.00976022564091542	0.027343122496395	0.0102544578389155	0.0097394247094394	0.182090216374091	0.0335777560901871	0.00850160220418692	0.027167041297281	0.0333843414738242	0.198927659962596	0.0224191829066988	0.216322204757247	0.220105797424422	0.101610940862015	0.367043445824937	0.0702233799755215	4944.02753831882	0.359485138567337	0.830135175463572	0.0647804243604639	0.00191002437025538	11.2808059810584	382.755158267767	NaN
HPD95.lower	-17490.884413206	-17396.4941767886	-104.47234675543	0.20384768835789	0.00127117468058629	0.00128050858613825	0.000181985227506194	0.00100275011735479	0.152691496754772	0.000656246385774474	0.000901640325544573	0.00087069310725308	0.000747620205299789	0.162437975038044	0.0104838748324988	0.000181985227506194	0.00123067194503327	0.0109895127815734	0.180113311611755	0.0096729659564156	0.176239224892923	0.18421412876835	0.0732106630401517	0.320342406563672	0.0528028231686944	996.869251901578	0.246286148393359	0.582367320377038	0.0371791978821359	3.10032387937149e-05	9.81441861147609	336.467677113712	-17396.4941767886
HPD95.upper	-17439.4423511139	-17352.4553948674	-83.4620504088228	0.251252945006961	0.0225416687188834	0.0162534880707441	0.0164695235184773	0.0220044487832926	0.182288445871617	0.0167501728561374	0.0477395763352937	0.0161633734099729	0.0167165775749141	0.196465172481661	0.0459732155585778	0.0165852720888132	0.047622595943107	0.0456905768317379	0.209971146487042	0.0321269913452635	0.238427053405189	0.241013041162149	0.117602720790334	0.392941333561748	0.0791707968148674	9244.31435911583	0.420244630144067	0.910680067713786	0.0752618304089545	0.00386617323728053	11.8678195361363	401.183604056487	-17352.4553948674
ACT	20099.1907165004	17020.7379399173	8060.36865273077	145800.580739236	17210.4298600023	8293.18599431348	3463.69796423034	9901.4685510877	157164.514955711	9284.43460263651	906.126396354243	9376.95829466663	9268.22800018184	104843.650870545	14245.2728886943	6645.50758744257	1578.1180577952	9496.14150091932	100316.317096829	55130.772888894	82596.5801356726	77505.3525098184	67117.8787423713	133228.082277822	81188.9789950131	4363.589514656	14174.2596934131	13738.7847857594	42845.1067026086	19198.5745569828	37587.1232823723	44478.6046867433	17020.7379399173
