trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-20571.9135407761	-20480.1115808198	-91.8019599562967	0.209797168886107	0.0179797016513391	0.0356912098904466	0.0110526172364518	0.0179088419409539	0.19805844961898	0.0157246022378824	0.0141219694763056	0.0354188048914157	0.0157522246442902	0.198756411452758	0.0249207918036855	0.0111361563415651	0.014087516842558	0.0247178476108417	0.154875685474419	0.128993536779359	0.392889111907873	0.0419483462722516	0.0370298979038914	0.185863477306447	0.213275629830178	4426.85729145748	0.341395668224569	0.792484556965527	0.393779331349889	0.00209756880567362	11.1968539392065	375.776379718347	-20480.1115808198
stderr.of.mean	0.30456988312363	0.20491601029845	0.184906187500802	0.000952636034929245	0.000266699657366067	0.000211680804854759	0.000131118768358394	0.00026613763686291	0.00128309525742797	0.000179094375435774	0.000238134743938474	0.000189387169817167	0.000171097621364085	0.000993439929756321	0.000207526889619001	0.000164766645805289	0.000226048006785273	0.00020653531053143	0.00125068132628817	0.00140620035540795	0.00215055484516027	0.000744714601350176	0.000574668841861545	0.00195405293694245	0.0011366282755676	34.3332012052739	0.00112572025389093	0.00223581932213633	0.000634564052558237	6.33441449901033e-05	0.0214989132186865	0.72209430979948	0.20491601029845
stdev	6.9259503913351	6.01159925061452	3.67728080824059	0.00902257419713795	0.00566590265128622	0.0145685209653304	0.00429668136634937	0.0057004710489522	0.00992288363679672	0.00681077130143033	0.00540126035631603	0.0145358716433358	0.00679645323992796	0.00942517591950767	0.00741488124282938	0.00433241478517526	0.00538447586972571	0.00741143675614464	0.0107451677435871	0.0132967013050926	0.0193320295709635	0.010890711712489	0.00806829331291042	0.0173356281366048	0.014938657762125	1714.30859991697	0.0319287816777154	0.0606482564091172	0.00775635660377606	0.00120961424157366	0.398474128661937	12.937513589314	6.01159925061452
variance	47.9687888232348	36.139325549989	13.5223941426545	8.14068451428595e-05	3.21024528538523e-05	0.000212241803117272	1.84614707639339e-05	3.24953701799422e-05	9.8463619669408e-05	4.6386605720387e-05	2.91736134367112e-05	0.000211291564431535	4.61917766425272e-05	8.88339411136672e-05	5.4980463845263e-05	1.87698178708052e-05	2.89925803916584e-05	5.49293947903318e-05	0.000115458629837824	0.000176802265596852	0.000373727367332608	0.000118607601604546	6.5097356983155e-05	0.000300524002890645	0.000223163495733897	2938853.97574927	0.00101944709942322	0.00367821100546602	6.01610677649405e-05	1.46316661341782e-06	0.15878163121289	167.379257873684	36.139325549989
median	-20571.555564188	-20479.7676961806	-91.6968667994893	0.209339230939477	0.0177818711524444	0.0355968255552815	0.0107527529010679	0.0177561089344661	0.197673183375105	0.015440804699508	0.0139277026977256	0.0352309533187936	0.0155026147026007	0.199284497184345	0.0246341961354157	0.0108552388546347	0.0139146624478523	0.0244395622536101	0.155032032334587	0.128599512094339	0.39396512448715	0.0411809030925248	0.0372290148899526	0.184996878635178	0.212935494966938	4115.73468358349	0.339834703878823	0.797772607123595	0.393856369079495	0.0019111417768388	11.1938326212113	375.88908849057	-20479.7676961806
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.209602968483443	0.0170013159351968	0.0320802095217493	0.0101184274882345	0.0169091960102154	0.197809323917179	0.0139658545837533	0.0129293423731248	0.0318129286414724	0.0139992725649275	0.198531858198597	0.0237122029982381	0.0101897930846279	0.0129012225871907	0.023488399791734	0.154494846646517	0.128302198806063	0.392409657766659	0.0404872647704307	0.0360906251930524	0.185056111437434	0.212754867330601	4134.95934606958	0.33991124281859	0.79008361519544	0.393702868781002	0.0017149794574848	11.1897609112824	375.553124819195	NaN
HPD95.lower	-20613.4988903337	-20514.129094573	-108.793786901772	0.180761367528326	0.00166178869939521	0.00147345153798642	0.000458938605686736	0.000567227824122232	0.170911416235515	0.000332097676307763	0.000729115810993664	0.000974082233531105	0.000536757086050811	0.169308846433591	0.00283448290651223	0.000377315641040356	0.000493971084920372	0.000653288567796076	0.121826322175461	0.0919477600663008	0.333245000534339	0.00945248091092848	0.0120339591691529	0.134461669949043	0.170282261085888	984.633495013422	0.232842215721784	0.499716880127994	0.35612164162249	1.38945834051647e-05	9.28367427770278	315.167086090676	-20514.129094573
HPD95.upper	-20561.1354706448	-20470.8196561283	-85.9635684886784	0.224603483824799	0.0275084494075376	0.0595163468990008	0.0185646022113043	0.027392170303846	0.214141619719314	0.0272121850011283	0.0232604551932603	0.0593992955350063	0.0271908181051512	0.213249344196269	0.0374471522260898	0.0187225161715284	0.0232550312255007	0.0371703229398491	0.172157099718625	0.151125093781929	0.424455406067137	0.0603052199761036	0.0504840570213949	0.215643698639539	0.237980576037628	7636.75282867746	0.396748699673571	0.882192136782196	0.406506454457033	0.00438158747849532	11.8593290434125	397.045385416327	-20470.8196561283
ACT	17404.3444441945	10457.171950271	22755.7842420899	100331.105081763	19941.1044379666	1900.09160458843	8381.19479763094	19617.0461264523	150481.985170018	6223.2007127018	17494.3500735681	1527.78224559435	5703.81967193996	99987.7516843059	7049.89849262566	13017.3041518535	15861.9655813697	6989.18150991539	121929.681976734	100658.183839839	111375.240112394	42083.2937268487	45657.7446095172	114349.954042183	52102.2243880206	3609.88277445867	11187.6475152337	12231.4876168691	60239.021104222	24680.9392758982	26198.4298433777	28036.8176394068	10457.171950271
