trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-18826.0230095768	-18727.0583518404	-98.9646577363991	0.139041357692836	0.0285111064601505	0.0193152367034698	0.0333091841317515	0.028213621551332	0.150072586758577	0.0300110042435504	0.00923319919246323	0.0193660857583311	0.0297620984620552	0.221125189583438	0.0186618878654583	0.0336214686143879	0.00922433066959524	0.0186852839296914	0.211846358382913	0.00294045666453958	0.299769384723242	0.0757229254654757	0.0764276236722833	0.449392904302003	0.0957467051724568	3167.90627982761	0.351177042819447	0.754560952591089	0.0756016796320714	0.00398266603317402	10.194263641703	330.920665013526	-18727.0583518404
stderr.of.mean	0.269622037943157	0.263765789566265	0.201313944241659	0.000914595390934185	0.000200291022283587	0.000153862079577657	0.000225871155840507	0.000184681042274282	0.00118887207087099	0.00018461497988916	8.50186419126747e-05	0.000153728855498912	0.000159430390034815	0.0011262645359855	0.000185620383109988	0.00021479526100796	0.000102029738883884	0.000178566777147788	0.000928656499431342	0.000249805725229746	0.00186914315889928	0.000556628487688634	0.000599855236054688	0.00253746757640389	0.000740736469820252	27.1794396961169	0.00109776274559678	0.00202956058695936	0.00029570732898015	0.000101001473974641	0.0242272723957917	0.811558166293517	0.263765789566265
stdev	6.52563461945271	6.03830499114952	3.61763226398276	0.0070377660165596	0.00718434306158681	0.00766704202847523	0.00898853010629412	0.00714369602779673	0.00938864365357039	0.0081979786740963	0.00349547210618322	0.00764780620407987	0.00816208751540737	0.00886552519170208	0.00380547930309311	0.0089568538818039	0.00350214376903861	0.00378922884530446	0.00822309806509002	0.00242061998287472	0.0145756548481659	0.00584783490341795	0.00571872870354531	0.0175176559672503	0.0072448466147717	1226.3850469731	0.0331466702344272	0.0663584606087149	0.00436294918155397	0.00121822264758958	0.339770145743152	10.6397423041685	6.03830499114952
variance	42.5839071865998	36.4611271661413	13.087263197409	4.95301505038411e-05	5.16147852265705e-05	5.87835334664055e-05	8.07936734717558e-05	5.10323929375588e-05	8.81466296537276e-05	6.72068543409378e-05	1.22183252451049e-05	5.84889397351626e-05	6.66196726091689e-05	7.85975369247042e-05	1.448167272627e-05	8.02252314599856e-05	1.22650109790159e-05	1.43582552420874e-05	6.76193417880872e-05	5.8594011014924e-06	0.000212449714252863	3.41971730576332e-05	3.2703857984753e-05	0.000306868270586942	5.2487802471569e-05	1504020.28343921	0.00109870174762986	0.00440344529435837	1.90353255608225e-05	1.48406641910016e-06	0.115443751938323	113.204116299113	36.4611271661413
median	-18825.6487656939	-18726.6872316189	-98.8484863789072	0.139088055256714	0.0281266217096737	0.0192738139897369	0.0330082137446803	0.0278435226693872	0.150038043346727	0.0299302809218064	0.00915091256523355	0.0192843762963134	0.0297167486953262	0.219877868052978	0.0185822479033194	0.0336447957364666	0.00909816208545782	0.0186264357191611	0.211981108667403	0.00260312299163793	0.298850497141707	0.0755311158473736	0.0761447304761836	0.449160256915921	0.0953405034032091	2943.18421520818	0.349725682318094	0.759770871435421	0.0756360964938459	0.00399448256657689	10.1900816089985	330.78238489433	-18726.6872316189
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.138862129159623	0.0275795460083611	0.0174847811481799	0.0320382195811346	0.0272775030280709	0.149775100297641	0.0288128591298632	0.00846063077487533	0.0175775481174433	0.0285654470278215	0.220949716371748	0.0182568053821129	0.0323583868288319	0.00845183504742571	0.018283360171227	0.211684750199951	0.00176326389026271	0.299415483863693	0.0754982119735044	0.0762137568581162	0.449049771391862	0.0954721603999726	2960.64851463761	0.349621684531335	0.751532368688952	0.0754750389886139	0.00376159452380066	10.1886032022833	330.749628788028	NaN
HPD95.lower	-18860.5014225491	-18758.9720733444	-116.858378730945	0.116209480855372	0.00636071558755912	0.000362989792956563	0.00911752279380294	0.00563692043823987	0.120460672931719	0.00648689239830763	0.000321653673425109	0.000510262774590466	0.00539357982821064	0.197256494601353	0.00503812184667744	0.00911752279380294	0.000321653673425109	0.00619329424135963	0.185447274692715	3.26084836223366e-05	0.255786881514073	0.0579296584271239	0.0602472747396458	0.383792470930235	0.0740554733054736	739.125567875094	0.223166055537917	0.429842397060686	0.0584378454594755	3.05471411505684e-05	8.75683316179622	285.324275313248	-18758.9720733444
HPD95.upper	-18816.0059962722	-18717.8522021835	-93.1779012238119	0.149854778503811	0.0409013060044748	0.0318454782629625	0.0479003560585272	0.0404032450792428	0.16504363320913	0.0433385073465475	0.015052692045235	0.0319083113534278	0.0431590115715668	0.238119029945362	0.0250246079046589	0.0480197124200934	0.0151104091040534	0.025060382205027	0.222674129147241	0.00805101956679669	0.325798486539999	0.0851954140975565	0.0864190742100949	0.476350908982152	0.10758628446006	5471.99852419098	0.407385688090051	0.853210513206171	0.0826635785936656	0.00597932970456391	10.7600011635306	348.718744601338	-18717.8522021835
ACT	15364.1230513178	17173.1258548089	27870.2836313697	151995.55189216	6995.05850575939	3624.51596896794	5683.11838760951	6015.07726116876	144313.529132935	4564.18054624761	5324.25876223189	3636.46614306675	3433.85721382472	145249.414809207	21412.8813332655	5175.84093875933	7638.85239884003	19986.7491024892	114784.111161429	95850.4279568178	148003.330778	81542.338447538	99023.079757441	188838.928161969	94083.0902867603	4420.4839204229	9871.420913491	8418.87274679418	41343.4179048529	61864.9398116462	45759.4842536749	52362.4061434761	17173.1258548089
ESS	585.786768951192	524.080477607387	322.928181106483	59.2129170094763	1286.63684407925	2483.11776718774	1583.65520233086	1496.25675768148	62.3649082249906	1971.89833066515	1690.39492667844	2474.95773256669	2620.98842193134	61.9630723595144	420.312421290922	1738.86719211224	1178.20053721246	450.303346174447	78.4089357745911	93.8973376733873	60.8101179391689	110.373336984816	90.8889121813412	47.6601942597372	95.6611860066263	2035.99880963688	911.732979362658	1069.0386077432	217.691242187879	145.479815019649	196.682723741084	171.880947856735	524.080477607387
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
