trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-17338.091149465	-17267.6843866884	-70.4067627766488	0.165854349748024	0.0114095992722599	0.0240952876933942	0.0167503028687014	0.0121710277489036	0.161867804740269	0.0227867356022824	0.0149980818553453	0.0240808278812397	0.02220515590116	0.225483451599446	0.0379916955090453	0.0180947306373064	0.0155696171149901	0.0421608418261772	0.184480490001455	0.0072299968114616	0.714926650479124	0.0483929981159329	0.0536054688153255	0.143118037713654	0.0327268480645032	5436.96764998088	0.497706012187443	0.746903080637701	0.252087832679512	0.0010982199033311	7.29419679967124	253.39461556241	-17267.6843866884
stderr.of.mean	0.305923014992978	0.284674393492081	0.193804046131899	0.0007527167081585	0.000344028544973993	0.000187172527591363	0.00082978473459602	0.000408222053471247	0.00105701839651732	0.000380324578173891	0.000319586316902042	0.000154747317169205	0.000387499506651935	0.000956764230374511	0.00273765362006895	0.000869382511083979	0.000414494775969231	0.00271035003503911	0.00119944819880591	0.000438360754662703	0.00255703261395357	0.000699131164190594	0.000733480393587211	0.00156769122278141	0.000364997973911065	51.1943416056648	0.00184644131457652	0.00272754410847734	0.000241506175044297	3.27026822665176e-05	0.019191476324559	0.677720335200857	0.284674393492081
stdev	7.81353987410725	7.08662604403741	3.91916483685203	0.00761603769103279	0.00549068443839337	0.00794345147342477	0.00834708954778166	0.0056506359603092	0.00941793511147193	0.00604536031471641	0.00587419062783023	0.0079195698993241	0.00601402532610778	0.00864147086913026	0.0266753685902083	0.00831011984445236	0.00606051178529889	0.0264691339394742	0.0118265683624968	0.00543788838317689	0.0219011123419445	0.00870437734568865	0.00844184760566245	0.0156727822696348	0.00502993373344435	2245.54694819749	0.0470510976011889	0.0669913411088541	0.00540899404736933	0.000586960838075425	0.277142891488421	9.16427748490078	7.08662604403741
variance	61.051405364264	50.2202686880293	15.3598530184174	5.80040301112321e-05	3.01476156020151e-05	6.30984213106542e-05	6.96739039186858e-05	3.19296867559394e-05	8.86975017638959e-05	3.65463813347481e-05	3.45061155320885e-05	6.27195873902804e-05	3.61685006230658e-05	7.4675018782027e-05	0.000711575289423472	6.90580918291609e-05	3.67298030997468e-05	0.000700615051505823	0.000139867719232809	2.95706300678902e-05	0.000479658721814475	7.57661849761378e-05	7.12647909972288e-05	0.000245636104071377	2.53002333628414e-05	5042481.09655905	0.00221380578547661	0.00448783978356284	2.92572166044769e-05	3.44523025434205e-07	0.0768081823025625	83.9839818202593	50.2202686880293
median	-17337.6426984969	-17267.2179313456	-70.3100938235129	0.165860763946888	0.0112802082232532	0.0240818955986702	0.0156044649298308	0.0122808574996659	0.161671081230196	0.0228434691961053	0.0148358906873686	0.0240219602963512	0.0222193752328405	0.225720093122781	0.0253902756603346	0.0208211804457853	0.0152998985693206	0.0552355708015915	0.184641646316327	0.00667169121399431	0.71438645877273	0.0473815576138816	0.0530717962315378	0.141607146983406	0.0327214722411521	5000.73214683121	0.494716662923959	0.750038765692004	0.252045617531497	0.00102697787826336	7.29244612330377	253.451791221126	-17267.2179313456
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.165679987408081	0.00983155270342376	0.0225881255627194	0.0143541277152355	0.0105709406524917	0.161594417375028	0.0219068220897266	0.0136540179271243	0.0225689832749878	0.0213178776198641	0.225318054185933	0.0268770098634265	0.0156906520870581	0.0142079936422156	0.0307685836558836	0.184102638501686	0.0050457383059202	0.71459011124422	0.0476207959292685	0.0529452501917726	0.142270529002962	0.032335267446679	5025.3786741718	0.495504762572924	0.743796528261574	0.25202974620734	0.000923535743956102	7.2889281529671	253.228520720765	NaN
HPD95.lower	-17378.9730231864	-17307.2080541812	-89.1019521376097	0.145977841711942	0.000218130286157074	0.00104215635892844	0.000824166279709312	0.000196520655819234	0.134604902140576	0.00232669312976867	0.000831568740447305	0.00130308681715859	0.00289955297388799	0.202073185310933	0.000552429782694715	0.000845638259436843	0.000450491368720947	0.000737408595481333	0.155596119051548	5.26357798440041e-05	0.641138662009354	0.0250471513556846	0.0318759758112954	0.0979193177295089	0.0190621360685483	1006.76246313929	0.330427544455611	0.406608197614442	0.226725181011311	1.22799719870708e-05	6.10496021838826	207.78441082708	-17307.2080541812
HPD95.upper	-17326.0568393633	-17256.9433362463	-64.1226907557705	0.178596029075961	0.0204296253276983	0.0372893351077818	0.0289253645681876	0.0212475043437807	0.178694433053784	0.0326707319393081	0.0250676459603573	0.0371943941286285	0.0321584095304778	0.240991543800105	0.0745874109242042	0.0293660515329239	0.0259763779914647	0.0749483707822985	0.203802572934836	0.017655157842766	0.751992162916636	0.0634256233681562	0.0690912616768465	0.169615584585261	0.0408137115169041	9715.33604305939	0.579445113441822	0.851859563043147	0.260943661014067	0.00218578268685625	7.75399478841023	268.399822907289	-17256.9433362463
ACT	13796.5705259685	14523.1320292511	22008.0279561786	87911.8567151379	35332.835994154	4996.98707473513	88941.2535055367	46972.1865968005	113369.495351853	35621.0660306839	26639.298897345	3436.25649467186	37364.0816028399	110325.785866196	94793.5195130417	98503.0627720866	42098.0550688498	94365.6229789364	92573.782599672	58485.1035257623	122682.522835258	58060.9867518713	67942.9676511949	90047.4383061978	47391.3292138091	4677.80544088139	13860.3440062749	14919.3097334201	17941.7987805311	27937.7229823877	43157.0539995082	49220.6202254077	14523.1320292511
