trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-18738.0774568403	-18642.2430763517	-95.8343804886403	0.164733092545279	0.0188044363474049	0.0329380614487588	0.0268317642281246	0.0186067258915983	0.153469614732452	0.00978094841474582	0.0127891124770406	0.0327392249532057	0.00987918293528407	0.20756997486145	0.0190722896121826	0.0266609358870951	0.0128050348560489	0.0189213447121479	0.234398256097182	0.0229144577647534	0.193542157210772	0.538402491725466	0.00781000461726033	0.214433102289012	0.0228977863927357	3111.06664868509	0.386041582974306	0.793365378662229	0.293574783669928	0.00164467363174818	9.8402948543406	312.759084938889	-18642.2430763517
stderr.of.mean	0.226620461869032	0.224760881178893	0.126142769137916	0.000772276251963634	0.000194346601840909	0.000387395039059884	0.000160546957880908	0.000229063519624453	0.000838783593786948	0.000166415619758963	0.000131428017962963	0.000371250675393541	0.000143880023149544	0.00160358642316123	0.000244630504293117	0.000165931046090031	0.000130504014654249	0.000215655172436303	0.00117396799946442	0.000552288259714428	0.00155687974719623	0.00189445478888928	0.000375191495477507	0.00146008434742792	0.000381761512864789	22.1260666308764	0.001171591862555	0.00184148979334047	0.000336974498083065	2.72726982666396e-05	0.0227117555547456	0.693688504642122	0.224760881178893
stdev	6.79497873554938	6.16333264679252	3.34024366921215	0.00761582916268497	0.00851932110556935	0.0174431218235954	0.00782511711112833	0.00855311621506086	0.00827273468102523	0.00396962375819331	0.00372125413163553	0.0173988656483422	0.0039443766232405	0.0114215574480215	0.00645342361876044	0.00784478912649927	0.00370563887605652	0.00644964788866647	0.00894980109202399	0.00688519948834375	0.0133338428749624	0.0182547527988783	0.00551776084963711	0.0163345015770937	0.00604632764698725	1182.01512300658	0.0380818297636037	0.0606841121973935	0.00645720532557653	0.000604405279340825	0.334681212803287	9.86466530908339	6.16333264679252
variance	46.1717360165682	37.9866693150185	11.1572277697118	5.80008538352028e-05	7.25788320997994e-05	0.000304262498952791	6.12324578028733e-05	7.3155796988337e-05	6.84381391026376e-05	1.57579127816128e-05	1.38477323122145e-05	0.000302720525849063	1.55581069459661e-05	0.000130451974538457	4.16466764031751e-05	6.15407164392411e-05	1.37317594797414e-05	4.15979578877798e-05	8.00989395867938e-05	4.7405971994289e-05	0.000177791365814186	0.000333235999748157	3.0445684793788e-05	0.000266815941772077	3.65580780147223e-05	1397159.75101627	0.0014502257581441	0.00368256147318585	4.16955006166539e-05	3.65305741695061e-07	0.112011514203479	97.3116216602333	37.9866693150185
median	-18737.7440549003	-18641.889324919	-95.7159453233996	0.164808383886732	0.0186367798633984	0.0337011003548249	0.0268933760954193	0.0182926450346016	0.153208845518329	0.00960720858458473	0.0126631423420679	0.0331270833602894	0.00975818853413058	0.208374486179635	0.0194912790876089	0.0266704098161777	0.0126719380125771	0.0194188351568977	0.234043262921641	0.0226864470183143	0.193229871805367	0.538670864126417	0.00706782774020092	0.214172561523628	0.0221363629267546	2889.97539708607	0.383544673926537	0.797215527489182	0.293555158079698	0.00160972027347184	9.83507401628993	312.627911190374	-18641.889324919
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.16455698886799	0.0165154739347806	0.027254400679259	0.0255453078139985	0.0163038554836599	0.153246772499647	0.00883947819915224	0.0121953573560096	0.0270700857541167	0.00894738714542348	0.207254599195614	0.0177746690154441	0.0253614921713992	0.0122185292146912	0.0175982704468502	0.234228184152676	0.0218610435838485	0.193078274384673	0.538092192707361	0.00536135053097124	0.213815972988987	0.0220993014095986	2912.89198536312	0.38418604508931	0.790978327248627	0.293503767835319	0.00152117561412592	9.83460830577428	312.603522466585	NaN
HPD95.lower	-18769.2074071821	-18673.5923316217	-113.173074935694	0.13867873876129	0.000372858178917378	0.000809310055564706	0.0018439592273572	0.000572016018408311	0.124322860011165	0.000335885097109252	0.000948083378761094	0.000871532319384111	0.000335885097109252	0.179939896330642	0.000748824139450183	0.00128113098518083	0.000948083378761094	0.000674262767187538	0.209734343182371	0.00458653654609973	0.14593294223341	0.489671798773947	6.54756102355589e-05	0.172505513806686	0.00525012935189833	734.104869713993	0.248585335020464	0.481190712716661	0.26928817219273	4.7597384059826e-05	8.5645440143322	273.98023617675	-18673.5923316217
HPD95.upper	-18727.5169244261	-18632.7493098633	-90.5283701936577	0.177488541969883	0.0327223829384242	0.05800886805392	0.0398254461091278	0.0326156292885579	0.16821621818633	0.0164808574860376	0.0190660836883511	0.0578878956606489	0.0163332002057417	0.226746400509818	0.0291269577705705	0.0397816008428594	0.0190405616019522	0.0288898564470346	0.249690174511908	0.0352434209249504	0.215760537246107	0.567809545423649	0.0185966326901276	0.242918431990841	0.034201747757403	5360.47274061685	0.452972313262892	0.886012589465984	0.304247284640727	0.00269518645734004	10.3981905418072	329.149533671204	-18632.7493098633
ACT	10010.7022923435	11968.8588527799	12835.4450397721	92545.1114687289	4683.67160158466	4439.17423631199	3788.47982685095	6455.13935446108	92521.8209772972	15817.2868400378	11226.3807262318	4097.65268539071	11975.3097325845	177409.386312076	12932.5266534062	4026.57009563489	11162.5666598008	10062.1377055163	154856.079697865	57908.3347633357	122699.270701223	96930.1952512134	41612.3970583153	71909.5590189934	35879.2569361319	3153.58742422761	8518.43056899645	8287.64493118515	24510.2300244512	18324.9258683977	41445.8691666299	44504.7939683934	11968.8588527799
ESS	899.047812747722	751.95974074919	701.191113522917	97.250949911505	1921.59074452507	2027.42661605398	2375.64944551415	1394.25340117253	97.2754308652055	569.004032804054	801.692034100549	2196.40381726052	751.554673822839	50.7306867302285	695.927427114909	2235.17777816827	806.275140323382	894.452080005417	58.1191259494611	155.419768791182	73.3508842274669	92.8513553147654	216.284103686392	125.158603706954	250.844102374275	2853.92436907131	1056.54438656302	1085.9659257522	367.197696268929	491.139776751901	217.153124809997	202.227652292733	751.95974074919
n.samples	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001	90001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
