trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-14877.2081384033	-14790.7508850438	-86.4572533594379	0.171490297278516	0.0199319402953723	0.0201061464741312	0.0217751590143278	0.0198900344233199	0.172146913100839	0.0245824840039425	0.0223370719653427	0.020165759545996	0.0244154063330407	0.205667871923312	0.0148380310697982	0.0218335224005034	0.0224540702249061	0.0149172227187199	0.203448069227932	0.116826172996358	0.0754150390474783	0.550627629390449	0.095970630889792	0.0463826310581102	0.114777896617813	3209.13965447643	0.419951612184298	0.727423291339575	0.0566379056825064	0.00157471039781377	8.31226081006378	270.422262414485	-14790.7508850438
stderr.of.mean	0.261093885150722	0.281775754805259	0.125740248481681	0.000910788853456052	0.000197766839846186	0.000212959280636454	0.000126037697644798	0.000263328909370172	0.000984746941562714	0.000241461657109643	0.000233751982435506	0.000225589425504957	0.000340027962888728	0.00108878830893315	0.000150363683141136	0.000116434455530447	0.000252268475276718	0.000135618129981528	0.000794803259055181	0.000884797332215193	0.00075670208357822	0.00260928042903954	0.000810557777733366	0.00054423393897874	0.000941590077365469	25.5127391570197	0.00129429339701398	0.00192594264124445	0.000404429523192609	5.46962823782631e-05	0.0206727058155344	0.730143780554777	0.281775754805259
stdev	6.88167767799392	6.327612304561	3.32184639113973	0.00858282980238513	0.00827142801424209	0.00636140426764447	0.00735823438334716	0.00834315018393927	0.0100477112369973	0.0113141752380827	0.00635663429152687	0.00636786654583304	0.0114174122039897	0.00954336198845668	0.00463558860220498	0.00736955031292866	0.0063914154273456	0.00464761305009415	0.00857807223672186	0.00991498294911712	0.00835668548234561	0.0196034711622838	0.00875891105392712	0.00638130711590777	0.0099699663036131	1236.55690610591	0.039298855840578	0.0683909282436388	0.00531492339040472	0.000942595479629544	0.313513681980937	9.76522339864577	6.327612304561
variance	47.3574876637998	40.0386774768318	11.034663446328	7.36649674167104e-05	6.84165213947888e-05	4.04674642564052e-05	5.41436132402723e-05	6.96081549917659e-05	0.000100956501102082	0.000128010561318043	4.04067995162153e-05	4.05497243455396e-05	0.000130357301435814	9.10757580427199e-05	2.14886816888927e-05	5.43102718147869e-05	4.08501911649113e-05	2.16003070634055e-05	7.35833232984184e-05	9.83068868812832e-05	6.98341922508458e-05	0.000384296081610494	7.67185228506067e-05	4.07210805075352e-05	9.94002280951806e-05	1529072.98203821	0.00154440007037853	0.00467731906602655	2.82484106458712e-05	8.8848623821805e-07	0.0982908287892443	95.359588025459	40.0386774768318
median	-14876.9050588222	-14790.4544849976	-86.3985532499034	0.171727978820065	0.0192833509524507	0.0197373767870576	0.0217172395167279	0.0192855724092564	0.171402271971666	0.0244507463940433	0.0218162271510653	0.0197749321532557	0.0241316382556545	0.204932457510456	0.0146625218018092	0.021782379156752	0.0219953352315055	0.0147616315771635	0.203278188331241	0.117004596043953	0.0749754911444675	0.550430840917672	0.0957750943476467	0.045987243482402	0.114480023958739	2979.83115878041	0.418421550365165	0.732248025643061	0.0568068973175745	0.00141745341376764	8.3155435984709	270.780501419933	-14790.4544849976
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.171275189419045	0.0180491558645255	0.0190322664851234	0.020343950883301	0.0179623080719515	0.171859172873433	0.0214530476443705	0.0214061511372974	0.0190944292392414	0.0212312011554325	0.205447610227707	0.0140674082767158	0.0204035815103065	0.0215187504706145	0.0141461479222631	0.203267450047678	0.116401104165196	0.0749538434189156	0.550279553433614	0.0955738194458008	0.0459418254453125	0.114344709482421	2998.67746794578	0.418119209205248	0.724073583309048	0.0563818661140551	0.00126804374527188	8.30633349922366	270.244938779171	NaN
HPD95.lower	-14910.0228340186	-14822.9335908779	-101.745278845677	0.150358490161638	0.00133511881578343	0.0027222952769559	0.000619744380559124	0.00138687397013853	0.138697388447877	0.0010097846584603	0.0028848662165283	0.00214093377771279	0.000546749152238069	0.1808815516876	0.00153331394136713	0.000897873232199753	0.00372998771833022	0.00205311551027777	0.179381603210502	0.0843267022572672	0.0537183600461836	0.49159769546413	0.0746183342896681	0.0296707486854513	0.0891092744136938	758.872164569306	0.28434435304145	0.408674695375946	0.0316998679349774	8.57900182299675e-06	7.06827610410567	222.701021456409	-14822.9335908779
HPD95.upper	-14866.4778267152	-14780.8641456097	-81.1064708020842	0.1848385514427	0.0335641908467519	0.0310880322706068	0.0340691192745297	0.0337214902856866	0.192684259614105	0.0427205615520651	0.0335020575576816	0.0312851641854005	0.0431919530174854	0.222578168576078	0.0228755002515431	0.0340995340122739	0.0336798669654751	0.0229275421786092	0.217789535999185	0.132823173955825	0.0899736541388983	0.587292659277983	0.11059384473849	0.0572549631221368	0.13130120692752	5526.5269984418	0.487620251045258	0.83111393071912	0.0649382451993063	0.00334516463433635	8.82309531449316	285.969020005186	-14780.8641456097
ACT	12955.2934912366	17847.1974827323	12895.3176930735	101348.405912725	5145.03659737481	10086.248405539	2640.56095400042	8965.60224283397	86448.5075641808	4099.14292398678	12170.2265326584	11295.1519999851	7982.45382749213	117145.77032347	9469.31681481276	2246.58868055527	14020.8512166578	7663.33988266208	77264.9253919052	71671.4473879624	73794.5442323911	159447.629421473	77074.4140913775	65462.7821627783	80274.7339323234	3831.14396875631	9762.21049538621	7137.27138151192	52111.574394067	30304.5208721536	39131.2896485283	50314.7041771206	17847.1974827323
