trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-20614.2061404629	-20517.3767644297	-96.8293760332689	0.189792891193684	0.0299843579889834	0.0120226580821098	0.0156722403465272	0.0298048250331668	0.199435152186919	0.0103627677650443	0.0130385807227477	0.0119986983576381	0.0104262191295984	0.199248369030793	0.0140230938837575	0.015649450037261	0.0130740577463867	0.0140378402337296	0.221428798261654	0.121568842897735	0.343978527438975	0.0346737470171681	0.172307900285151	0.265913694742798	0.0615572876181721	4699.90026645409	0.299505920838555	0.834065277206002	0.195320247263898	0.00215453791843492	13.5791770922729	454.873702393185	-20517.3767644297
stderr.of.mean	0.340815852712705	0.300911958064433	0.100319046666458	0.00107041690085105	0.000279296587101364	8.81017992588766e-05	0.000170228462738221	0.000247405510818376	0.00110401128985749	8.4943311428943e-05	0.000118954163007959	9.94398708521433e-05	8.41406684531474e-05	0.00118022646266114	0.000171967193797058	0.000182935692035815	0.000123602704299138	0.000161101512682068	0.00119854310888105	0.000806671959618062	0.00187092933836079	0.0004249688413152	0.00106860843329453	0.00151498481572125	0.000649431957726213	35.7811779363419	0.00103424432974659	0.00195649413627398	0.001087755935295	5.67855230434175e-05	0.0162717064680894	0.522072144590589	0.300911958064433
stdev	6.68549790513282	5.99062235696126	2.93440357379755	0.00836281744572349	0.00838378652589384	0.00407955573850248	0.00369238986717923	0.00839673922883977	0.00799498549254278	0.00380178480855194	0.00400494047542253	0.00408063304032329	0.00379335286996956	0.00862532716586615	0.00477990064531218	0.00371858783371195	0.00400510643855351	0.00473289523962259	0.00893799360285445	0.0073268872698672	0.0150092689810274	0.00483909055292394	0.011195700423323	0.0121873287623597	0.00660648877651786	1829.88003171246	0.0278776697994658	0.0526948277816846	0.0101152279314464	0.00129560493897073	0.402193952499771	13.21607347746	5.99062235696126
variance	44.6958822395354	35.8875562237241	8.61072433391581	6.99367156304972e-05	7.0287876511759e-05	1.66427750235485e-05	1.36337429312479e-05	7.05052296771368e-05	6.39197930259694e-05	1.44535677305363e-05	1.60395482116776e-05	1.66515660097781e-05	1.43895259961063e-05	7.43962687182285e-05	2.28474501790558e-05	1.38278954770305e-05	1.60408775841428e-05	2.24002973492421e-05	7.98877296446671e-05	5.3683277065342e-05	0.000225278155344832	2.34167973793977e-05	0.000125343707968795	0.000148530982361841	4.36456939542564e-05	3348460.93045998	0.000777164473448045	0.0027767448749414	0.000102317836105114	1.67859215788535e-06	0.161759975427388	174.664598161621	35.8875562237241
median	-20613.818310677	-20517.0444705496	-96.738437785765	0.190886734611698	0.0299394122003749	0.0119190359275162	0.0155108711866935	0.029637543914053	0.200117271987911	0.0102710366647083	0.0129243003931798	0.0119376309982837	0.0103763289771234	0.197822908976861	0.0138543413360254	0.0155016619212947	0.0130400233049537	0.0139035143954101	0.221304662175499	0.121889278043593	0.343295353839566	0.0345749750376354	0.172845753664089	0.266284846045316	0.0616714512527507	4342.67495140738	0.297891883213745	0.839255656157777	0.195545119366156	0.00194482176649192	13.5852810576255	455.3388694888	-20517.0444705496
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.189606404320269	0.0287140081800945	0.0112340159999855	0.0152202522616849	0.0285304346773459	0.199274255136531	0.00957255647997326	0.0123558072202826	0.0111918343426966	0.00964257585302	0.199064406152647	0.0131230337684631	0.0151883841760296	0.0123848551653911	0.0131522809353866	0.221247210956598	0.12134791125865	0.343652334479965	0.0343308457868542	0.171943712228939	0.265632243638235	0.0612004468331414	4396.61998292774	0.298222519599103	0.832348796977334	0.195056182922992	0.00173531232915012	13.5732024530798	454.680713922258	NaN
HPD95.lower	-20647.7233389122	-20549.2332662338	-114.253191828348	0.166863738705857	0.00582390376311659	0.0006986901203118	0.00264654755551072	0.00554754726378804	0.17608352771617	0.000393026805558409	0.00128014877853261	0.00059583528093627	0.000656086359538413	0.175757109126783	0.00137974599518689	0.00216879520856322	0.000817596497368872	0.00153706114569941	0.195663548048531	0.103924549967345	0.297672382117777	0.0195495330296813	0.14564962581047	0.231625314517617	0.0409289621960476	965.253786301635	0.208455086239733	0.562648860444816	0.149133475319955	5.82162835769236e-06	11.6901083082624	389.539216649848	-20549.2332662338
HPD95.upper	-20603.8456890021	-20508.1197063977	-92.1878841618337	0.201336920073106	0.043843220087777	0.0189163725157145	0.0219879582022277	0.0438350528130325	0.211973786482273	0.0167094346158482	0.0198094368877674	0.0188462440903377	0.0167094346158482	0.214570731865895	0.0222891306307876	0.0219525050209025	0.0197599581422221	0.0220797885701873	0.235917396713521	0.132930394885435	0.368471710902651	0.0428714995842691	0.190378251166911	0.285110328183981	0.0722968489414416	8106.54925982757	0.347778810923128	0.910752114565112	0.211430509119711	0.0045650775651903	14.2281579189141	475.80781526037	-20508.1197063977
ACT	23389.1570460786	22707.9284355452	10518.8828016087	147449.461708469	9988.34061936839	4197.45764672022	19128.9777883389	7813.3974388051	171614.578717176	4492.89037912875	7939.80194304204	5344.51781727751	4428.00331289977	168508.59247288	11649.1967183733	21781.275917852	8571.76646678547	10427.6864197572	161833.992661013	109093.132411701	139842.18421063	69411.1418510379	81993.073435034	139072.741563919	86969.7893440438	3441.17326989508	12387.2775071875	12406.9099952671	104076.837206279	17289.1077239441	14731.1835073098	14044.2536320042	22707.9284355452
