trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-19373.43453787	-19271.4441003121	-101.990437557845	0.188687374689335	0.0208176190780915	0.0175512267741494	0.0161346231523575	0.0184493429215431	0.19018731624109	0.0243817980566608	0.0276919397560789	0.0202145189754629	0.0256515852141818	0.213183730704856	0.0120736028009048	0.014849158225291	0.0263640428284882	0.0117951020913915	0.171967018490118	0.0145118720409516	0.106506025416577	0.0217245300123335	0.392975506202379	0.12295244740125	0.341329618926509	2926.85203023108	0.332955874786428	0.763983740455885	0.186263115072597	0.00430507015042878	10.9026924311489	349.386061942341	-19271.4441003121
stderr.of.mean	0.257369766868872	0.286214941824182	0.204485287344579	0.0016190577302432	0.00067747778840035	0.000606432898486303	0.000400201554451776	0.000565659363048657	0.00108519201539935	0.000343957208992115	0.000414447495557722	0.000702701997563244	0.000286045868931501	0.000968934117683214	0.000120407463596777	0.000365909465087026	0.000387027286738923	0.000117420787941085	0.000810015832354335	0.00050133347108013	0.0011392463961876	0.00076235230695037	0.00187764329996565	0.00110787880380708	0.00235679758060361	25.1624953151703	0.00141909912129256	0.00222073381539695	0.000530011544262084	0.000159852758209109	0.0367650265900114	1.32677010290371	0.286214941824182
stdev	6.48506526406286	6.06844602589734	3.40951641488328	0.0118741628215454	0.0102820246166982	0.00999736284651456	0.00663582765888838	0.00980526169088398	0.00894682191267601	0.00897235549799539	0.0102645871155631	0.0103268732799132	0.00899489130177574	0.00868121478433052	0.00401780170879162	0.00665495003000217	0.0101725905318156	0.00405100969735843	0.00852724041979008	0.00534190934753656	0.0106838194867683	0.00743381837179896	0.0162799057701479	0.00986896747967877	0.0196233407921336	1077.18548931861	0.0313039842215884	0.0641599930739825	0.0068624114444157	0.00161433815025085	0.431200510418097	14.2309960324115	6.06844602589734
variance	42.0560714791546	36.8260371692292	11.6248021833586	0.00014099574271257	0.000105720030218387	9.99472638848698e-05	4.40342087184681e-05	9.6143156826717e-05	8.00456223371397e-05	8.0503163182408e-05	0.000105361748652984	0.000106644311739385	8.09080695307609e-05	7.53634901316788e-05	1.61427305711689e-05	4.42883599018258e-05	0.000103481598127984	1.6410679568092e-05	7.27138291769017e-05	2.85359954772985e-05	0.000114143998825851	5.52616555848957e-05	0.000265035331884894	9.73965191149572e-05	0.000385075503844214	1160328.57839857	0.000979939428145458	0.00411650471125349	4.70926908324475e-05	2.60608766335534e-06	0.185933880184827	202.521248074511	36.8260371692292
median	-19373.0934009011	-19271.1013915598	-101.903454711124	0.188684266046828	0.0221271649153371	0.013948647232309	0.0161606415458618	0.0155408192853516	0.190498092757779	0.0238422438142596	0.0275019046602952	0.0218181705038363	0.0255531467406995	0.21349178978074	0.0119404484363863	0.013755249236824	0.0256789381143644	0.0117127929546068	0.172657082674923	0.0141382218487879	0.10626330175183	0.0215266837357358	0.392271120906443	0.123291592310495	0.339609716728304	2730.13395355803	0.331714259414352	0.768023269363329	0.186456444702321	0.00434283620625286	10.8988659684507	349.255641104317	-19271.1013915598
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.188306006838063	0.0178038000274764	0.0145457808262732	0.0145774598462346	0.0157089572134759	0.189977187200471	0.0225339939007456	0.0255392260848669	0.0170139200801765	0.0238653200508666	0.213005667061362	0.0113110221436678	0.0132686165948355	0.0241980458810202	0.0109917691273376	0.17175583686606	0.0134252485872889	0.105970864096204	0.0203176874400784	0.392639056244325	0.122556556742636	0.34077001767187	2749.72847724594	0.3314867504726	0.76119458262846	0.186136015280186	0.00392809742255365	10.8941673743097	349.09620361233	NaN
HPD95.lower	-19406.1962885306	-19299.0742367115	-117.96255507224	0.152516644980915	0.00118471213935408	0.0003397869055164	0.000589811682405995	0.0012083010192288	0.169612060671248	0.000637258077381853	0.00122442123496228	0.0003397869055164	0.00132820482991208	0.182600899779433	0.000611677961045047	0.000849634097272546	0.00122442123496228	0.000697209655292338	0.147183204608107	0.000647424245611865	0.0766881452605397	0.00419080261771101	0.338091367525685	0.0955838238166622	0.281731180641062	696.126473565235	0.218762306929421	0.443757554863767	0.156876827013572	6.178342714484e-05	9.00846984891735	287.282515907739	-19299.0742367115
HPD95.upper	-19363.4442253468	-19262.0499252142	-96.5406122084388	0.206421844525824	0.0361825378166809	0.0336431858810323	0.0268768123344143	0.0348732143192532	0.204534795498878	0.039472148355907	0.0442037621892647	0.03501420822637	0.0404208284839872	0.226459185124883	0.0189331529492606	0.0265542560781855	0.043235301473506	0.0185770554876513	0.187395449752102	0.0231690886942865	0.125198711231674	0.034098951891622	0.420115835642356	0.139330733393788	0.380065508113879	4952.33039101956	0.386886274675717	0.86142295585527	0.197311855980015	0.00692672833838116	11.623090961758	373.03354520294	-19262.0499252142
ACT	14175.1892424171	20020.3712615541	32372.8600866711	167325.133000108	39072.8736544956	33115.9414899293	32734.8123071429	29952.5699980526	132409.182186498	13226.300835096	14672.3128530003	41672.2730296776	9101.68981134948	112116.621773864	8082.99531587401	27208.2242892905	13027.5441271276	7561.46462041094	81210.5606883508	79268.9094917864	102335.131761217	94652.0567146538	119719.506933575	113418.416739545	129819.87433172	4910.98869730058	18495.613424335	10782.1880982696	53685.8287020119	88245.7416797152	65426.5086485785	78228.1874238076	20020.3712615541
