trace	posterior	likelihood	prior	pi_0	pi_1	pi_2	pi_3	pi_4	pi_5	pi_6	pi_7	pi_8	pi_9	pi_10	pi_11	pi_12	pi_13	pi_14	pi_15	rates_0	rates_1	rates_2	rates_3	rates_4	rates_5	N0	b	f0	delta	epsilon	treeheight	treelength	D.treeLikelihood
mean	-16918.3326635038	-16822.4127611558	-95.9199023480435	0.161710910394651	0.00778921854944728	0.0323109588805897	0.0114954727049453	0.00794934215885626	0.172029168252566	0.0346370567987689	0.0198554279251136	0.0324081665912696	0.0341997857013296	0.196972321187093	0.0271394328050648	0.0113730922768972	0.0200429355402326	0.0274534010929562	0.202633309140219	0.170685541874275	0.249825935821612	0.0343071413379552	0.16403216240179	0.350662653869046	0.0304865646953214	2342.53511710859	0.405862921036018	0.738248042621926	0.115983167192136	0.00128484764607362	8.61286438429476	267.489535515998	-16822.4127611558
stderr.of.mean	0.263093829256537	0.20681323264442	0.151837930748456	0.00079220074394308	0.000106424372575037	0.000252782130494741	0.000161965557328248	8.85907919012562e-05	0.00106641355087922	0.000270849529318981	0.00010718674778309	0.000229888774004365	0.000267376517410392	0.000665582696557222	0.000238201954985146	0.000169944477466377	0.000117606765764163	0.000257317422504768	0.00119920603750135	0.00107475928083978	0.00103500410019954	0.000566675916380488	0.000712568293715317	0.0018770229520736	0.000331599181345136	16.0357383364329	0.00098146954207497	0.00188393383918327	0.000345457742748476	2.38050399866192e-05	0.00867297047087275	0.282143467108769	0.20681323264442
stdev	6.49495129864764	5.78445725363235	3.14282775155813	0.00785726151362269	0.0036166695167173	0.00945390011077229	0.00497352949922788	0.00352511303708459	0.0088036356009262	0.0114522315647468	0.00717548822055153	0.00947973444868293	0.0114121467568808	0.00844048081803231	0.0079886866919184	0.00491302902860693	0.00719472453850153	0.00791968324570503	0.0105433747644424	0.0155429821194161	0.0137478476120734	0.00842606633178435	0.0098003492178155	0.0176761389761721	0.00500547019792042	870.670974671896	0.0368929306897391	0.0658982737330517	0.00530087772540127	0.000694233850308075	0.283990059377168	8.27992269865264	5.78445725363235
variance	42.1843923718046	33.4599457191	9.87736627596393	6.17365584934563e-05	1.30802983931521e-05	8.93762273044604e-05	2.473599567969e-05	1.24264219242237e-05	7.75039997938952e-05	0.000131153607812582	5.14876312032737e-05	8.98653652175458e-05	0.000130237093600584	7.12417164395714e-05	6.38191150616341e-05	2.41378542359344e-05	5.17640611849161e-05	6.2721382712301e-05	0.00011116275142348	0.000241584293164487	0.000189003313964792	7.09985938276299e-05	9.60468447911368e-05	0.00031244588910495	2.50547319022695e-05	758067.94613611	0.00136108833487789	0.00434258248099621	2.80993046596553e-05	4.81960638913575e-07	0.0806503538250473	68.5571198956631	33.4599457191
median	-16917.9443004403	-16822.052303606	-95.8139580251147	0.160865353410252	0.00767114459102766	0.0321229441194625	0.0111489640303991	0.00789955019256891	0.171761050521247	0.0346483203842299	0.019813029917356	0.0321909334447521	0.0340944416681268	0.197264613480869	0.0269170987867843	0.0110190025528993	0.0199954972912482	0.027200454631041	0.203353738738071	0.169662419080845	0.249650884778591	0.0335804382641115	0.16463655562666	0.349687042462186	0.0303882564608108	2192.7730602432	0.40470196725398	0.743252134892079	0.115963801129027	0.00119646930452322	8.60890837077262	267.536012841076	-16822.052303606
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.161523093853347	0.00678550685220351	0.0307726934507049	0.0102818940028907	0.00700870559887114	0.171804403107184	0.0325242968345249	0.0183294011696624	0.030874073145995	0.0320935825986481	0.19679114265155	0.0258702093594101	0.0101691986601096	0.0185288038134695	0.0262228153184497	0.202356479677854	0.169980881648891	0.249445355575904	0.0332428735461457	0.163737697596826	0.350221789984909	0.0300671992124674	2198.25605066987	0.404190286766026	0.735203998050118	0.115861783968215	0.00107258009386676	8.60818371213596	267.361165557228	NaN
HPD95.lower	-16954.0527165472	-16856.0395246574	-111.380322342484	0.140660815590787	0.000472529174266961	0.00355467435704988	0.000463728601171748	0.000111997304411339	0.147620438081	0.00253441965282733	0.000447861050803917	0.00372848707322816	0.00258991102292071	0.17036788159489	0.00245519961380503	0.000413967522239385	0.000623064580668339	0.00344942615829631	0.173185198154301	0.120027170888171	0.197103490664406	0.0138170704306752	0.128947910292126	0.29456427414696	0.0170390902772064	583.10529151788	0.283912406990267	0.428443019870661	0.095498379314411	2.13032990021375e-06	7.47885984397729	231.615004799892	-16856.0395246574
HPD95.upper	-16908.3565226544	-16813.5982918925	-90.9312531025604	0.175079967023841	0.0139511472255687	0.0481003577252753	0.0200248489679797	0.0136586831516781	0.186389762365996	0.0528849435122044	0.0317615292695985	0.0481567263702037	0.052715452676628	0.210113852759449	0.040691995516691	0.0198079130605896	0.0321140806289142	0.0409105909354558	0.21996930149501	0.197370158518801	0.271276363447784	0.0491828915464188	0.179796875716482	0.381437775485672	0.0390437472654586	3986.10188045503	0.468523576611344	0.837397783488926	0.124755879221735	0.00255631448299307	9.08544299779948	281.014552668584	-16813.5982918925
ACT	14767.6719239717	11504.6635746409	21006.8968896155	91489.3590681296	7793.04268339124	6434.47666958575	9544.61582521031	5684.25538012764	132059.516662934	5034.06058530076	2008.26854282437	5292.80256647176	4940.3115556033	55964.4423572679	8001.7020241112	10768.5681676223	2404.79899213291	9500.91145120814	116431.591662507	43032.4648523376	51010.2240190059	40706.3603894854	47578.6806765853	101486.169494566	39498.4132082077	3052.89802511929	6369.56612951584	7355.72911501889	38224.0586057414	10582.0246436468	8394.05804074539	10450.3285040462	11504.6635746409
