trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5645.68829740875	-5565.25549620751	-80.4328012012309	126.761281093433	5.53792436090348	1.43354314565645	1.92404526257261	65.0519443164193	-5565.25549620751
stderr.of.mean	0.410640705626798	0.223552050256055	0.349189772606227	0.778986753831149	0.10266394113808	0.00485219340197174	0.0033458183846389	0.0709535826031702	0.223552050256055
stdev	8.9061769488166	6.61724982594038	6.67312256001944	39.0904821912123	1.451047533648	0.0977696651169509	0.081467817301695	2.40494880428261	6.61724982594038
variance	79.3199878436321	43.787995258908	44.5305647010404	1528.06579794149	2.10553894490594	0.00955890741708073	0.00663700525590236	5.78377875122037	43.787995258908
median	-5645.28564843375	-5564.70730371298	-80.6053378269961	120.211642582776	5.30255358715499	1.43662353331429	1.92049786403583	65.0091575262847	-5564.70730371298
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	121.340659482934	5.36329816977341	1.43016662129457	1.92232584797843	65.0075413823165	NaN
HPD95.lower	-5685.38978157635	-5595.24306997783	-103.687880843849	46.228549252448	2.31160451393368	1.03755560432036	1.63450259437288	56.7987141557037	-5595.24306997783
HPD95.upper	-5631.69623344294	-5555.25767216151	-69.3009369915324	199.739583531107	8.28698084631221	1.59117416784205	2.06318765169486	69.061508648366	-5555.25767216151
ACT	19133.0347442144	10271.7574611693	24643.7805012001	3574.04975867678	45052.1052334028	22167.1803512435	15180.1152535561	7833.92646011655	10271.7574611693
ESS	470.442881661615	876.286266885368	365.244285452131	2518.43164134694	199.790885539494	406.050740661524	592.946749721904	1148.97683120019	876.286266885368
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
