trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4741.51797572324	-4689.95793632902	-51.5600393942248	96.5152883622804	13.3913006241149	1.31934005681171	1.53389754343031	51.1151529697751	-4689.95793632902
stderr.of.mean	0.905800047404472	0.18769322327485	1.12370858597039	0.447162267184409	0.544301421170894	0.00440087165744905	0.00361500844687011	0.0849474626314661	0.18769322327485
stdev	10.4299904720194	5.501105145129	9.74644149306497	28.6780103937879	4.15255641019336	0.0704921420412715	0.0661001933265271	2.0497272039689	5.501105145129
variance	108.784701246416	30.2621578177648	94.9931217777386	822.428280146206	17.2437247398379	0.0049691420895668	0.00436923555780425	4.20138161069015	30.2621578177648
median	-4741.15400211626	-4689.88873059103	-51.8609473118444	92.1358915917405	12.5476300137172	1.32041178749339	1.53335943089315	51.084507454084	-4689.88873059103
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	92.6524384707147	12.7895497976491	1.31744252250248	1.53247458465468	51.0740308869056	NaN
HPD95.lower	-4782.94107272246	-4713.67795766018	-89.6205880364252	32.7449451572751	4.42313242930474	1.01476791116856	1.31407318229246	43.2459893627994	-4713.67795766018
HPD95.upper	-4724.73836970294	-4681.04723779213	-34.8666877831211	149.901542258009	21.5829520405599	1.4341450230905	1.64358314602376	54.4862646194329	-4681.04723779213
ACT	67879.613191299	10477.0688384057	119634.859057902	2188.13829724394	154628.790537324	35078.2965780069	26918.7988677715	15457.9250074989	10477.0688384057
ESS	132.602405594641	859.114332341227	75.2372683921799	4113.54255411423	58.2103757568185	256.597408599463	334.375989219059	582.29031358565	859.114332341227
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
