trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4409.41019767677	-4325.90577772561	-83.5044199511591	57.6632675913542	7.93269792837697	1.17644471621601	1.51374299004985	45.3569073969706	-4325.90577772561
stderr.of.mean	0.37107457073806	0.160053003861691	0.371982185594344	0.303234391589177	0.14563183718215	0.00240316683638592	0.00373902179005533	0.0721685095560396	0.160053003861691
stdev	8.33227359897544	6.02958390123868	6.75820711892292	15.7261876887436	2.14514701063844	0.076575040596178	0.0760659129175564	2.00291547456423	6.02958390123868
variance	69.4267833281831	36.3558820220767	45.6733634622604	247.312979221591	4.60165569725103	0.00586373684230631	0.00578602310798127	4.01167039824887	36.3558820220767
median	-4409.12065830728	-4325.5511982816	-83.7176469138301	55.397146395913	7.54076440523876	1.17520829990076	1.51251927786272	45.3383287857193	-4325.5511982816
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	55.6556644059476	7.66293321379219	1.17394505407086	1.51183249219282	45.3126546050556	NaN
HPD95.lower	-4444.47141543504	-4354.92561862041	-107.63117198517	21.2883004739671	3.49592923984257	0.895440941890648	1.25412076985503	38.3865879777952	-4354.92561862041
HPD95.upper	-4396.26976589283	-4316.57568195976	-72.1532735978745	86.6789567850322	12.0210387772793	1.30466690364206	1.63977611828561	48.642360155145	-4316.57568195976
ACT	17849.9846705883	6341.55082305591	27266.1483153171	3346.20471020184	41480.2189061967	8864.12510446364	21745.9473661022	11684.5699451339	6341.55082305591
ESS	504.258136133365	1419.3688974746	330.116300106223	2689.9131342915	216.994997551841	1015.44144446556	413.916204636402	770.332159614354	1419.3688974746
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
