trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4571.42487968253	-4509.86356993554	-61.5613097469831	76.9828817255548	12.560821730617	1.28978462995154	1.51607773711528	48.1747942172563	-4509.86356993554
stderr.of.mean	0.876631459969316	0.235337212805822	1.03904285430115	0.372691954811077	0.588135513117895	0.00481517669772062	0.0042915846594298	0.0741646530590317	0.235337212805822
stdev	9.75672067811368	6.18903830388844	9.22120572904494	22.0728106454306	4.00071561273758	0.0723298642141924	0.068352096872936	1.99812921955695	6.18903830388844
variance	95.193598390731	38.3041951269983	85.0306350973713	487.208969789036	16.0057254140022	0.00523160925724351	0.00467200914692723	3.99252037804726	38.3041951269983
median	-4571.03618063757	-4509.65386380103	-61.638694125981	73.5278902273967	11.8997943376651	1.29042032489624	1.5154215396507	48.1821573047171	-4509.65386380103
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	74.0900633093013	11.9730025337738	1.2877449680077	1.51453673373177	48.1332963987044	NaN
HPD95.lower	-4619.29510498924	-4533.97018544754	-97.1702373871456	30.332000664651	3.57993690656744	0.989657516077085	1.29501820048446	41.4643682055847	-4533.97018544754
HPD95.upper	-4556.00607603618	-4499.97776868677	-45.959956343583	117.732485919649	20.5469175972398	1.4090752925522	1.62888513261503	51.5042154877602	-4499.97776868677
ACT	72655.561729011	13012.9983354187	114270.466715734	2565.82637166176	194501.049915356	39887.0265028506	35479.2301860298	12399.0754139509	13012.9983354187
ESS	123.885904751129	691.69301094131	78.7692590981658	3508.03160315579	46.277385155078	225.662346611792	253.697725480645	725.941225413666	691.69301094131
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
