trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4968.48460602292	-4919.12981205331	-49.3547939696163	142.174857573282	9.46149623311109	1.27352413895628	1.5745812309387	55.5351131391329	-4919.12981205331
stderr.of.mean	0.769341580550364	0.279328090203561	0.86214938622013	0.848876593990105	0.283905803542722	0.00411175303483011	0.00436734797435139	0.101824512376029	0.279328090203561
stdev	10.5206128376016	6.25958272157743	9.92229920649263	46.9894893420294	2.68136479659885	0.0728372207914384	0.0693592295678466	2.21277289580929	6.25958272157743
variance	110.683294478708	39.1823758482707	98.4520215431642	2208.01210862469	7.18971717243961	0.00530526073262075	0.00481070272624524	4.89636388842823	39.1823758482707
median	-4968.19382506558	-4918.75875742124	-49.5745753751182	133.974139891377	9.07186234712427	1.27534610990002	1.57461550268299	55.5157201296076	-4918.75875742124
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	135.240487347145	9.10307781065948	1.27142198876233	1.57305452279959	55.4910079667577	NaN
HPD95.lower	-5018.80702863627	-4950.17032509533	-80.5504348837351	39.4354704486284	3.89103110522636	0.992027024477638	1.33611669676897	47.438134275263	-4950.17032509533
HPD95.upper	-4951.7363771003	-4909.50169498029	-32.4843586489136	229.727906286155	14.664227373869	1.38902084823842	1.69009904360825	59.1835760297389	-4909.50169498029
ACT	48128.1133471609	17921.7725806322	67948.9754500946	2937.17735560425	100897.228807843	28680.7044865531	35683.6750493458	19057.8320688238	17921.7725806322
ESS	187.021667254508	502.238266862466	132.467045167014	3064.50680713091	89.2095858959841	313.834689947037	252.244198153716	472.299260875769	502.238266862466
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
