trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5086.63692026002	-5007.75809856862	-78.8788216914015	94.3331271181654	6.22684192251376	1.3384153107568	1.76787391293856	55.9616019401235	-5007.75809856862
stderr.of.mean	0.357075882975281	0.14652648284589	0.367026370089117	0.540579901735293	0.0952740342235974	0.00306608368025346	0.0035778452873826	0.0697900448450034	0.14652648284589
stdev	8.31936769986381	5.60194516960658	6.6299672905877	27.7872870861879	1.43723004348975	0.0825666965921178	0.0797888015373962	2.24426652956048	5.60194516960658
variance	69.2118789255373	31.3817896832785	43.9564662742627	772.133323610226	2.06563019790954	0.00681725938613483	0.006366252850774	5.03673225570546	31.3817896832785
median	-5086.11448163789	-5007.29724535889	-78.9923739708843	89.8917177950124	6.02070411635392	1.33975137499604	1.76523903999856	55.9159359068746	-5007.29724535889
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	90.6274083881246	6.06967900398528	1.33585688882138	1.76607868087132	55.9166235438091	NaN
HPD95.lower	-5123.18762744257	-5040.6652590055	-106.512292199223	35.3411671676719	2.95156701317364	0.973816493707859	1.48206285276555	47.7856688770845	-5040.6652590055
HPD95.upper	-5073.69646302188	-4999.40901377076	-67.9035557756355	146.326800073223	8.93933134307329	1.47221563743527	1.9029927473223	59.6912528242052	-4999.40901377076
ACT	16579.9380029944	6157.39545581384	27581.2706266021	3406.19885005672	39549.3217756294	12410.8261651869	18096.7978153233	8703.23266526009	6157.39545581384
ESS	542.885021546785	1461.81937876042	326.344646041019	2642.53509446464	227.589237839888	725.253893672956	497.380812442879	1034.21341772563	1461.81937876042
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
