trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4594.34107130848	-4529.56938364559	-64.7716876628938	98.6628828165639	8.28946289662508	1.12433274331819	1.45444490784482	49.1092425206779	-4529.56938364559
stderr.of.mean	0.537355436036826	0.118915531332798	0.594370020242956	0.544647488380403	0.165814047070236	0.00291353024354493	0.00354578824912753	0.0690870238457693	0.118915531332798
stdev	9.1897689442209	5.19718792326394	8.72351141669306	31.2838272349028	2.04487716463212	0.067598839476759	0.0671583850359231	2.02535329378721	5.19718792326394
variance	84.451853248167	27.0107623097205	76.0996514371742	978.677846463244	4.18152261843388	0.00456960309860463	0.0045102486806333	4.10205596465471	27.0107623097205
median	-4594.00092006129	-4529.1590384707	-64.9976584896622	93.0776872679576	8.01208445783337	1.12450686075363	1.45401582608976	49.1068909684606	-4529.1590384707
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	94.2438060353155	8.05629861329278	1.1222904400809	1.45289550335699	49.067406350118	NaN
HPD95.lower	-4635.00600144231	-4555.26790213622	-96.1859963845402	36.8039651967996	3.62847028461518	0.86420814241586	1.20002940015487	41.5716753510617	-4555.26790213622
HPD95.upper	-4579.91186182512	-4521.88215536061	-50.3094627145404	157.021930348368	11.9934395698082	1.23582881108516	1.56660966533839	52.4179841475421	-4521.88215536061
ACT	30772.0630123404	4711.75634730025	41780.4995078662	2727.93336037969	59176.6931276461	16718.7223329315	25088.0905653327	10472.1026759745	4711.75634730025
ESS	292.505575475728	1910.32798314315	215.435432941756	3299.56740539556	152.103801754933	538.378461030504	358.775809444732	859.521748258867	1910.32798314315
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
