trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5013.40662295107	-4955.42474629053	-57.9818766605475	119.39797133704	9.20161852842285	1.32786484006967	1.63444496774136	55.9979839745245	-4955.42474629053
stderr.of.mean	0.77238065122566	0.20913971053371	0.851645433714746	0.592467680425118	0.305945546821528	0.00516156999407132	0.00408994942514666	0.096213729383179	0.20913971053371
stdev	10.2718434522124	6.40747833000748	9.29073625629053	38.0148225883938	2.6789089206644	0.0786734459204204	0.0705575338128626	2.20522453939082	6.40747833000748
variance	105.510767906759	41.0557785495155	86.3177801839513	1445.12673642706	7.17655300521528	0.00618951109299332	0.00497836557775324	4.86301526913147	41.0557785495155
median	-5013.07389703623	-4955.0732743627	-58.2328391685344	112.938750348021	8.70372755334556	1.32860679647724	1.63151360018593	55.9618939517028	-4955.0732743627
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	113.996635970584	8.84616504307331	1.32552060699214	1.63292898667849	55.9546427675091	NaN
HPD95.lower	-5056.7051672403	-4985.38406455071	-88.5358147333908	41.9173349740904	3.77270195260943	1.01685659202302	1.39986999292564	48.7703101320066	-4985.38406455071
HPD95.upper	-4996.93128585515	-4945.67804227615	-42.3404161632709	190.542971783218	14.7857284546609	1.45632625339495	1.75680430235407	59.7264814148136	-4945.67804227615
ACT	50887.1925939256	9588.29124052327	75624.0418648923	2186.07922232732	117385.615011387	38739.1244107324	30240.6829093554	17132.1145127088	9588.29124052327
ESS	176.881441894958	938.749123718606	119.022995571711	4117.41711282424	76.678901406504	232.349082146687	297.645394681726	525.387569253227	938.749123718606
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
