trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4632.52626362875	-4561.37671147317	-71.1495521555873	80.22340901622	8.59721375304315	1.22869288908173	1.54824945864238	49.160736949789	-4561.37671147317
stderr.of.mean	0.559657790514924	0.166272232345374	0.62790808471687	0.366142698755341	0.223307259752648	0.00348213761740987	0.00366790129614563	0.0651619044218918	0.166272232345374
stdev	9.06271512866327	5.31176282784328	8.37258956823057	23.5407235319242	2.4246773066231	0.0736410463964319	0.0725542803071937	2.05984443135693	5.31176282784328
variance	82.1328055033021	28.2148243392576	70.1002560780434	554.16566440649	5.87906004125306	0.00542300371436143	0.00526412359089484	4.24295908139215	28.2148243392576
median	-4632.2218059836	-4560.85548913793	-71.2385096833819	76.4910426298568	8.27460445927883	1.22937981587714	1.54627262162106	49.1092943132747	-4560.85548913793
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	77.0517199553078	8.29453252371901	1.22647569739467	1.54655498937476	49.1176145395357	NaN
HPD95.lower	-4677.97736504122	-4585.90810231156	-104.604699033715	30.8447689833156	3.29833865747602	0.918775909169957	1.32334938999317	41.9889170313399	-4585.90810231156
HPD95.upper	-4618.22216735429	-4553.54158992434	-57.258074755766	124.131119812868	12.7161438768898	1.34950708281368	1.671811022476	52.5667663958934	-4553.54158992434
ACT	34321.8709050577	8818.70080700798	50619.1734580422	2177.22667654481	76337.9148425559	20123.0804697733	23001.2642520396	9006.60668324554	8818.70080700798
ESS	262.252603446323	1020.67188772831	177.817996326251	4134.15842133824	117.909953639214	447.297321775377	391.326315865522	999.377492162951	1020.67188772831
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
