trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4774.07622491947	-4701.62574054393	-72.450484375541	101.302997449158	6.64906807020023	1.13453431582939	1.53758630704272	51.8628792595304	-4701.62574054393
stderr.of.mean	0.441928635201781	0.15947604440171	0.46141401580715	0.552515806878933	0.093387754983223	0.00283757487729598	0.00336543557973449	0.0679072387502055	0.15947604440171
stdev	8.93622638810688	5.6715650936926	8.27583054601544	31.7288658259311	1.42751307863374	0.0708480742301058	0.0714286742203684	2.0846333712813	5.6715650936926
variance	79.8561420594978	32.1666506119924	68.4893712263622	1006.72092659994	2.03779358967038	0.00501944962211458	0.00510205550087952	4.34569629265964	32.1666506119924
median	-4773.7788377762	-4701.16752887883	-72.5033793020762	96.0072824705161	6.47946408610357	1.13419147576322	1.53359366139374	51.8450242688563	-4701.16752887883
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	96.8322369221752	6.50325120458222	1.13231729981829	1.5359360711919	51.8209881206561	NaN
HPD95.lower	-4809.73288532109	-4727.75204906882	-104.096560079535	35.2471670290811	3.23736155769024	0.888874301321617	1.31778470498907	43.9250874946214	-4727.75204906882
HPD95.upper	-4759.95203563825	-4693.29895127526	-58.7785574079227	160.134893745225	9.23500446148812	1.2526777293327	1.65885589182708	55.3743545124085	-4693.29895127526
ACT	22010.9336673449	7115.86290339362	27976.9836966486	2729.12119450976	38517.8628768404	14437.1365825513	19979.2825648508	9550.26176813646	7115.86290339362
ESS	408.933130054077	1264.92037890546	321.728750232579	3298.13128786935	233.683785333065	623.461581078245	450.516677502489	942.48725516938	1264.92037890546
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
