trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5466.10813927712	-5383.65297477867	-82.4551644984489	122.472544119439	4.77408631623649	1.39200989702383	1.95197002377704	62.947356792027	-5383.65297477867
stderr.of.mean	0.338629442949096	0.153503919005131	0.37689260269807	0.651261143562478	0.0731656693937636	0.0033944675812863	0.003672970763262	0.0643201112456801	0.153503919005131
stdev	8.52042046187215	5.89155507830164	6.92677438226637	36.9454105068627	1.0725680926338	0.0924891221431276	0.0835432959832685	2.30916412815734	5.89155507830164
variance	72.5975648470896	34.7104212406619	47.9802033428216	1364.9633575206	1.1504023133361	0.00855423771480637	0.00697948230374801	5.33223897076866	34.7104212406619
median	-5465.72312231396	-5383.19137489633	-82.7304720065986	115.865097199815	4.61715188053803	1.39284243236239	1.94923320094212	62.8910469926775	-5383.19137489633
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	117.443514082201	4.66304943259495	1.38890899916336	1.95018670467517	62.9050465951683	NaN
HPD95.lower	-5502.82274677726	-5408.95993352505	-109.531808942498	45.7536511492493	2.23628765650798	1.02076193934042	1.6362141063553	53.9786374642143	-5408.95993352505
HPD95.upper	-5452.66692151108	-5374.83825191119	-70.7288026333201	191.026391219908	6.78297982748032	1.54403084758099	2.09279801741149	66.7685128007112	-5374.83825191119
ACT	14215.7534639181	6109.72348220338	26644.9952452084	2796.60961290264	41880.0757328276	12122.8440944387	17396.1937672408	6982.7496742644	6109.72348220338
ESS	633.170800467664	1473.22542930436	337.812032509883	3218.54003450189	214.923202561083	742.482533791654	517.412033944461	1289.03375029669	1473.22542930436
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
