trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4824.4148401045	-4733.00145618766	-91.4133839168442	60.6543328090826	6.49867352740762	1.37916812148129	1.79645816523674	51.1346155015475	-4733.00145618766
stderr.of.mean	0.336741737267602	0.123978904942748	0.346289686971675	0.302113401600366	0.172635322560517	0.00416963315456295	0.00362659529719954	0.058979728083576	0.123978904942748
stdev	7.8514982542063	5.42268948221402	6.30673675650201	16.6454134330686	2.25163224513011	0.0939870154602024	0.0874004135369535	2.11829869784986	5.42268948221402
variance	61.6460248358046	29.4055612205145	39.7749285158135	277.06978835778	5.06984776730964	0.00883355907511633	0.00763883228643049	4.48718937331243	29.4055612205145
median	-4824.04572404554	-4732.43993981915	-91.6385021157382	58.1103094656398	6.04362100982626	1.37886458474145	1.79396212874273	51.1019951189225	-4732.43993981915
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	58.5807253938415	6.19287439264607	1.37594741012877	1.79433890834091	51.0907227854012	NaN
HPD95.lower	-4862.04408587065	-4758.34889798926	-112.626354622895	24.5214672322809	2.4280325230593	0.991615813776064	1.4997317411926	43.5049472430247	-4758.34889798926
HPD95.upper	-4811.97111137867	-4725.01165191985	-80.714636363499	90.7789780059372	10.3797126253141	1.53592433269507	1.94290306226633	54.6521540079053	-4725.01165191985
ACT	16555.0815106221	4704.44747141411	27133.899485786	2964.78573707489	52906.2410469699	17713.4224756237	15495.7898206436	6977.07895347639	4704.44747141411
ESS	543.70013184319	1913.29588749652	331.72526509561	3035.96981307679	170.131156965186	508.145730300665	580.867455236698	1290.08143092822	1913.29588749652
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
