trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5233.30726627036	-5147.90364229772	-85.4036239726374	71.793409136838	8.29988209296601	1.61058762945103	1.95160154260065	57.1464470517977	-5147.90364229772
stderr.of.mean	0.62511774807213	0.145437913996532	0.656972937783573	0.3822711350926	0.303817138098864	0.00623700706210724	0.00441014954334716	0.0631002752067841	0.145437913996532
stdev	8.9414681464506	5.41304331824884	7.82623838363652	19.61749167402	3.00853496527025	0.0995772883681962	0.085067037658008	2.20376057043875	5.41304331824884
variance	79.9498526139908	29.3010379652384	61.2500072375056	384.845979580242	9.05128263725369	0.0099156363587629	0.00723640089590896	4.85656065182054	29.3010379652384
median	-5233.2125310606	-5147.54476880426	-85.6292570525457	68.8141734077087	7.71911615819097	1.6122762254057	1.94835623561416	57.1134389741601	-5147.54476880426
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	69.3355670207399	7.82277943737453	1.60747139588255	1.94975532986031	57.1039826899209	NaN
HPD95.lower	-5268.3781146787	-5173.43383994651	-116.676751709322	29.3543950200157	2.34075119390777	1.20678380956125	1.66070743197785	48.9010787353265	-5173.43383994651
HPD95.upper	-5218.9865834706	-5139.51022407312	-71.9687203791609	108.671280709311	14.6951710531668	1.77211462578813	2.09855033720552	60.855959795297	-5139.51022407312
ACT	43989.4462864633	6497.02851225162	63420.7422343637	3417.4216181823	91781.8726539319	35308.1029643981	24189.4791774293	7378.63782772052	6497.02851225162
ESS	204.617260726236	1385.4025702714	141.925175942248	2633.8570435999	98.0694742843036	254.927318215762	372.10391897973	1219.87285596055	1385.4025702714
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
