trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4125.35350821142	-4076.05456073484	-49.2989474765826	86.8289033318189	14.3174895115226	1.04447917208958	1.24339428955498	42.3509410975911	-4076.05456073484
stderr.of.mean	1.01865461395182	0.194565202146877	1.13681040870392	0.443504278662661	0.578773057302543	0.00374769178636775	0.00346083396897824	0.0719089430788585	0.194565202146877
stdev	10.9292392684118	6.08521504535141	10.599347313349	27.372818292318	4.1560316650085	0.0582239645567751	0.0559000975571733	1.77757730491434	6.08521504535141
variance	119.448270986194	37.0298421481712	112.346163468998	749.271181264257	17.2725992005533	0.0033900300487086	0.0031248209069015	3.15978107494653	37.0298421481712
median	-4125.00765527011	-4075.50916039926	-49.4654711980756	82.3195298999264	13.5899616796188	1.04295032210791	1.2422686361099	42.3385988596663	-4075.50916039926
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	82.9209083275701	13.7517299283964	1.04285625486594	1.24213636230011	42.313621144389	NaN
HPD95.lower	-4165.17563800349	-4105.40752405645	-81.2562810010818	30.400686598337	6.13096928279927	0.843082010818785	1.04554226070999	36.4922067061856	-4105.40752405645
HPD95.upper	-4108.0689164668	-4067.0522351562	-31.3947851637295	138.223666059054	22.3236411244831	1.14177759592223	1.33745956585381	45.3106541046477	-4067.0522351562
ACT	78183.7594661555	9200.70237968171	103528.599867628	2362.64843642682	174542.591679984	37287.7939586555	34496.8072501705	14728.2559057387	9200.70237968171
ESS	115.126211139749	978.294876690857	86.9421590894564	3809.70772512087	51.5690749940447	241.392666189377	260.922697417324	611.138213350357	978.294876690857
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
