trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5275.37604330978	-5192.76447191581	-82.6115713939672	99.7297877899278	5.67101235498643	1.38703873330817	1.86131439228484	58.9079278902382	-5192.76447191581
stderr.of.mean	0.358745024911096	0.156535035057524	0.411053358203277	0.545205398319298	0.102003408371747	0.0044909338021917	0.00381149118373102	0.0676966455908878	0.156535035057524
stdev	7.9570310015838	5.73995308669283	6.98348965923482	29.4539305345715	1.42720292059349	0.0932116657357512	0.0839016598138196	2.29642636312906	5.73995308669283
variance	63.3143423601657	32.9470614374345	48.7691278206397	867.534023935363	2.03690817655059	0.00868841462923341	0.00703948851951391	5.27357404127417	32.9470614374345
median	-5275.09073345051	-5192.28898985594	-82.7630832726879	95.1091130933288	5.46073926223111	1.38875620359384	1.85991672782441	58.8968074884022	-5192.28898985594
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	95.7767167486322	5.50247731412118	1.38387659217036	1.85942879769711	58.8632042733334	NaN
HPD95.lower	-5314.05440835424	-5220.72828208847	-106.786895290214	35.2616990060507	2.2951894604042	1.04963879144939	1.59781682820384	51.2881142125472	-5220.72828208847
HPD95.upper	-5262.77600202534	-5184.16801375103	-71.0809728330423	155.340937121398	8.35630098669926	1.53855045249318	2.00239956027888	62.7396842629779	-5184.16801375103
ACT	18294.1475597656	6693.43311543403	31181.2783782096	3083.72954877929	45972.7432964517	20891.7717726467	18573.3925719648	7821.17053563827	6693.43311543403
ESS	492.015272676381	1344.75086921315	288.666804831522	2918.86816195119	195.789925825347	430.839475844977	484.617980539882	1150.85075296411	1344.75086921315
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
