trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5428.46747370227	-5311.56492007689	-116.902553625381	63.244690645219	3.00324014527249	1.55977768505814	2.3982877114249	60.1277021306468	-5311.56492007689
stderr.of.mean	0.142575632175612	0.0888640179787135	0.144208323866769	0.247585283169896	0.0300321379715348	0.00364405670615343	0.00345734377197075	0.0464548182672254	0.0888640179787135
stdev	6.70370617165274	5.39199273283869	4.57113747756572	16.7236583335633	0.759527609448157	0.136000394901001	0.120787565885421	2.36351489637187	5.39199273283869
variance	44.9396764358551	29.0735856309853	20.8952978388059	279.680748057762	0.576882189514033	0.0184961074132283	0.014589636072525	5.58620266537175	29.0735856309853
median	-5428.11619552947	-5311.22710995613	-116.966260944357	60.7569974321712	2.87834232301779	1.56241208828964	2.3936698469342	60.0892271404083	-5311.22710995613
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	61.1938180193299	2.91651134199433	1.55376299306366	2.39526023026214	60.0812386078854	NaN
HPD95.lower	-5458.8892584286	-5341.37988011908	-132.996238523693	25.77933674434	1.37706642476789	1.04396331388817	1.99610026431353	51.5254695380536	-5341.37988011908
HPD95.upper	-5418.01365152496	-5303.37215222159	-109.198094603408	94.3885849731088	4.42435799141759	1.78194351707848	2.599866286211	64.0400881609331	-5303.37215222159
ACT	4071.01942567315	2444.53240981469	8957.24795048872	1972.5570994825	14071.0943197873	6461.48615778585	7373.66112186443	3476.86114984383	2444.53240981469
ESS	2210.99411691254	3682.09476947876	1004.88454151913	4563.11252148868	639.680169533258	1393.02318076688	1220.69618487215	2588.82929518318	3682.09476947876
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
