trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4951.61529305688	-4854.55250164217	-97.0627914147109	70.3645052439554	4.56048351565246	1.21108900977177	1.77767364542197	53.1414658322825	-4854.55250164217
stderr.of.mean	0.226649986692003	0.0670581797394296	0.246245163154565	0.269594643629826	0.051654871599543	0.0025314211542013	0.00347600078289039	0.0570849584959017	0.0670581797394296
stdev	6.74070391561542	4.51784568712989	5.6174338302437	19.063925777274	1.00198411623594	0.0868606437785816	0.0879161316637737	2.16158789761792	4.51784568712989
variance	45.437089277993	20.4109296527182	31.5555628371664	363.433266041414	1.00397216918911	0.00754477143762965	0.007729246206722	4.67246223912826	20.4109296527182
median	-4951.32093530993	-4854.15836764173	-97.0888588538155	67.7066531998908	4.39601110893603	1.2091253043511	1.77431714560671	53.0826856914039	-4854.15836764173
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	67.9886589090337	4.46004627535154	1.20797631328285	1.77551003050242	53.0975733598985	NaN
HPD95.lower	-4986.45376658245	-4875.19494030185	-116.953661296581	30.4279611630511	2.26009838109098	0.933343922237812	1.51412819156162	45.7342720031925	-4875.19494030185
HPD95.upper	-4941.17000238745	-4847.98925577566	-87.7638569822454	105.396004238089	6.44192022701109	1.35625144981153	1.92950400231813	56.818528710245	-4847.98925577566
ACT	10175.2103809055	1982.81976463805	17294.2602694759	1799.86671532374	23919.0211443944	7644.08004989868	14069.0603886845	6276.82590361698	1982.81976463805
ESS	884.600874384965	4539.4947944969	520.461694212305	5000.92585932454	376.311386058097	1177.51252488771	639.772646596881	1434.00504302871	4539.4947944969
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
