trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5352.40480664674	-5281.70424657855	-70.700560068187	129.507756552252	6.26570245050992	1.38711352343116	1.82373219234489	61.0812159170878	-5281.70424657855
stderr.of.mean	0.464295800695197	0.305069553694755	0.427014095958855	0.998296878061332	0.122716653869063	0.00441503880442214	0.00358516038463539	0.0792165849914189	0.305069553694755
stdev	9.08685215422015	6.29735868101026	7.75424815494392	41.6331054807087	1.60162310096609	0.0890257106153201	0.0779336667889158	2.33365833832083	6.29735868101026
variance	82.5708820726554	39.6567263572952	60.1283644484512	1733.31547196782	2.56519655754824	0.00792557715056273	0.00607365641916576	5.44596124001434	39.6567263572952
median	-5352.09247784644	-5281.24336902826	-70.8289128061108	122.788989629685	5.98451523646526	1.38760538731068	1.82178876241455	61.0423636701033	-5281.24336902826
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	123.546839042607	6.07820862126155	1.38423604701581	1.82207116152528	61.0366566169367	NaN
HPD95.lower	-5388.87900066726	-5315.92202367815	-96.8956657333132	45.3876187260137	2.61581996453635	1.02332837940285	1.568045415923	52.4417610975673	-5315.92202367815
HPD95.upper	-5337.89788890803	-5272.07905835158	-57.6890254775244	206.476384451792	9.36697182065291	1.53303652993803	1.95520825634953	64.967262946241	-5272.07905835158
ACT	23496.603672337	21121.4328544479	27292.7650389496	5174.68974635484	52835.870280308	22135.0575866494	19046.2491521321	10370.5118073745	21121.4328544479
ESS	383.076640586872	426.154800293509	329.794360782231	1739.42795436973	170.357750373891	406.640008265841	472.586488190111	867.941733945995	426.154800293509
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
