trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-4912.02839890395	-4855.76921479149	-56.259184112455	100.309095012266	11.8897200902989	1.3987361386182	1.64070521900692	53.9411794170857	-4855.76921479149
stderr.of.mean	0.870154919551614	0.157645393706852	0.916892916362584	0.52286027176813	0.455811414981864	0.00522863705420502	0.00422120370183198	0.0930826148546149	0.157645393706852
stdev	10.1204705802618	5.32119133826947	9.72503283222817	30.7173359864465	3.80375479509881	0.0771228778011291	0.0700806117123322	2.13588391279178	5.32119133826947
variance	102.423924765945	28.315077258474	94.576263587916	943.554730104238	14.4685505412372	0.00594793828032789	0.00491129213797467	4.56200008892271	28.315077258474
median	-4912.09289383739	-4855.88049404227	-56.5822718762086	95.0743264678035	11.0915957263556	1.397626975499	1.63952644887978	53.9062212720071	-4855.88049404227
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	96.1072298055901	11.3214003342533	1.3966039060191	1.63921069954794	53.8988847888998	NaN
HPD95.lower	-4956.78902164387	-4877.23037715212	-85.7919092760926	34.5544592132741	3.92657516656772	1.11891831067404	1.42025488643044	46.8094642212559	-4877.23037715212
HPD95.upper	-4895.34594919321	-4846.94542241479	-39.7149556491886	157.098457346973	19.1036261595774	1.5261446964449	1.75793154272251	57.4513326137013	-4846.94542241479
ACT	66532.5624615657	7899.2766507326	80001.399930959	2607.63436954345	129237.298915026	41366.906374533	32652.7194363829	17093.2389765164	7899.2766507326
ESS	135.287138612761	1139.47142225551	112.510531162803	3451.78760685529	69.6470761580848	217.589391831857	275.658510389513	526.582469967573	1139.47142225551
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
