trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5201.03372820718	-5134.76138885127	-66.2723393559108	128.69427226958	6.95775007285799	1.31135759672608	1.70552325452249	58.6051577322289	-5134.76138885127
stderr.of.mean	0.506791264650835	0.243090319060887	0.525832329137438	0.695941718535591	0.129719505126954	0.00362791773469814	0.00374954254834962	0.0766536446117741	0.243090319060887
stdev	10.0830942983053	6.54761868091419	8.46457380063544	40.4304643486914	1.72484372953485	0.0800377445961999	0.0749399507601028	2.26947375853024	6.54761868091419
variance	101.668790628517	42.8713103906564	71.6490096264039	1634.62244745081	2.97508589131571	0.00640604056004653	0.00561599621992663	5.15051114065738	42.8713103906564
median	-5200.63301278872	-5134.11924203648	-66.5551565735624	121.615058782204	6.72440732197389	1.31270517764936	1.7021160833886	58.5366947985008	-5134.11924203648
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	123.009756639754	6.75764271219762	1.30889687945548	1.70388346304575	58.5612738741965	NaN
HPD95.lower	-5244.92304566396	-5165.65514402593	-96.6130830537678	44.5598221858506	3.10573468316815	0.989252720617779	1.45091404710525	49.9607246441577	-5165.65514402593
HPD95.upper	-5185.48780037966	-5125.2581219288	-51.9731009796281	204.868383626064	10.0954236792076	1.441747273306	1.83292138471141	62.4819233446238	-5125.2581219288
ACT	22735.94906077	12405.4085955849	34731.7670899905	2666.67928937801	50904.1936119625	18491.310074433	22530.574697661	10267.3363853358	12405.4085955849
ESS	395.892864465064	725.570619512159	259.157559610436	3375.35902268152	176.822366907798	486.769188541446	399.501571565967	876.663592405092	725.570619512159
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
