trace	posterior	likelihood	prior	NInfinity	b	t50	tree.height	tree.treeLength	treeLikelihood
mean	-5077.03251808182	-5012.41135543335	-64.6211626484604	95.8791751620876	10.5422489371118	1.43580823971652	1.71160679187598	55.9994935876063	-5012.41135543335
stderr.of.mean	0.989202207980517	0.210563547219269	1.06570474032418	0.568419518712992	0.485869689384944	0.00655056729928997	0.00511554691853547	0.0973706692342664	0.210563547219269
stdev	10.1699123389619	5.55247671072703	9.44785634775136	27.7809265220651	3.73893977263723	0.0850348941486872	0.0737385572373008	2.19958488130113	5.55247671072703
variance	103.427116982169	30.8299976231661	89.2619895677456	771.77987842438	13.9796706234085	0.00723093322287844	0.00543737482343868	4.83817365004849	30.8299976231661
median	-5076.98716569624	-5011.96603576954	-65.057805892877	91.5686704499574	9.72980188682109	1.43572013942227	1.71088332924034	55.962471419253	-5011.96603576954
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	92.1849605434342	9.93811695303682	1.43327195515549	1.7100178984996	55.9562569583745	NaN
HPD95.lower	-5121.34319051791	-5036.67382270926	-95.9540894609205	34.3272583967328	3.55523131683854	1.07976233050761	1.41302184986464	46.4838243319986	-5036.67382270926
HPD95.upper	-5060.62431581499	-5004.01332592699	-48.2662161966547	148.062035745265	17.919818108009	1.57415779227663	1.83558789033105	59.6552774284438	-5004.01332592699
ACT	85148.742638311	12943.0130585504	114511.666894847	3767.79284959036	151979.55850116	53407.9586702699	43314.9060386178	17636.7014007146	12943.0130585504
ESS	105.709135814651	695.43312359202	78.6033444807448	2388.93175907444	59.2250700605324	168.532934493347	207.803752176562	510.356205250224	695.43312359202
n.samples	9001	9001	9001	9001	9001	9001	9001	9001	9001
chain.length	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
log.every	1000	1000	1000	1000	1000	1000	1000	1000	1000
